brachiation,climb,descent,descentSpeed,energyExpenditure,feedingBudget,restingBudget,seed,sway,totalEnergyIntake,travelDistance,travellingBudget,walk
50.0,20.0,30.0,1.05,625.4080000005756,0.3194444444444445,99.58333333333333,1877070438,0.0,765.0,39.48757898138821,0.09722222222222222,0.0
50.0,16.666666666666664,33.33333333333333,1.05,664.3550000005756,0.3194444444444445,99.5,-1923167237,0.0,765.0,74.95478355579507,0.18055555555555555,0.0
50.0,16.666666666666664,33.33333333333333,1.05,612.2510000005756,0.3194444444444445,99.54398148148148,1599812060,0.0,765.0,54.864656181647845,0.13657407407407407,0.0
50.0,21.428571428571427,28.57142857142857,1.05,615.8040000005756,0.3194444444444445,99.58796296296296,1369637789,0.0,765.0,35.49691887627384,0.0925925925925926,0.0
50.0,25.0,25.0,1.05,615.2630000005756,0.3194444444444445,99.56712962962962,1675372722,0.0,765.0,44.42640502171997,0.11342592592592593,0.0
50.0,12.5,37.5,1.05,611.3090000005756,0.3194444444444445,99.6111111111111,1212500121,0.0,765.0,28.075075705201616,0.06944444444444445,0.0
50.0,16.666666666666664,33.33333333333333,1.05,662.3170000005756,0.3194444444444445,99.49537037037037,870537852,0.0,765.0,76.11510263976771,0.1851851851851852,0.0
41.66666666666667,8.333333333333332,41.66666666666667,1.05,608.3800000005756,0.3194444444444445,99.58796296296296,-1892596045,8.333333333333332,765.0,37.627954206427276,0.0925925925925926,0.0
50.0,12.5,37.5,1.05,624.8840000005756,0.3194444444444445,99.5625,61198765,0.0,765.0,48.0192270831831,0.11805555555555555,0.0
41.66666666666667,8.333333333333332,41.66666666666667,1.05,612.5030000005756,0.3194444444444445,99.56018518518519,450927044,8.333333333333332,765.0,48.76558080008478,0.12037037037037038,0.0
50.0,12.5,37.5,1.05,620.6480000005756,0.3194444444444445,99.6111111111111,-1664519820,0.0,765.0,27.733415992299875,0.06944444444444445,0.0
50.0,16.666666666666664,33.33333333333333,1.05,617.0210000005756,0.3194444444444445,99.56944444444444,-1701113377,0.0,765.0,44.592711845731145,0.1111111111111111,0.0
40.0,10.0,40.0,1.05,612.8620000005756,0.3194444444444445,99.59722222222223,1197324938,10.0,765.0,33.21460956835884,0.08333333333333334,0.0
50.0,19.230769230769234,30.76923076923077,1.05,675.7340000005756,0.3194444444444445,99.4375,-385866566,0.0,765.0,99.81445444289007,0.24305555555555555,0.0
50.0,16.666666666666664,33.33333333333333,1.05,608.1350000005756,0.3194444444444445,99.63888888888889,-13791196,0.0,765.0,16.254661916137508,0.04166666666666667,0.0
50.0,10.0,40.0,1.05,607.8290000005755,0.3194444444444445,99.5949074074074,1710243713,0.0,765.0,35.19726602760414,0.08564814814814815,0.0
50.0,31.25,18.75,1.05,665.6620000005756,0.3194444444444445,99.50231481481482,1827758471,0.0,765.0,72.3030945522834,0.17824074074074076,0.0
50.0,20.833333333333336,29.166666666666668,1.05,680.1710000005756,0.3194444444444445,99.44675925925925,-999385529,0.0,765.0,96.6323281293894,0.2337962962962963,0.0
50.0,10.0,40.0,1.05,612.4190000005756,0.3194444444444445,99.59722222222223,-1282178339,0.0,765.0,33.82158819673033,0.08333333333333334,0.0
50.0,14.285714285714285,35.714285714285715,1.05,634.2520000005755,0.3194444444444445,99.52777777777779,2004116591,0.0,765.0,62.576336277465174,0.1527777777777778,0.0
50.0,16.666666666666664,33.33333333333333,1.05,607.2380000005755,0.3194444444444445,99.64120370370371,-991257714,0.0,765.0,15.761058490646048,0.03935185185185185,0.0
50.0,25.0,25.0,1.05,623.3840000005756,0.3194444444444445,99.59953703703704,-1987954937,0.0,765.0,33.06878740659626,0.08101851851851852,0.0
50.0,12.5,37.5,1.05,611.1390000005756,0.3194444444444445,99.60185185185185,1709777014,0.0,765.0,31.343451740013762,0.0787037037037037,0.0
50.0,25.0,25.0,1.05,629.4360000005756,0.3194444444444445,99.6111111111111,1458231176,0.0,765.0,28.612080933761696,0.06944444444444445,0.0
50.0,20.0,30.0,1.05,628.5400000005756,0.3194444444444445,99.57175925925927,-800320209,0.0,765.0,43.293877742695514,0.1087962962962963,0.0
42.857142857142854,21.428571428571427,28.57142857142857,1.05,621.1620000005756,0.3194444444444445,99.5949074074074,-761584436,7.142857142857142,765.0,34.92903402733652,0.08564814814814815,0.0
50.0,27.77777777777778,22.22222222222222,1.05,660.0530000005756,0.3194444444444445,99.48842592592592,-323191274,0.0,765.0,78.94831706156681,0.19212962962962965,0.0
43.75,25.0,25.0,1.05,655.4490000005756,0.3194444444444445,99.50925925925927,-1478171357,6.25,765.0,70.61726207394868,0.1712962962962963,0.0
50.0,20.0,30.0,1.05,612.5890000005757,0.3194444444444445,99.57407407407408,606827698,0.0,765.0,43.93646647916591,0.10648148148148148,0.0
50.0,12.5,37.5,1.05,611.6840000005756,0.3194444444444445,99.62268518518519,1843810895,0.0,765.0,22.936504187569547,0.057870370370370364,0.0
50.0,16.666666666666664,33.33333333333333,1.05,630.8120000005756,0.3194444444444445,99.56944444444444,-2016724754,0.0,765.0,45.21888209223829,0.1111111111111111,0.0
50.0,16.666666666666664,33.33333333333333,1.05,637.5970000005756,0.3194444444444445,99.5625,-2050599415,0.0,765.0,48.15260165805417,0.11805555555555555,0.0
50.0,20.0,30.0,1.05,629.6670000005756,0.3194444444444445,99.58564814814815,1554054720,0.0,765.0,37.952960449592766,0.09490740740740741,0.0
50.0,12.5,37.5,1.05,612.0260000005756,0.3194444444444445,99.61574074074075,369469455,0.0,765.0,25.873626010482518,0.06481481481481481,0.0
50.0,0.0,50.0,1.05,606.5760000005756,0.3194444444444445,99.58564814814815,247057321,0.0,765.0,38.21989842310383,0.09490740740740741,0.0
50.0,25.0,25.0,1.05,644.4180000005756,0.3194444444444445,99.51157407407408,-1320500313,0.0,765.0,69.81643581542332,0.16898148148148148,0.0
50.0,20.0,30.0,1.05,631.0810000005756,0.3194444444444445,99.52083333333334,339326304,0.0,765.0,67.18069525104056,0.15972222222222224,0.0
50.0,21.428571428571427,28.57142857142857,1.05,624.6850000005757,0.3194444444444445,99.5462962962963,2021735651,0.0,765.0,53.958147191848994,0.13425925925925924,0.0
50.0,16.666666666666664,33.33333333333333,1.05,611.1300000005756,0.3194444444444445,99.64583333333333,622347945,0.0,765.0,13.535657871264737,0.034722222222222224,0.0
50.0,14.285714285714285,35.714285714285715,1.05,632.1550000005756,0.3194444444444445,99.51851851851852,993779823,0.0,765.0,65.88072408445723,0.16203703703703703,0.0
50.0,14.285714285714285,35.714285714285715,1.05,629.4750000005756,0.3194444444444445,99.52083333333334,-940270045,0.0,765.0,66.20642974010754,0.15972222222222224,0.0
50.0,21.428571428571427,28.57142857142857,1.05,620.4450000005756,0.3194444444444445,99.56018518518519,-1738665677,0.0,765.0,47.5744193441943,0.12037037037037038,0.0
50.0,18.181818181818183,31.818181818181817,1.05,647.8420000005756,0.3194444444444445,99.46296296296296,-2030298254,0.0,765.0,89.19765332433663,0.2175925925925926,0.0
50.0,16.666666666666664,33.33333333333333,1.05,628.1180000005756,0.3194444444444445,99.56944444444444,-1373348316,0.0,765.0,45.282724959757175,0.1111111111111111,0.0
45.45454545454545,13.636363636363635,36.36363636363637,1.05,653.1220000005756,0.3194444444444445,99.4675925925926,-981701711,4.545454545454546,765.0,88.75988053073861,0.21296296296296297,0.0
42.857142857142854,14.285714285714285,35.714285714285715,1.05,638.4420000005756,0.3194444444444445,99.53935185185185,-33856868,7.142857142857142,765.0,58.091986954866684,0.1412037037037037,0.0
50.0,18.75,31.25,1.05,654.7830000005756,0.3194444444444445,99.51157407407408,-1888906955,0.0,765.0,71.01857650065112,0.16898148148148148,0.0
50.0,27.77777777777778,22.22222222222222,1.05,661.0110000005756,0.3194444444444445,99.48148148148148,124215797,0.0,765.0,80.68061641387351,0.19907407407407407,0.0
50.0,20.0,30.0,1.05,612.6130000005755,0.3194444444444445,99.6087962962963,-833647558,0.0,765.0,28.44760356798759,0.07175925925925926,0.0
50.0,18.75,31.25,1.05,661.9020000005756,0.3194444444444445,99.52083333333334,144629227,0.0,765.0,65.51672129000218,0.15972222222222224,0.0
50.0,31.25,18.75,1.05,659.3280000005756,0.3194444444444445,99.5324074074074,1706626854,0.0,765.0,60.56354075071658,0.14814814814814814,0.0
50.0,16.666666666666664,33.33333333333333,1.05,611.3810000005756,0.3194444444444445,99.64583333333333,1132779058,0.0,765.0,13.092384255969128,0.034722222222222224,0.0
50.0,25.0,25.0,1.05,614.8940000005756,0.3194444444444445,99.61342592592592,2087348481,0.0,765.0,27.766957659018175,0.06712962962962962,0.0
50.0,22.727272727272727,27.27272727272727,1.05,650.5450000005756,0.3194444444444445,99.45601851851852,1439063979,0.0,765.0,91.56634063039748,0.22453703703703703,0.0
50.0,16.666666666666664,33.33333333333333,1.05,660.5940000005756,0.3194444444444445,99.51388888888889,-259800406,0.0,765.0,67.8609888192955,0.16666666666666669,0.0
50.0,20.0,30.0,1.05,617.8190000005756,0.3194444444444445,99.59722222222223,2100875634,0.0,765.0,34.597909553863474,0.08333333333333334,0.0
50.0,25.0,25.0,1.05,652.8170000005756,0.3194444444444445,99.5162037037037,434214996,0.0,765.0,67.88593918181397,0.16435185185185186,0.0
50.0,22.22222222222222,27.77777777777778,1.05,668.8860000005756,0.3194444444444445,99.51388888888889,-1820120702,0.0,765.0,69.96320840618148,0.16666666666666669,0.0
50.0,8.333333333333332,41.66666666666667,1.05,610.0240000005756,0.3194444444444445,99.57638888888889,1687910734,0.0,765.0,42.154959859957906,0.10416666666666667,0.0
50.0,25.0,25.0,1.05,669.2000000005756,0.3194444444444445,99.41898148148148,-1300282508,0.0,765.0,106.28007549432361,0.26157407407407407,0.0
50.0,16.666666666666664,33.33333333333333,1.05,638.8960000005756,0.3194444444444445,99.56712962962962,1206630121,0.0,765.0,45.83631631465263,0.11342592592592593,0.0
50.0,31.25,18.75,1.05,659.7920000005756,0.3194444444444445,99.52546296296296,1194190752,0.0,765.0,62.29584010302326,0.1550925925925926,0.0
50.0,12.5,37.5,1.05,614.7630000005756,0.3194444444444445,99.6111111111111,-159464706,0.0,765.0,28.372508934482163,0.06944444444444445,0.0
50.0,16.666666666666664,33.33333333333333,1.05,608.2130000005756,0.3194444444444445,99.64120370370371,-2078064242,0.0,765.0,15.029126109393532,0.03935185185185185,0.0
50.0,16.666666666666664,33.33333333333333,1.05,622.5490000005756,0.3194444444444445,99.57870370370371,1058259187,0.0,765.0,41.46531300432155,0.10185185185185185,0.0
50.0,18.75,31.25,1.05,653.1190000005756,0.3194444444444445,99.5162037037037,1193879717,0.0,765.0,66.81644915788415,0.16435185185185186,0.0
50.0,10.0,40.0,1.5,612.7810000005755,0.3194444444444445,99.6087962962963,-586672547,0.0,765.0,28.346668196885858,0.07175925925925926,0.0
50.0,20.0,30.0,1.6,618.2700000005756,0.3194444444444445,99.59027777777779,662576849,0.0,765.0,36.45019616494574,0.09027777777777778,0.0
50.0,10.0,40.0,1.6,612.7290000005756,0.3194444444444445,99.5949074074074,-922587767,0.0,765.0,35.01925401852159,0.08564814814814815,0.0
50.0,33.33333333333333,16.666666666666664,1.5,610.1090000005756,0.3194444444444445,99.64120370370371,-305984789,0.0,765.0,15.273360299226528,0.03935185185185185,0.0
50.0,20.0,30.0,1.6,630.3580000005757,0.3194444444444445,99.56944444444444,-1167406112,0.0,765.0,46.03255465407343,0.1111111111111111,0.0
50.0,8.333333333333332,41.66666666666667,1.6,612.6270000005755,0.3194444444444445,99.58333333333333,1526739728,0.0,765.0,39.03712763084577,0.09722222222222222,0.0
50.0,16.666666666666664,33.33333333333333,1.85,662.9270000005756,0.3194444444444445,99.51157407407408,1446887660,0.0,765.0,69.47187186574904,0.16898148148148148,0.0
50.0,12.5,37.5,1.5,610.8790000005756,0.3194444444444445,99.59722222222223,1732851539,0.0,765.0,32.98716057026715,0.08333333333333334,0.0
50.0,14.285714285714285,35.714285714285715,1.5,647.6020000005756,0.3194444444444445,99.55324074074075,-1756962660,0.0,765.0,52.43370989761698,0.12731481481481483,0.0
50.0,14.285714285714285,35.714285714285715,1.5,618.2030000005756,0.3194444444444445,99.58101851851852,-469407266,0.0,765.0,40.135974751716624,0.09953703703703703,0.0
50.0,25.0,25.0,1.6,624.3350000005756,0.3194444444444445,99.58101851851852,-1128255464,0.0,765.0,40.45208405934421,0.09953703703703703,0.0
50.0,20.0,30.0,1.5,621.8870000005757,0.3194444444444445,99.58564814814815,143304314,0.0,765.0,38.07239281198599,0.09490740740740741,0.0
50.0,12.5,37.5,1.5,617.8190000005756,0.3194444444444445,99.61805555555556,854135292,0.0,765.0,26.12400488387001,0.0625,0.0
50.0,12.5,37.5,1.5,646.2550000005756,0.3194444444444445,99.55787037037037,-2052404638,0.0,765.0,50.39361228774113,0.12268518518518517,0.0
50.0,14.285714285714285,35.714285714285715,1.5,641.5300000005756,0.3194444444444445,99.54398148148148,1465884900,0.0,765.0,55.78557664621157,0.13657407407407407,0.0
50.0,16.666666666666664,33.33333333333333,1.6,657.1690000005756,0.3194444444444445,99.50231481481482,2084652794,0.0,765.0,73.1899617937381,0.17824074074074076,0.0
50.0,25.0,25.0,1.5,642.8270000005756,0.3194444444444445,99.5,-131484117,0.0,765.0,73.84194252197008,0.18055555555555555,0.0
50.0,31.25,18.75,1.85,659.4050000005756,0.3194444444444445,99.50694444444444,1159157532,0.0,765.0,71.51820925381362,0.1736111111111111,0.0
50.0,21.428571428571427,28.57142857142857,1.85,621.6190000005756,0.3194444444444445,99.54398148148148,-1730318224,0.0,765.0,56.69273694670792,0.13657407407407407,0.0
50.0,16.666666666666664,33.33333333333333,1.5,647.4530000005756,0.3194444444444445,99.50231481481482,-2114705028,0.0,765.0,72.03604320978143,0.17824074074074076,0.0
50.0,31.25,18.75,1.6,664.1860000005756,0.3194444444444445,99.51388888888889,-831319380,0.0,765.0,68.23425928183391,0.16666666666666669,0.0
50.0,16.666666666666664,33.33333333333333,1.6,641.9770000005756,0.3194444444444445,99.49305555555556,-1950599238,0.0,765.0,78.14445785776292,0.1875,0.0
50.0,16.666666666666664,33.33333333333333,1.6,609.3590000005756,0.3194444444444445,99.62962962962963,577729461,0.0,765.0,19.91402027499786,0.05092592592592592,0.0
40.0,0.0,50.0,1.6,606.4730000005756,0.3194444444444445,99.60185185185185,-2050839811,10.0,765.0,32.18040413657605,0.0787037037037037,0.0
50.0,25.0,25.0,1.6,684.2910000005757,0.3194444444444445,99.43055555555556,-1155688147,0.0,765.0,103.5508913541525,0.25,0.0
50.0,16.666666666666664,33.33333333333333,1.6,663.9130000005756,0.3194444444444445,99.50231481481482,716608616,0.0,765.0,73.03149653326396,0.17824074074074076,0.0
50.0,14.285714285714285,35.714285714285715,1.6,639.7240000005756,0.3194444444444445,99.5324074074074,1688669676,0.0,765.0,61.57813613400423,0.14814814814814814,0.0
50.0,16.666666666666664,33.33333333333333,1.6,647.1180000005756,0.3194444444444445,99.50462962962962,1120151974,0.0,765.0,73.25670264955174,0.17592592592592593,0.0
50.0,16.666666666666664,33.33333333333333,1.6,658.1470000005756,0.3194444444444445,99.50694444444444,1335256856,0.0,765.0,72.9222670267503,0.1736111111111111,0.0
50.0,27.27272727272727,22.727272727272727,1.6,667.3460000005756,0.3194444444444445,99.46527777777779,1223143650,0.0,765.0,90.11867162882442,0.2152777777777778,0.0
50.0,8.333333333333332,41.66666666666667,1.6,608.0450000005756,0.3194444444444445,99.57407407407408,2087358125,0.0,765.0,43.680351126321774,0.10648148148148148,0.0
50.0,16.666666666666664,33.33333333333333,1.6,608.2250000005756,0.3194444444444445,99.63194444444444,-811834156,0.0,765.0,19.416939576305886,0.04861111111111111,0.0
50.0,25.0,25.0,1.6,629.5240000005756,0.3194444444444445,99.5949074074074,1160664824,0.0,765.0,35.77685927256672,0.08564814814814815,0.0
50.0,16.666666666666664,33.33333333333333,1.6,609.2320000005756,0.3194444444444445,99.64120370370371,-1909470267,0.0,765.0,15.667809023762539,0.03935185185185185,0.0
50.0,12.5,37.5,1.6,646.4160000005757,0.3194444444444445,99.56018518518519,2052070705,0.0,765.0,49.208893993248324,0.12037037037037038,0.0
50.0,21.428571428571427,28.57142857142857,1.6,644.4080000005756,0.3194444444444445,99.54861111111111,-489634086,0.0,765.0,52.28973516588897,0.13194444444444445,0.0
33.33333333333333,16.666666666666664,33.33333333333333,1.6,608.8730000005756,0.3194444444444445,99.64583333333333,-1506790878,16.666666666666664,765.0,13.667809023762539,0.034722222222222224,0.0
50.0,20.0,30.0,1.6,649.0060000005756,0.3194444444444445,99.4675925925926,1302096305,0.0,765.0,87.8144212995943,0.21296296296296297,0.0
50.0,16.666666666666664,33.33333333333333,1.6,621.5730000005756,0.3194444444444445,99.56944444444444,698896553,0.0,765.0,43.35057222589622,0.1111111111111111,0.0
50.0,25.0,25.0,1.6,647.7370000005756,0.3194444444444445,99.51851851851852,-141049531,0.0,765.0,66.12835498230041,0.16203703703703703,0.0
50.0,25.0,25.0,1.6,621.2960000005756,0.3194444444444445,99.60416666666667,-1042806875,0.0,765.0,30.719968153478593,0.0763888888888889,0.0
50.0,15.0,35.0,1.6,644.2030000005756,0.3194444444444445,99.48148148148148,217573051,0.0,765.0,80.4786250472354,0.19907407407407407,0.0
44.44444444444444,16.666666666666664,33.33333333333333,1.85,650.2290000005756,0.3194444444444445,99.49537037037037,-1247855632,5.555555555555555,765.0,74.56475510604261,0.1851851851851852,0.0
50.0,20.0,30.0,1.6,623.7280000005755,0.3194444444444445,99.58333333333333,2114716288,0.0,765.0,39.63393522990618,0.09722222222222222,0.0
50.0,10.0,40.0,1.6,645.4810000005756,0.3194444444444445,99.54166666666666,161584483,0.0,765.0,57.68102994824791,0.1388888888888889,0.0
50.0,16.666666666666664,33.33333333333333,1.6,629.8770000005755,0.3194444444444445,99.57870370370371,1211312093,0.0,765.0,41.85486671988166,0.10185185185185185,0.0
50.0,8.333333333333332,41.66666666666667,1.6,612.0150000005756,0.3194444444444445,99.54398148148148,662022556,0.0,765.0,54.52492663498148,0.13657407407407407,0.0
50.0,31.25,18.75,1.6,660.7360000005756,0.3194444444444445,99.5,988374360,0.0,765.0,73.32890038843284,0.18055555555555555,0.0
45.83333333333333,25.0,25.0,1.15,669.5880000005756,0.3194444444444445,99.43287037037038,539334205,4.166666666666666,765.0,103.05462455726797,0.2476851851851852,0.0
50.0,18.75,31.25,1.35,621.7200000005756,0.3194444444444445,99.5462962962963,1378148384,0.0,765.0,53.19289725641751,0.13425925925925924,0.0
50.0,20.0,30.0,0.6,629.5890000005757,0.3194444444444445,99.57870370370371,-1207943268,0.0,765.0,40.66551955785643,0.10185185185185185,0.0
50.0,21.428571428571427,28.57142857142857,1.85,636.4170000005756,0.3194444444444445,99.53472222222223,-691920034,0.0,765.0,59.80220882283604,0.14583333333333334,0.0
50.0,16.666666666666664,33.33333333333333,1.85,612.8280000005756,0.3194444444444445,99.55092592592592,878701081,0.0,765.0,52.59406379280125,0.12962962962962962,0.0
50.0,10.0,40.0,1.6,606.7580000005756,0.3194444444444445,99.57407407407408,-1042235702,0.0,765.0,43.21601398551249,0.10648148148148148,0.0
50.0,14.285714285714285,35.714285714285715,1.85,612.9270000005756,0.3194444444444445,99.58101851851852,1343481880,0.0,765.0,39.03980923569931,0.09953703703703703,0.0
40.0,20.0,30.0,1.6,616.3780000005756,0.3194444444444445,99.61574074074075,474156330,10.0,765.0,25.83128801225174,0.06481481481481481,0.0
50.0,16.666666666666664,33.33333333333333,1.6,628.2570000005755,0.3194444444444445,99.57175925925927,-2048077086,0.0,765.0,44.57878882969111,0.1087962962962963,0.0
50.0,25.0,25.0,1.6,642.3290000005757,0.3194444444444445,99.51851851851852,-1656527621,0.0,765.0,66.11717401301979,0.16203703703703703,0.0
41.66666666666667,8.333333333333332,41.66666666666667,1.6,612.2920000005756,0.3194444444444445,99.60648148148148,2002854376,8.333333333333332,765.0,29.4674257837915,0.07407407407407407,0.0
50.0,12.5,37.5,1.6,612.2760000005756,0.3194444444444445,99.6111111111111,-1845304554,0.0,765.0,27.833282915163075,0.06944444444444445,0.0
35.714285714285715,21.428571428571427,28.57142857142857,1.6,616.3460000005756,0.3194444444444445,99.57407407407408,-1954940937,14.285714285714285,765.0,42.81548732528785,0.10648148148148148,0.0
40.0,20.0,30.0,1.6,621.9250000005756,0.3194444444444445,99.5949074074074,-1815292643,10.0,765.0,33.76578280169717,0.08564814814814815,0.0
50.0,16.666666666666664,33.33333333333333,1.6,626.0070000005755,0.3194444444444445,99.58564814814815,-1240355736,0.0,765.0,38.23393246275436,0.09490740740740741,0.0
50.0,33.33333333333333,16.666666666666664,1.6,627.2600000005756,0.3194444444444445,99.55092592592592,4666224,0.0,765.0,53.24626308947808,0.12962962962962962,0.0
50.0,8.333333333333332,41.66666666666667,1.6,612.4640000005757,0.3194444444444445,99.5949074074074,2034799412,0.0,765.0,34.71615149485006,0.08564814814814815,0.0
50.0,12.5,37.5,1.85,621.3140000005756,0.3194444444444445,99.60648148148148,1238941933,0.0,765.0,30.296280357229158,0.07407407407407407,0.0
50.0,14.285714285714285,35.714285714285715,1.6,632.3000000005756,0.3194444444444445,99.51851851851852,1464946071,0.0,765.0,64.88072408445723,0.16203703703703703,0.0
50.0,21.428571428571427,28.57142857142857,1.6,617.0230000005756,0.3194444444444445,99.53472222222223,-2039617586,0.0,765.0,59.50606748161965,0.14583333333333334,0.0
50.0,16.666666666666664,33.33333333333333,1.6,612.7720000005756,0.3194444444444445,99.55555555555556,766803080,0.0,765.0,50.033931526620066,0.125,0.0
50.0,16.666666666666664,33.33333333333333,1.6,616.0460000005756,0.3194444444444445,99.61574074074075,100861068,0.0,765.0,24.554680250769195,0.06481481481481481,0.0
50.0,15.0,35.0,1.6,663.9560000005756,0.3194444444444445,99.49305555555556,527692768,0.0,765.0,77.1847306009889,0.1875,0.0
50.0,16.666666666666664,33.33333333333333,1.6,608.2020000005756,0.3194444444444445,99.64814814814815,-1397908267,0.0,765.0,12.93010659580075,0.032407407407407406,0.0
50.0,15.0,35.0,1.85,668.9160000005757,0.3194444444444445,99.4837962962963,1523980745,0.0,765.0,80.42729348657093,0.19675925925925924,0.0
50.0,12.5,37.5,1.85,618.3140000005756,0.3194444444444445,99.60416666666667,1299403367,0.0,765.0,29.939845057903696,0.0763888888888889,0.0
