brachiation,climb,descent,energyExpenditure,energyIntake,feedingBudget,restingBudget,seed,sway,totalEnergyIntake,travelDistance,travellingBudget,walk
50.0,10.0,40.0,611.2850000005756,3.5,0.5069444444444444,99.39351851851852,2028190214,0.0,765.0,39.191643702597034,0.09953703703703703,0.0
50.0,16.666666666666664,33.33333333333333,641.9090000005756,3.5,0.5069444444444444,99.36111111111111,1467642872,0.0,765.0,54.097632115969546,0.13194444444444445,0.0
50.0,25.0,25.0,659.0460000005756,3.5,0.5069444444444444,99.25231481481481,1894083603,0.0,765.0,96.69990825949999,0.24074074074074076,0.0
50.0,31.25,18.75,659.7770000005756,3.5,0.5069444444444444,99.3125,-1375906769,0.0,765.0,74.45429940672388,0.18055555555555555,0.0
50.0,10.0,40.0,607.4190000005756,3.5,0.5069444444444444,99.4050925925926,-1073115440,0.0,765.0,36.504848580809615,0.08796296296296297,0.0
50.0,16.666666666666664,33.33333333333333,622.7590000005756,3.5,0.5069444444444444,99.375,-1770810047,0.0,765.0,46.81627915383536,0.11805555555555555,0.0
50.0,21.428571428571427,28.57142857142857,641.8120000005756,3.5,0.5069444444444444,99.34722222222221,-606462619,0.0,765.0,58.47566732504278,0.14583333333333334,0.0
50.0,20.0,30.0,614.4420000005756,3.5,0.5069444444444444,99.42361111111111,1778705985,0.0,765.0,26.82185792359355,0.06944444444444445,0.0
50.0,16.666666666666664,33.33333333333333,612.9070000005756,3.5,0.5069444444444444,99.36342592592592,1680985383,0.0,765.0,52.00170464555485,0.12962962962962962,0.0
50.0,16.666666666666664,33.33333333333333,611.2190000005756,3.5,0.5069444444444444,99.44907407407408,759939577,0.0,765.0,17.001174407666223,0.04398148148148148,0.0
50.0,14.285714285714285,35.714285714285715,626.3200000005756,3.5,0.5069444444444444,99.39351851851852,-1817755533,0.0,765.0,38.794329142840276,0.09953703703703703,0.0
50.0,7.142857142857142,42.857142857142854,642.3660000005756,3.5,0.5069444444444444,99.32638888888889,-975327649,0.0,765.0,69.1238975388245,0.16666666666666669,0.0
41.66666666666667,16.666666666666664,33.33333333333333,613.0320000005756,3.5,0.5069444444444444,99.375,1007864608,8.333333333333332,765.0,48.56661229190056,0.11805555555555555,0.0
50.0,20.0,30.0,613.4460000005756,3.5,0.5069444444444444,99.40277777777777,396233307,0.0,765.0,36.67809609846485,0.09027777777777778,0.0
50.0,12.5,37.5,617.8190000005756,3.5,0.5069444444444444,99.43055555555556,1239310938,0.0,765.0,26.12400488387001,0.0625,0.0
50.0,15.0,35.0,648.0370000005756,3.5,0.5069444444444444,99.30092592592594,-163674821,0.0,765.0,77.73972026304364,0.19212962962962965,0.0
50.0,12.5,37.5,623.8190000005756,3.5,0.5069444444444444,99.37037037037038,1524775681,0.0,765.0,48.300272917708824,0.12268518518518517,0.0
50.0,16.666666666666664,33.33333333333333,612.0080000005756,3.5,0.5069444444444444,99.38425925925925,-1918972548,0.0,765.0,42.918240130165756,0.1087962962962963,0.0
50.0,16.666666666666664,33.33333333333333,644.8980000005756,3.5,0.5069444444444444,99.37731481481481,641188089,0.0,765.0,47.506189656880636,0.11574074074074073,0.0
50.0,25.0,25.0,628.2940000005756,3.5,0.5069444444444444,99.34722222222221,1833518171,0.0,765.0,60.60375456157133,0.14583333333333334,0.0
50.0,30.0,20.0,627.8170000005756,3.5,0.5069444444444444,99.37962962962963,-2077150879,0.0,765.0,46.73794303292275,0.11342592592592593,0.0
50.0,14.285714285714285,35.714285714285715,643.9730000005756,3.5,0.5069444444444444,99.36574074074073,2025112385,0.0,765.0,49.973245711088154,0.12731481481481483,0.0
50.0,21.428571428571427,28.57142857142857,631.0510000005756,3.5,0.5069444444444444,99.36342592592592,539897719,0.0,765.0,53.31506680417255,0.12962962962962962,0.0
50.0,10.0,40.0,611.1180000005756,3.5,0.5069444444444444,99.40046296296296,540348796,0.0,765.0,37.12057589073156,0.0925925925925926,0.0
50.0,31.25,18.75,656.7770000005756,3.5,0.5069444444444444,99.34490740740742,2092862812,0.0,765.0,60.573746603778666,0.14814814814814814,0.0
50.0,16.666666666666664,33.33333333333333,612.6580000005756,3.5,0.5069444444444444,99.35416666666667,-1899679010,0.0,765.0,56.473840600554425,0.1388888888888889,0.0
50.0,18.75,31.25,657.7110000005756,3.5,0.5069444444444444,99.35648148148148,532523094,0.0,765.0,55.959076268571955,0.13657407407407407,0.0
50.0,25.0,25.0,641.3330000005756,3.5,0.5069444444444444,99.34953703703704,-1367078605,0.0,765.0,56.85215645916803,0.14351851851851852,0.0
50.0,18.75,31.25,648.1830000005756,3.5,0.5069444444444444,99.34490740740742,-1128406120,0.0,765.0,60.38378326700257,0.14814814814814814,0.0
50.0,25.0,25.0,632.0430000005756,3.5,0.5069444444444444,99.36111111111111,-2080953631,0.0,765.0,52.76569747765527,0.13194444444444445,0.0
50.0,21.428571428571427,28.57142857142857,612.9380000005756,3.5,0.5069444444444444,99.3425925925926,-1440146682,0.0,765.0,61.57588634396171,0.15046296296296297,0.0
41.66666666666667,16.666666666666664,33.33333333333333,621.7480000005756,3.5,0.5069444444444444,99.39583333333334,648655393,8.333333333333332,765.0,39.91045244272825,0.09722222222222222,0.0
50.0,21.428571428571427,28.57142857142857,635.5510000005756,3.5,0.5069444444444444,99.36342592592592,1579295416,0.0,765.0,52.04791461047697,0.12962962962962962,0.0
50.0,15.0,35.0,650.6860000005756,3.5,0.5069444444444444,99.30324074074073,-910172737,0.0,765.0,76.68961913166831,0.18981481481481483,0.0
50.0,16.666666666666664,33.33333333333333,612.9880000005757,3.5,0.5069444444444444,99.37962962962963,-2069194224,0.0,765.0,45.97139833784592,0.11342592592592593,0.0
50.0,14.285714285714285,35.714285714285715,617.2850000005756,3.5,0.5069444444444444,99.36805555555556,-1694178672,0.0,765.0,51.63732990686923,0.125,0.0
50.0,16.666666666666664,33.33333333333333,623.2170000005756,3.5,0.5069444444444444,99.375,1256509006,0.0,765.0,47.873756234991575,0.11805555555555555,0.0
50.0,14.285714285714285,35.714285714285715,640.1720000005756,3.5,0.5069444444444444,99.35879629629629,-1278991710,0.0,765.0,54.891877273583134,0.13425925925925924,0.0
50.0,16.666666666666664,33.33333333333333,641.3790000005756,3.5,0.5069444444444444,99.37037037037038,-411398387,0.0,765.0,49.54950866871177,0.12268518518518517,0.0
50.0,16.666666666666664,33.33333333333333,646.8030000005756,3.5,0.5069444444444444,99.34027777777777,280343399,0.0,765.0,63.70304728617953,0.1527777777777778,0.0
50.0,10.0,40.0,612.1440000005756,3.5,0.5069444444444444,99.42129629629629,-857677828,0.0,765.0,28.60493430512182,0.07175925925925926,0.0
50.0,16.666666666666664,33.33333333333333,606.9720000005756,3.5,0.5069444444444444,99.44907407407408,999037188,0.0,765.0,17.7403562717074,0.04398148148148148,0.0
50.0,25.0,25.0,679.9910000005756,3.5,0.5069444444444444,99.25,-629573469,0.0,765.0,99.46927294288625,0.24305555555555555,0.0
50.0,20.0,30.0,620.8730000005756,3.5,0.5069444444444444,99.40046296296296,-359278138,0.0,765.0,38.12752873900745,0.0925925925925926,0.0
50.0,16.666666666666664,33.33333333333333,618.8820000005755,3.5,0.5069444444444444,99.38194444444444,-2107208189,0.0,765.0,44.790048615517065,0.1111111111111111,0.0
50.0,21.428571428571427,28.57142857142857,641.1760000005756,3.5,0.5069444444444444,99.35185185185185,-907696019,0.0,765.0,58.44975380856243,0.1412037037037037,0.0
50.0,16.666666666666664,33.33333333333333,655.9040000005756,3.5,0.5069444444444444,99.30787037037037,257939327,0.0,765.0,75.74082871539363,0.1851851851851852,0.0
50.0,20.0,30.0,621.4520000005756,3.5,0.5069444444444444,99.39583333333334,-2065527337,0.0,765.0,38.759500560999186,0.09722222222222222,0.0
50.0,14.285714285714285,35.714285714285715,613.8940000005756,3.5,0.5069444444444444,99.39583333333334,-1096280324,0.0,765.0,38.52291008029089,0.09722222222222222,0.0
40.0,20.0,30.0,611.8120000005756,3.5,0.5069444444444444,99.39814814814815,-1621274855,10.0,765.0,38.51502461526758,0.09490740740740741,0.0
50.0,25.0,25.0,654.2830000005756,3.5,0.5069444444444444,99.35416666666667,841557721,0.0,765.0,56.473236438495654,0.1388888888888889,0.0
50.0,20.833333333333336,29.166666666666668,661.9160000005757,3.5,0.5069444444444444,99.26851851851852,-2045000310,0.0,765.0,91.99801412095273,0.22453703703703703,0.0
50.0,0.0,50.0,605.9670000005756,3.5,0.5069444444444444,99.43055555555556,2140154490,0.0,765.0,25.171306656857446,0.0625,0.0
50.0,22.22222222222222,27.77777777777778,645.9530000005756,3.5,0.5069444444444444,99.30324074074073,-1868583720,0.0,765.0,77.67661233162679,0.18981481481481483,0.0
50.0,16.666666666666664,33.33333333333333,612.7300000005756,3.5,0.5069444444444444,99.36574074074073,251096046,0.0,765.0,51.403414824584274,0.12731481481481483,0.0
37.5,0.0,50.0,606.0920000005756,3.5,0.5069444444444444,99.41435185185186,466974851,12.5,765.0,32.91111555009465,0.0787037037037037,0.0
50.0,10.0,40.0,608.9830000005755,3.5,0.5069444444444444,99.41203703703704,1189626456,0.0,765.0,33.40737463435724,0.08101851851851852,0.0
50.0,20.0,30.0,622.2580000005756,3.5,0.5069444444444444,99.32638888888889,1052114468,0.0,765.0,66.23239869324202,0.16666666666666669,0.0
50.0,30.0,20.0,614.8180000005756,3.5,0.5069444444444444,99.39351851851852,-838801230,0.0,765.0,38.769550772227596,0.09953703703703703,0.0
50.0,16.666666666666664,33.33333333333333,657.7950000005756,3.5,0.5069444444444444,99.31018518518519,-1628843755,0.0,765.0,77.07240146628641,0.18287037037037038,0.0
50.0,15.0,35.0,651.9380000005756,3.5,0.5069444444444444,99.29398148148148,1461521606,0.0,765.0,81.52214178288402,0.19907407407407407,0.0
50.0,14.285714285714285,35.714285714285715,635.5960000005756,3.5,0.5069444444444444,99.34027777777777,350604264,0.0,765.0,63.07778531229786,0.1527777777777778,0.0
47.05882352941176,17.647058823529413,29.411764705882355,644.2360000005756,3.5,0.5069444444444444,99.33101851851852,944046986,5.88235294117647,765.0,66.28813872824031,0.16203703703703703,0.0
50.0,29.166666666666668,20.833333333333336,684.9050000005756,3.5,0.5069444444444444,99.23842592592592,-791942405,0.0,765.0,105.9870746555008,0.25462962962962965,0.0
50.0,16.666666666666664,33.33333333333333,643.9720000005756,3.5,0.5069444444444444,99.30787037037037,562553441,0.0,765.0,75.96433672547394,0.1851851851851852,0.0
50.0,16.666666666666664,33.33333333333333,608.7970000005756,3.5,0.5069444444444444,99.44675925925925,494540951,0.0,765.0,18.070933261195385,0.0462962962962963,0.0
50.0,25.0,25.0,644.3610000005756,3.5,0.5069444444444444,99.35185185185185,-1701925892,0.0,765.0,56.75678018044382,0.1412037037037037,0.0
50.0,20.0,30.0,629.6180000005756,3.5,0.5069444444444444,99.39351851851852,-1098350328,0.0,765.0,39.552561931490985,0.09953703703703703,0.0
50.0,16.666666666666664,33.33333333333333,612.6780000005756,3.5,0.5069444444444444,99.35416666666667,762627188,0.0,765.0,56.09019198839182,0.1388888888888889,0.0
50.0,25.0,25.0,649.3560000005756,2.5,0.7083333333333333,99.12731481481481,1211050979,0.0,765.0,67.01384635511172,0.16435185185185186,0.0
50.0,10.0,40.0,611.5550000005755,3.5,0.5069444444444444,99.37962962962963,523303933,0.0,765.0,45.35845536161098,0.11342592592592593,0.0
50.0,31.25,18.75,659.3350000005756,3.5,0.5069444444444444,99.33333333333333,-241874354,0.0,765.0,65.51655715502243,0.15972222222222224,0.0
50.0,21.428571428571427,28.57142857142857,640.5220000005756,3.5,0.5069444444444444,99.35185185185185,-896748463,0.0,765.0,57.401993629083634,0.1412037037037037,0.0
50.0,25.0,25.0,617.6330000005756,3.5,0.5069444444444444,99.32638888888889,-830905557,0.0,765.0,68.10839274866228,0.16666666666666669,0.0
50.0,21.428571428571427,28.57142857142857,617.0000000005756,3.5,0.5069444444444444,99.38425925925925,1402009317,0.0,765.0,44.446863830739545,0.1087962962962963,0.0
50.0,10.0,40.0,604.9110000005755,3.5,0.5069444444444444,99.37962962962963,-1814966009,0.0,765.0,46.18447584932118,0.11342592592592593,0.0
50.0,16.666666666666664,33.33333333333333,606.6090000005756,3.5,0.5069444444444444,99.44444444444444,-1281372532,0.0,765.0,18.501434270608414,0.04861111111111111,0.0
50.0,22.22222222222222,27.77777777777778,649.5600000005757,3.5,0.5069444444444444,99.30787037037037,-1804793881,0.0,765.0,76.12357641877789,0.1851851851851852,0.0
50.0,16.666666666666664,33.33333333333333,625.4140000005756,3.5,0.5069444444444444,99.38657407407408,-2062124495,0.0,765.0,42.69991143796079,0.10648148148148148,0.0
50.0,20.0,30.0,615.3590000005756,3.5,0.5069444444444444,99.40046296296296,-396325338,0.0,765.0,36.952321032934385,0.0925925925925926,0.0
45.0,10.0,40.0,641.6830000005756,3.5,0.5069444444444444,99.31481481481481,1498496750,5.0,765.0,73.58259848631097,0.17824074074074076,0.0
50.0,20.0,30.0,630.6390000005756,3.5,0.5069444444444444,99.38194444444444,-1247359640,0.0,765.0,44.76893149879082,0.1111111111111111,0.0
50.0,16.666666666666664,33.33333333333333,637.4170000005756,3.5,0.5069444444444444,99.375,-1976534909,0.0,765.0,47.943557651325534,0.11805555555555555,0.0
50.0,22.22222222222222,27.77777777777778,637.5100000005756,3.5,0.5069444444444444,99.33564814814815,-1389313235,0.0,765.0,63.86172642202991,0.1574074074074074,0.0
50.0,25.0,25.0,659.8470000005756,3.5,0.5069444444444444,99.33564814814815,357819337,0.0,765.0,66.09190936860577,0.1574074074074074,0.0
41.66666666666667,16.666666666666664,33.33333333333333,616.4170000005756,2.0,0.8888888888888888,99.00694444444444,405912879,8.333333333333332,765.0,42.569559920431004,0.10416666666666667,0.0
50.0,20.0,30.0,614.7100000005756,3.5,0.5069444444444444,99.39814814814815,-1943457494,0.0,765.0,38.213162058245224,0.09490740740740741,0.0
50.0,16.666666666666664,33.33333333333333,629.7980000005756,3.5,0.5069444444444444,99.35648148148148,-2002625807,0.0,765.0,55.13979823747199,0.13657407407407407,0.0
50.0,23.076923076923077,26.923076923076923,691.0330000005756,3.5,0.5069444444444444,99.22916666666667,-1156399599,0.0,765.0,108.12751423365691,0.2638888888888889,0.0
50.0,25.0,25.0,649.2310000005756,3.5,0.5069444444444444,99.33101851851852,-14580105,0.0,765.0,66.86089991714582,0.16203703703703703,0.0
50.0,14.285714285714285,35.714285714285715,639.4490000005756,3.5,0.5069444444444444,99.36111111111111,-655431301,0.0,765.0,55.08955450906208,0.13194444444444445,0.0
47.05882352941176,29.411764705882355,17.647058823529413,660.1920000005756,2.0,0.8888888888888888,98.93287037037038,873017969,5.88235294117647,765.0,74.01451918528491,0.17824074074074076,0.0
50.0,21.428571428571427,28.57142857142857,627.3050000005755,3.5,0.5069444444444444,99.36574074074073,-429777408,0.0,765.0,52.889321706870284,0.12731481481481483,0.0
50.0,20.0,30.0,622.2940000005756,3.5,0.5069444444444444,99.4050925925926,-1158310153,0.0,765.0,35.39339477882976,0.08796296296296297,0.0
50.0,11.11111111111111,38.88888888888889,631.1550000005756,2.0,0.8888888888888888,98.93055555555556,566246911,0.0,765.0,75.69210335954277,0.18055555555555555,0.0
50.0,16.666666666666664,33.33333333333333,656.4050000005756,3.5,0.5069444444444444,99.31944444444444,-1933283355,0.0,765.0,71.02595888776163,0.1736111111111111,0.0
50.0,31.25,18.75,660.2990000005756,3.5,0.5069444444444444,99.3425925925926,2055429746,0.0,765.0,61.00116160215179,0.15046296296296297,0.0
50.0,25.0,25.0,676.9860000005756,2.0,0.8888888888888888,98.8425925925926,1282513189,0.0,765.0,110.68285532855155,0.2685185185185185,0.0
50.0,22.22222222222222,27.77777777777778,647.8770000005757,3.5,0.5069444444444444,99.31944444444444,20166207,0.0,765.0,70.89634882609144,0.1736111111111111,0.0
50.0,18.75,31.25,642.3070000005756,3.5,0.5069444444444444,99.32638888888889,490152129,0.0,765.0,68.24646855763999,0.16666666666666669,0.0
43.75,18.75,31.25,637.1790000005756,3.5,0.5069444444444444,99.33564814814815,-167842358,6.25,765.0,65.03533255836224,0.1574074074074074,0.0
50.0,21.428571428571427,28.57142857142857,625.9850000005756,2.0,0.8888888888888888,98.96527777777779,-101744200,0.0,765.0,58.82160058752473,0.14583333333333334,0.0
50.0,20.0,30.0,612.2290000005756,2.0,0.8888888888888888,99.00694444444444,280134897,0.0,765.0,41.96943369252767,0.10416666666666667,0.0
50.0,12.5,37.5,611.0850000005756,2.0,0.8888888888888888,99.01851851851852,-1609990744,0.0,765.0,36.51502461526758,0.0925925925925926,0.0
41.66666666666667,16.666666666666664,33.33333333333333,629.2800000005756,2.0,0.8888888888888888,99.00925925925927,-1057825475,8.333333333333332,765.0,41.68157723089257,0.10185185185185185,0.0
50.0,20.0,30.0,618.0130000005756,2.0,0.8888888888888888,99.00462962962962,1376137904,0.0,765.0,42.68248437625945,0.10648148148148148,0.0
33.33333333333333,16.666666666666664,33.33333333333333,608.4440000005756,2.0,0.8888888888888888,99.07638888888889,-289745838,16.666666666666664,765.0,13.082022586135633,0.034722222222222224,0.0
50.0,25.0,25.0,621.7720000005756,2.0,0.8888888888888888,99.02314814814814,-454423534,0.0,765.0,35.20680113398373,0.08796296296296297,0.0
50.0,20.0,30.0,616.3250000005756,2.0,0.8888888888888888,99.02083333333334,1995651138,0.0,765.0,38.09308860975936,0.09027777777777778,0.0
50.0,25.0,25.0,618.4460000005756,2.0,0.8888888888888888,98.93981481481482,1472864042,0.0,765.0,69.51151698609513,0.1712962962962963,0.0
50.0,31.25,18.75,659.4860000005756,2.0,0.8888888888888888,98.9537037037037,812820837,0.0,765.0,64.95798947525259,0.1574074074074074,0.0
50.0,18.75,31.25,654.2410000005756,2.0,0.8888888888888888,98.96064814814814,116376887,0.0,765.0,61.49802854579077,0.15046296296296297,0.0
50.0,18.75,31.25,624.5280000005756,2.0,0.8888888888888888,99.0,-1180606462,0.0,765.0,45.27287787955444,0.1111111111111111,0.0
50.0,25.0,25.0,639.9860000005756,2.0,0.8888888888888888,98.97222222222221,-1736616239,0.0,765.0,55.43415645562159,0.1388888888888889,0.0
50.0,31.25,18.75,660.7290000005756,2.0,0.8888888888888888,98.94907407407408,-1012594507,0.0,765.0,65.24380228927107,0.16203703703703703,0.0
50.0,16.666666666666664,33.33333333333333,649.1920000005756,2.0,0.8888888888888888,98.87962962962963,-1225471402,0.0,765.0,95.09970420162814,0.23148148148148145,0.0
50.0,16.666666666666664,33.33333333333333,630.5200000005756,2.0,0.8888888888888888,98.97453703703704,-2021224252,0.0,765.0,56.22376707826425,0.13657407407407407,0.0
50.0,16.666666666666664,33.33333333333333,675.8080000005756,2.0,0.8888888888888888,98.9074074074074,264899970,0.0,765.0,84.59616372053434,0.2037037037037037,0.0
50.0,21.428571428571427,28.57142857142857,626.2090000005757,2.0,0.8888888888888888,98.94444444444444,-1414999889,0.0,765.0,67.3986799539618,0.16666666666666669,0.0
50.0,16.666666666666664,33.33333333333333,643.6580000005756,2.0,0.8888888888888888,98.98611111111111,935113551,0.0,765.0,50.300150367023605,0.125,0.0
50.0,23.076923076923077,26.923076923076923,675.6510000005756,2.0,0.8888888888888888,98.84027777777777,1647728927,0.0,765.0,109.90652050054697,0.27083333333333337,0.0
50.0,31.25,18.75,661.0900000005756,2.0,0.8888888888888888,98.93518518518518,-1795389326,0.0,765.0,71.56886853538413,0.17592592592592593,0.0
50.0,7.142857142857142,42.857142857142854,631.9770000005756,2.0,0.8888888888888888,98.96064814814814,-1486271130,0.0,765.0,62.86178505186261,0.15046296296296297,0.0
50.0,16.666666666666664,33.33333333333333,660.3070000005756,2.0,0.8888888888888888,98.93055555555556,2048011446,0.0,765.0,72.91269414032571,0.18055555555555555,0.0
42.857142857142854,14.285714285714285,35.714285714285715,628.1390000005756,2.0,0.8888888888888888,98.99305555555556,358959089,7.142857142857142,765.0,45.83338673999031,0.11805555555555555,0.0
50.0,18.75,31.25,658.4080000005756,2.0,0.8888888888888888,98.96296296296296,-1981180299,0.0,765.0,61.79443616029166,0.14814814814814814,0.0
50.0,27.77777777777778,22.22222222222222,659.3510000005756,2.0,0.8888888888888888,98.92592592592592,931311031,0.0,765.0,76.61657706689225,0.1851851851851852,0.0
50.0,31.25,18.75,660.7790000005756,2.0,0.8888888888888888,98.95601851851852,-2068161564,0.0,765.0,63.172734477405605,0.1550925925925926,0.0
50.0,12.5,37.5,618.4620000005756,2.0,0.8888888888888888,99.0324074074074,-1398018142,0.0,765.0,30.385632145614494,0.0787037037037037,0.0
50.0,18.75,31.25,648.1010000005756,2.0,0.8888888888888888,98.93981481481482,-1643982070,0.0,765.0,68.65115482477108,0.1712962962962963,0.0
50.0,10.0,40.0,611.5620000005756,2.0,0.8888888888888888,99.03935185185185,-980609617,0.0,765.0,28.12151036536266,0.07175925925925926,0.0
50.0,12.5,37.5,611.9010000005756,2.0,0.8888888888888888,99.04398148148148,1304869649,0.0,765.0,26.849782083427243,0.06712962962962962,0.0
50.0,25.0,25.0,628.0460000005756,2.0,0.8888888888888888,98.9212962962963,842223376,0.0,765.0,78.14203628326871,0.18981481481481483,0.0
50.0,25.0,25.0,636.1190000005756,2.0,0.8888888888888888,98.9699074074074,92147894,0.0,765.0,56.914700922775324,0.1412037037037037,0.0
50.0,14.285714285714285,35.714285714285715,645.1640000005756,2.0,0.8888888888888888,98.97222222222221,664253235,0.0,765.0,58.08955450906208,0.1388888888888889,0.0
50.0,25.0,25.0,618.5780000005756,2.0,0.8888888888888888,99.02314814814814,968941542,0.0,765.0,36.08546719042422,0.08796296296296297,0.0
50.0,21.428571428571427,28.57142857142857,648.0990000005756,2.0,0.8888888888888888,98.9537037037037,882617853,0.0,765.0,64.75083662641372,0.1574074074074074,0.0
50.0,12.5,37.5,649.8700000005756,2.0,0.8888888888888888,98.99074074074075,-1122522383,0.0,765.0,49.37152835526855,0.12037037037037038,0.0
50.0,20.0,30.0,622.2510000005756,2.0,0.8888888888888888,99.00694444444444,1465012531,0.0,765.0,41.23746512566544,0.10416666666666667,0.0
50.0,12.5,37.5,636.5860000005756,2.0,0.8888888888888888,98.93055555555556,-949388294,0.0,765.0,74.92858068164199,0.18055555555555555,0.0
50.0,27.77777777777778,22.22222222222222,635.1940000005756,2.0,0.8888888888888888,98.89583333333334,-2044790487,0.0,765.0,88.01304644657183,0.2152777777777778,0.0
