brachiation,climb,descent,energyExpenditure,energyGain,feedingBudget,restingBudget,seed,sway,totalEnergyIntake,travelDistance,travellingBudget,walk
48.92086330935252,24.653447973328653,25.302684681523075,15567.694000000574,30.0,0.16203703703703703,42.692129629629626,-612750428,1.1230040357957538,420.0,22947.79477886006,57.14583333333333,0.0
48.95922931360743,24.53122312059178,25.442972647514196,15309.703000000569,30.0,0.16203703703703703,42.48148148148148,250949699,1.0665749182865991,420.0,23028.77613312392,57.35648148148148,0.0
49.06288316692941,24.96058854440357,24.995620949378175,15787.558000000567,30.0,0.16203703703703703,42.70601851851852,809552067,0.9809073392888421,420.0,22953.268953124116,57.13194444444445,0.0
49.169323712032224,24.685349890921295,25.289478100352408,16479.689000000555,30.0,0.16203703703703703,40.05555555555556,991419775,0.8558482966940761,420.0,24025.714870894088,59.78240740740741,0.0
48.79600963192294,24.939800481596148,25.00859993120055,15879.994000000623,30.0,0.16203703703703703,41.77546296296296,-1137307386,1.2555899552803578,420.0,23313.98094790385,58.06249999999999,0.0
48.788451623990376,24.815260354012718,25.158962020965802,15859.883000000582,30.0,0.16203703703703703,41.51851851851852,551904562,1.237326001031105,420.0,23421.705791318214,58.31944444444444,0.0
48.762127801940444,25.00836400133824,24.97490799598528,16336.83700000059,30.0,0.16203703703703703,40.86574074074074,1006764520,1.2546002007360322,420.0,23664.789098391873,58.97222222222223,0.0
48.360789430761706,24.531071603327355,25.44446256728103,16814.130000000612,30.0,0.16203703703703703,39.81944444444444,1815999905,1.6636763986299135,420.0,24101.982682975704,60.01851851851852,0.0
48.73657612128869,24.368288060644346,25.615919140871764,17549.815000000628,30.0,0.16203703703703703,36.77314814814815,-1961346869,1.279216677195199,420.0,25312.417852993025,63.06481481481482,0.0
48.71393812999653,24.887035106013208,25.078206465067783,15682.9480000006,30.0,0.16203703703703703,42.37731481481482,-951714568,1.3208202989224886,420.0,23073.196846666877,57.46064814814815,0.0
48.85934431182958,24.928236893790604,25.04910107266959,18034.06400000059,30.0,0.16203703703703703,33.914351851851855,-1056055688,1.1633177217102282,420.0,26483.18833454343,65.92361111111111,0.0
48.876204067070994,24.616482340349624,25.365679628968962,15524.2490000006,30.0,0.16203703703703703,43.201388888888886,-1391784561,1.1416339636104174,420.0,22786.85494786729,56.636574074074076,0.0
48.777219430485765,25.025125628140703,24.958123953098827,16193.38700000059,30.0,0.16203703703703703,40.82175925925926,125838743,1.2395309882747068,420.0,23721.458475147243,59.01620370370371,0.0
48.40764331210191,25.046834020232296,24.953165979767704,14379.365000000598,30.0,0.16203703703703703,47.70601851851852,967088209,1.5923566878980893,420.0,20886.3996177865,52.13194444444444,0.0
48.768637962807844,24.979058468755237,25.01256491874686,16367.69100000065,30.0,0.16203703703703703,40.9537037037037,-1247652645,1.2397386496900653,420.0,23652.104604149565,58.88425925925927,0.0
48.653142667110075,24.775523777851678,25.191220485533755,16614.49900000056,30.0,0.16203703703703703,39.504629629629626,-1630323356,1.3801130695044894,420.0,24229.36231369164,60.333333333333336,0.0
48.52604464796795,24.51345163136806,25.45792787635947,19433.16700000061,30.0,0.16203703703703703,29.400462962962965,1935671630,1.502575844304522,420.0,28272.258963084678,70.4375,0.0
48.847532866655285,24.722554208639234,25.268908997780432,16327.28400000061,30.0,0.16203703703703703,41.067129629629626,1305877438,1.161003926925047,420.0,23616.15044329306,58.770833333333336,0.0
48.62904652396957,24.889439235803998,25.08402618078896,15574.042000000632,30.0,0.16203703703703703,42.648148148148145,-770893871,1.3974880594374668,420.0,22972.0206611198,57.18981481481481,0.0
