brachiation,climb,climbSpeed,descent,energyExpenditure,feedingBudget,restingBudget,seed,sway,totalEnergyIntake,travelDistance,travellingBudget,walk
50.0,16.666666666666664,1.6,33.33333333333333,654.1960000005756,0.3194444444444445,99.50231481481482,-2003305968,0.0,765.0,73.33239437945035,0.17824074074074076,0.0
50.0,27.77777777777778,1.6,22.22222222222222,661.4090000005756,0.3194444444444445,99.48842592592592,69573926,0.0,765.0,78.48091836069918,0.19212962962962965,0.0
50.0,16.666666666666664,1.6,33.33333333333333,621.9930000005756,0.3194444444444445,99.57175925925927,-899243607,0.0,765.0,44.73193596855379,0.1087962962962963,0.0
50.0,16.666666666666664,1.6,33.33333333333333,607.3020000005756,0.3194444444444445,99.64351851851852,2105587463,0.0,765.0,14.05321222141841,0.037037037037037035,0.0
50.0,20.0,1.6,30.0,613.3550000005756,0.3194444444444445,99.58333333333333,-874436110,0.0,765.0,40.365240148753834,0.09722222222222222,0.0
50.0,30.0,1.6,20.0,614.8100000005755,0.3194444444444445,99.56944444444444,1928205541,0.0,765.0,46.53161490190796,0.1111111111111111,0.0
50.0,28.57142857142857,1.6,21.428571428571427,624.9940000005756,0.3194444444444445,99.56944444444444,-1818794391,0.0,765.0,45.05083246954462,0.1111111111111111,0.0
50.0,12.5,1.6,37.5,647.0210000005756,0.3194444444444445,99.55787037037037,-799141425,0.0,765.0,51.01461141222033,0.12268518518518517,0.0
50.0,12.5,1.6,37.5,611.8500000005756,0.3194444444444445,99.62268518518519,1322644316,0.0,765.0,23.53565787126474,0.057870370370370364,0.0
50.0,16.666666666666664,2.0,33.33333333333333,630.9930000005756,0.3194444444444445,99.57175925925927,177582784,0.0,765.0,43.84939879427408,0.1087962962962963,0.0
50.0,18.75,2.0,31.25,653.6570000005756,0.3194444444444445,99.53472222222223,-1068806557,0.0,765.0,59.51967888681919,0.14583333333333334,0.0
50.0,14.285714285714285,2.0,35.714285714285715,612.8130000005756,0.3194444444444445,99.54398148148148,1763767678,0.0,765.0,54.122418869457036,0.13657407407407407,0.0
50.0,16.666666666666664,2.0,33.33333333333333,611.6950000005756,0.3194444444444445,99.59953703703704,-1688825272,0.0,765.0,32.6004537842012,0.08101851851851852,0.0
50.0,14.285714285714285,2.0,35.714285714285715,608.3140000005756,0.3194444444444445,99.55555555555556,-657984945,0.0,765.0,48.24268012233886,0.125,0.0
42.857142857142854,21.428571428571427,2.0,28.57142857142857,619.9780000005755,0.3194444444444445,99.5949074074074,237556735,7.142857142857142,765.0,35.120371740427416,0.08564814814814815,0.0
50.0,18.75,2.0,31.25,642.8050000005755,0.3194444444444445,99.5300925925926,-1264740029,0.0,765.0,61.133233206194234,0.15046296296296297,0.0
50.0,16.666666666666664,2.0,33.33333333333333,611.0240000005756,0.3194444444444445,99.64120370370371,-763619965,0.0,765.0,15.029126109393534,0.03935185185185185,0.0
50.0,18.75,2.0,31.25,641.9720000005756,0.3194444444444445,99.51388888888889,-1552148160,0.0,765.0,67.89980028311243,0.16666666666666669,0.0
50.0,25.0,2.0,25.0,654.9140000005756,0.3194444444444445,99.51851851851852,-2127100869,0.0,765.0,67.76407227988746,0.16203703703703703,0.0
50.0,25.0,2.0,25.0,656.0340000005756,0.3194444444444445,99.45833333333334,-1610039011,0.0,765.0,91.214239178877,0.2222222222222222,0.0
50.0,18.75,2.0,31.25,653.4850000005756,0.3194444444444445,99.52083333333334,1750661942,0.0,765.0,66.44428609190406,0.15972222222222224,0.0
50.0,16.666666666666664,2.0,33.33333333333333,662.6990000005756,0.3194444444444445,99.50231481481482,572576172,0.0,765.0,74.1710418747984,0.17824074074074076,0.0
50.0,18.75,2.0,31.25,655.8630000005755,0.3194444444444445,99.5324074074074,-488083976,0.0,765.0,62.12565430478825,0.14814814814814814,0.0
50.0,25.0,2.0,25.0,660.3430000005756,0.3194444444444445,99.51851851851852,-455822576,0.0,765.0,68.18420399839582,0.16203703703703703,0.0
50.0,0.0,2.0,50.0,604.9370000005756,0.3194444444444445,99.60416666666667,-1563213743,0.0,765.0,30.561912094871953,0.0763888888888889,0.0
50.0,12.5,2.0,37.5,611.3560000005756,0.3194444444444445,99.60185185185185,-1696317745,0.0,765.0,31.343451740013762,0.0787037037037037,0.0
50.0,25.0,2.0,25.0,647.4130000005756,0.3194444444444445,99.52777777777779,-966702763,0.0,765.0,61.74656108189032,0.1527777777777778,0.0
50.0,31.25,2.0,18.75,625.2480000005756,0.3194444444444445,99.47685185185186,-2097837030,0.0,765.0,82.15428319371601,0.2037037037037037,0.0
50.0,14.285714285714285,2.0,35.714285714285715,631.7090000005757,0.3194444444444445,99.51851851851852,-911664873,0.0,765.0,65.0430017446256,0.16203703703703703,0.0
45.45454545454545,13.636363636363635,2.0,36.36363636363637,638.1230000005756,0.3194444444444445,99.4837962962963,-1270452518,4.545454545454546,765.0,80.43167195066724,0.19675925925925924,0.0
50.0,16.666666666666664,2.0,33.33333333333333,613.9680000005756,0.3194444444444445,99.5949074074074,-782039562,0.0,765.0,34.250212686554306,0.08564814814814815,0.0
50.0,16.666666666666664,2.0,33.33333333333333,616.9580000005756,0.3194444444444445,99.5949074074074,174441876,0.0,765.0,33.176260469069234,0.08564814814814815,0.0
50.0,25.0,2.0,25.0,622.2690000005756,0.3194444444444445,99.5625,1371601682,0.0,765.0,47.011994052932494,0.11805555555555555,0.0
50.0,20.0,2.0,30.0,614.7110000005756,0.3194444444444445,99.57175925925927,1889475117,0.0,765.0,43.6817345484867,0.1087962962962963,0.0
50.0,21.428571428571427,2.0,28.57142857142857,629.6330000005756,0.3194444444444445,99.55555555555556,1719077506,0.0,765.0,49.25524852736786,0.125,0.0
50.0,25.0,2.0,25.0,654.3610000005756,0.3194444444444445,99.53472222222223,-1898111901,0.0,765.0,60.06812035584117,0.14583333333333334,0.0
50.0,12.5,2.0,37.5,645.8540000005756,0.3194444444444445,99.56712962962962,1627221902,0.0,765.0,47.13483460446715,0.11342592592592593,0.0
50.0,18.75,2.0,31.25,661.3580000005757,0.3194444444444445,99.52777777777779,-2089961505,0.0,765.0,62.162446768207445,0.1527777777777778,0.0
50.0,14.285714285714285,2.0,35.714285714285715,613.1120000005756,0.3194444444444445,99.52777777777779,-2063122619,0.0,765.0,61.915191688836586,0.1527777777777778,0.0
50.0,25.0,0.6,25.0,626.3350000005756,0.3194444444444445,99.59259259259258,-413341040,0.0,765.0,35.554680250769195,0.08796296296296297,0.0
50.0,14.285714285714285,0.65,35.714285714285715,632.3000000005756,0.3194444444444445,99.52083333333334,-826185602,0.0,765.0,64.88072408445723,0.15972222222222224,0.0
41.66666666666667,8.333333333333332,0.5,41.66666666666667,612.5030000005756,0.3194444444444445,99.56018518518519,1713694268,8.333333333333332,765.0,48.76558080008478,0.12037037037037038,0.0
50.0,18.75,0.5,31.25,639.6850000005757,0.3194444444444445,99.52314814814814,955750974,0.0,765.0,65.13491242880822,0.1574074074074074,0.0
50.0,21.428571428571427,0.5,28.57142857142857,613.1190000005756,0.3194444444444445,99.5324074074074,810021465,0.0,765.0,59.33679213664742,0.14814814814814814,0.0
50.0,16.666666666666664,0.5,33.33333333333333,668.1300000005756,0.3194444444444445,99.49768518518518,-1830044645,0.0,765.0,76.43509908004978,0.18287037037037038,0.0
50.0,12.5,0.5,37.5,611.3500000005756,0.3194444444444445,99.62037037037037,192535200,0.0,765.0,23.986588362364646,0.06018518518518519,0.0
50.0,12.5,0.5,37.5,611.7510000005756,0.3194444444444445,99.62268518518519,-1804708836,0.0,765.0,23.41538797003932,0.057870370370370364,0.0
50.0,20.0,0.5,30.0,623.6000000005756,0.3194444444444445,99.57870370370371,1197173403,0.0,765.0,42.29692174515984,0.10185185185185185,0.0
50.0,16.666666666666664,0.5,33.33333333333333,617.9090000005756,0.3194444444444445,99.57638888888889,-1777626867,0.0,765.0,43.146341230285636,0.10416666666666667,0.0
50.0,8.333333333333332,0.5,41.66666666666667,607.7600000005756,0.3194444444444445,99.59027777777779,-1046492498,0.0,765.0,35.57874977424422,0.09027777777777778,0.0
50.0,11.11111111111111,0.5,38.88888888888889,617.2040000005755,0.3194444444444445,99.53935185185185,-802250022,0.0,765.0,58.81220060755028,0.1412037037037037,0.0
50.0,21.428571428571427,0.5,28.57142857142857,628.5270000005756,0.3194444444444445,99.53703703703704,-974461481,0.0,765.0,57.111919643776915,0.14351851851851852,0.0
50.0,12.5,0.5,37.5,617.0400000005756,0.3194444444444445,99.50925925925927,652912255,0.0,765.0,69.07272512966267,0.1712962962962963,0.0
50.0,12.5,0.5,37.5,641.6660000005757,0.3194444444444445,99.55092592592592,-588067522,0.0,765.0,53.04257716491833,0.12962962962962962,0.0
50.0,12.5,0.5,37.5,611.7230000005756,0.3194444444444445,99.62962962962963,292577816,0.0,765.0,20.09238425596913,0.05092592592592592,0.0
50.0,16.666666666666664,0.5,33.33333333333333,637.4170000005756,0.3194444444444445,99.5625,-1302071241,0.0,765.0,47.943557651325534,0.11805555555555555,0.0
50.0,25.0,0.5,25.0,655.0230000005756,0.3194444444444445,99.52546296296296,1243548781,0.0,765.0,64.5348683219049,0.1550925925925926,0.0
50.0,12.5,0.5,37.5,611.5340000005756,0.3194444444444445,99.5949074074074,730409644,0.0,765.0,34.34597651011288,0.08564814814814815,0.0
43.75,12.5,0.6,37.5,622.0050000005756,0.3194444444444445,99.55324074074075,2117243409,6.25,765.0,50.437790901002614,0.12731481481481483,0.0
50.0,18.75,0.5,31.25,619.7780000005756,0.3194444444444445,99.57175925925927,-841476795,0.0,765.0,43.54472569420036,0.1087962962962963,0.0
50.0,31.25,0.5,18.75,663.1070000005756,0.3194444444444445,99.52314814814814,68001421,0.0,765.0,65.42166016946031,0.1574074074074074,0.0
50.0,16.666666666666664,0.5,33.33333333333333,620.7230000005756,0.3194444444444445,99.56944444444444,901550038,0.0,765.0,44.31623551154108,0.1111111111111111,0.0
50.0,12.5,0.5,37.5,612.2760000005756,0.3194444444444445,99.6111111111111,597356576,0.0,765.0,27.833282915163075,0.06944444444444445,0.0
50.0,16.666666666666664,0.6,33.33333333333333,609.3390000005757,0.3194444444444445,99.63888888888889,-280359300,0.0,765.0,16.139944978762117,0.04166666666666667,0.0
50.0,25.0,0.5,25.0,631.4490000005756,0.3194444444444445,99.55324074074075,-67801136,0.0,765.0,52.36488861157505,0.12731481481481483,0.0
50.0,18.75,0.5,31.25,658.0300000005756,0.3194444444444445,99.53703703703704,-754028900,0.0,765.0,59.12135392874034,0.14351851851851852,0.0
50.0,12.5,0.6,37.5,621.2680000005756,0.3194444444444445,99.6111111111111,633751771,0.0,765.0,28.168807318466087,0.06944444444444445,0.0
50.0,10.0,0.6,40.0,612.9250000005756,0.3194444444444445,99.59722222222223,-1764822946,0.0,765.0,33.064228883849616,0.08333333333333334,0.0
50.0,16.666666666666664,0.6,33.33333333333333,607.0740000005756,0.3194444444444445,99.64351851851852,-1503538069,0.0,765.0,14.93010659580075,0.037037037037037035,0.0
50.0,20.833333333333336,0.6,29.166666666666668,659.1000000005756,0.3194444444444445,99.4537037037037,-1325640293,0.0,765.0,93.63704488549122,0.22685185185185186,0.0
50.0,16.666666666666664,0.6,33.33333333333333,635.9030000005756,0.3194444444444445,99.5625,1525142542,0.0,765.0,48.49274181805935,0.11805555555555555,0.0
50.0,16.666666666666664,0.6,33.33333333333333,613.4190000005756,0.3194444444444445,99.55555555555556,-1250326855,0.0,765.0,51.116806366664854,0.125,0.0
50.0,16.666666666666664,0.6,33.33333333333333,619.7200000005756,0.3194444444444445,99.60185185185185,-781246497,0.0,765.0,32.02135222683463,0.0787037037037037,0.0
50.0,16.666666666666664,0.6,33.33333333333333,608.2670000005756,0.3194444444444445,99.63194444444444,-430723944,0.0,765.0,19.77896439759685,0.04861111111111111,0.0
50.0,16.666666666666664,0.6,33.33333333333333,614.2880000005756,0.3194444444444445,99.60648148148148,-818076637,0.0,765.0,30.364084996010927,0.07407407407407407,0.0
50.0,18.75,0.6,31.25,621.2460000005756,0.3194444444444445,99.52314814814814,-385484933,0.0,765.0,62.30637865386822,0.1574074074074074,0.0
50.0,31.25,0.6,18.75,659.3850000005756,0.3194444444444445,99.52314814814814,1628783477,0.0,765.0,64.5737625811165,0.1574074074074074,0.0
50.0,16.666666666666664,0.6,33.33333333333333,607.0290000005756,0.3194444444444445,99.63657407407408,1670553506,0.0,765.0,17.05297383089704,0.04398148148148148,0.0
50.0,31.25,0.6,18.75,660.6910000005756,0.3194444444444445,99.50462962962962,-547364006,0.0,765.0,71.77420498614104,0.17592592592592593,0.0
50.0,18.181818181818183,0.6,31.818181818181817,674.5120000005757,0.3194444444444445,99.46296296296296,-1720774550,0.0,765.0,88.46150444494756,0.2175925925925926,0.0
50.0,12.5,0.6,37.5,611.0850000005756,0.3194444444444445,99.59027777777779,-563816644,0.0,765.0,36.51502461526758,0.09027777777777778,0.0
50.0,30.0,0.6,20.0,667.5840000005755,0.3194444444444445,99.47453703703704,-206067887,0.0,765.0,84.16516621926522,0.20601851851851852,0.0
50.0,14.285714285714285,0.6,35.714285714285715,631.1080000005755,0.3194444444444445,99.57638888888889,-1483663286,0.0,765.0,42.26658613475791,0.10416666666666667,0.0
40.0,10.0,0.6,40.0,612.2710000005756,0.3194444444444445,99.6111111111111,796331597,10.0,765.0,27.44760356798759,0.06944444444444445,0.0
50.0,16.666666666666664,0.6,33.33333333333333,608.2670000005756,0.3194444444444445,99.63194444444444,-120936759,0.0,765.0,19.77896439759685,0.04861111111111111,0.0
45.0,20.0,0.6,30.0,658.6760000005756,0.3194444444444445,99.49537037037037,22595831,5.0,765.0,76.66558408287048,0.1851851851851852,0.0
50.0,31.25,0.6,18.75,665.2850000005756,0.3194444444444445,99.51851851851852,538437459,0.0,765.0,64.55396399974006,0.16203703703703703,0.0
50.0,18.181818181818183,0.6,31.818181818181817,661.0960000005756,0.3194444444444445,99.45601851851852,2010010253,0.0,765.0,93.62221352855151,0.22453703703703703,0.0
50.0,16.666666666666664,0.6,33.33333333333333,628.0270000005756,0.3194444444444445,99.55324074074075,-1000294534,0.0,765.0,50.54031033780809,0.12731481481481483,0.0
50.0,28.57142857142857,0.6,21.428571428571427,640.0650000005755,0.3194444444444445,99.54398148148148,-841685525,0.0,765.0,55.356547075422355,0.13657407407407407,0.0
50.0,25.0,0.6,25.0,623.9570000005756,0.3194444444444445,99.5462962962963,494200596,0.0,765.0,55.60667356705747,0.13425925925925924,0.0
50.0,16.666666666666664,0.6,33.33333333333333,609.6060000005756,0.3194444444444445,99.64351851851852,-2117916705,0.0,765.0,14.05321222141841,0.037037037037037035,0.0
50.0,33.33333333333333,0.6,16.666666666666664,619.1960000005756,0.3194444444444445,99.55787037037037,-2130396457,0.0,765.0,49.4489477201019,0.12268518518518517,0.0
50.0,12.5,0.6,37.5,617.9490000005756,0.3194444444444445,99.60648148148148,270137259,0.0,765.0,29.026816205768775,0.07407407407407407,0.0
50.0,12.5,0.6,37.5,611.4310000005756,0.3194444444444445,99.625,-1706721753,0.0,765.0,22.76105849064605,0.05555555555555555,0.0
50.0,14.285714285714285,0.6,35.714285714285715,614.4120000005756,0.3194444444444445,99.55555555555556,-1640809285,0.0,765.0,51.09923176995706,0.125,0.0
50.0,16.666666666666664,0.6,33.33333333333333,658.7440000005756,0.3194444444444445,99.42361111111111,-581636191,0.0,765.0,106.07041530141602,0.2569444444444445,0.0
50.0,25.0,0.6,25.0,646.2740000005756,0.3194444444444445,99.51157407407408,-995144061,0.0,765.0,68.18247310136607,0.16898148148148148,0.0
50.0,25.0,0.6,25.0,648.8450000005756,0.3194444444444445,99.51388888888889,-699635512,0.0,765.0,69.37194970442536,0.16666666666666669,0.0
50.0,31.25,0.6,18.75,658.5970000005756,0.3194444444444445,99.52777777777779,352643797,0.0,765.0,63.45429940672388,0.1527777777777778,0.0
50.0,20.0,0.6,30.0,612.3690000005756,0.3194444444444445,99.57407407407408,105333912,0.0,765.0,43.36388241706368,0.10648148148148148,0.0
50.0,18.75,0.6,31.25,660.0800000005756,0.3194444444444445,99.52777777777779,1741170457,0.0,765.0,63.46877721717156,0.1527777777777778,0.0
50.0,20.833333333333336,0.6,29.166666666666668,660.5550000005755,0.3194444444444445,99.44907407407408,684076218,0.0,765.0,93.42722149078143,0.23148148148148145,0.0
50.0,18.75,0.6,31.25,614.5990000005756,0.3194444444444445,99.52083333333334,-1092987629,0.0,765.0,65.91486740026679,0.15972222222222224,0.0
50.0,16.666666666666664,0.6,33.33333333333333,624.3700000005756,0.3194444444444445,99.57407407407408,1106579070,0.0,765.0,42.61975302528259,0.10648148148148148,0.0
50.0,25.0,0.6,25.0,617.9920000005756,0.3194444444444445,99.58101851851852,531536864,0.0,765.0,40.272756678711296,0.09953703703703703,0.0
50.0,18.75,0.6,31.25,634.8730000005755,0.3194444444444445,99.56481481481482,2041497276,0.0,765.0,45.1958268829517,0.11574074074074073,0.0
50.0,12.5,0.6,37.5,644.9650000005756,0.3194444444444445,99.52083333333334,497437280,0.0,765.0,64.26013842507396,0.15972222222222224,0.0
50.0,18.75,0.6,31.25,657.1880000005756,0.3194444444444445,99.5300925925926,2084296171,0.0,765.0,62.50632820540121,0.15046296296296297,0.0
50.0,12.5,0.6,37.5,611.6650000005756,0.3194444444444445,99.61574074074075,-612276117,0.0,765.0,25.44760356798759,0.06481481481481481,0.0
50.0,21.428571428571427,0.6,28.57142857142857,642.4730000005756,0.3194444444444445,99.51388888888889,-491516088,0.0,765.0,66.67340080966521,0.16666666666666669,0.0
50.0,18.75,0.6,31.25,625.6970000005756,0.3194444444444445,99.51388888888889,1302065740,0.0,765.0,67.60096918104132,0.16666666666666669,0.0
50.0,12.5,0.6,37.5,611.2780000005756,0.3194444444444445,99.61574074074075,-1859436450,0.0,765.0,25.218108300107293,0.06481481481481481,0.0
