brachiation,climb,descent,energyExpenditure,feedingBudget,restingBudget,seed,sway,swaySpeed,totalEnergyIntake,travelDistance,travellingBudget,walk
50.0,30.0,20.0,614.2530000005756,0.3194444444444445,99.58333333333333,-1528411926,0.0,1.15,765.0,38.11899885254621,0.09722222222222222,0.0
44.44444444444444,16.666666666666664,33.33333333333333,653.3800000005756,0.3194444444444445,99.49305555555556,-625580390,5.555555555555555,0.55,765.0,75.40980700713385,0.1875,0.0
50.0,0.0,50.0,606.0480000005756,0.3194444444444445,99.6111111111111,-346236601,0.0,0.55,765.0,27.95500351719474,0.06944444444444445,0.0
50.0,16.666666666666664,33.33333333333333,620.5350000005756,0.3194444444444445,99.54398148148148,-312741637,0.0,0.55,765.0,55.30278319031224,0.13657407407407407,0.0
50.0,16.666666666666664,33.33333333333333,608.5250000005756,0.3194444444444445,99.63194444444444,2098240262,0.0,0.55,765.0,18.878911574690516,0.04861111111111111,0.0
50.0,33.33333333333333,16.666666666666664,620.5910000005756,0.3194444444444445,99.54861111111111,347579085,0.0,0.55,765.0,54.56464113944415,0.13194444444444445,0.0
50.0,16.666666666666664,33.33333333333333,618.4420000005756,0.3194444444444445,99.57175925925927,-1629699922,0.0,0.55,765.0,44.36414033471122,0.1087962962962963,0.0
50.0,16.666666666666664,33.33333333333333,612.7400000005756,0.3194444444444445,99.5949074074074,-1354849690,0.0,0.55,765.0,32.76217034113399,0.08564814814814815,0.0
50.0,18.75,31.25,634.1280000005756,0.3194444444444445,99.49537037037037,-1271045243,0.0,0.55,765.0,76.60818399109893,0.1851851851851852,0.0
50.0,25.0,25.0,628.8130000005756,0.3194444444444445,99.55092592592592,501233028,0.0,0.55,765.0,51.64309908842834,0.12962962962962962,0.0
40.0,20.0,30.0,611.9130000005756,0.3194444444444445,99.6087962962963,375648350,10.0,0.55,765.0,26.861817130360684,0.07175925925925926,0.0
50.0,25.0,25.0,615.4140000005756,0.3194444444444445,99.53472222222223,399455645,0.0,0.55,765.0,61.045590439762975,0.14583333333333334,0.0
50.0,25.0,25.0,626.6420000005756,0.3194444444444445,99.59259259259258,-1254646571,0.0,0.55,765.0,34.850310391756196,0.08796296296296297,0.0
50.0,21.428571428571427,28.57142857142857,631.2630000005756,0.3194444444444445,99.53935185185185,-1833601923,0.0,0.55,765.0,57.02631720129108,0.1412037037037037,0.0
50.0,29.166666666666668,20.833333333333336,674.0570000005756,0.3194444444444445,99.42361111111111,-504789127,0.0,0.85,765.0,105.88851299041444,0.2569444444444445,0.0
50.0,20.0,30.0,619.4850000005756,0.3194444444444445,99.58333333333333,779906337,0.0,1.15,765.0,38.795673740598424,0.09722222222222222,0.0
50.0,31.25,18.75,660.7220000005756,0.3194444444444445,99.52546296296296,1940234516,0.0,1.15,765.0,62.1485605009339,0.1550925925925926,0.0
50.0,18.75,31.25,638.6160000005756,0.3194444444444445,99.5162037037037,-226538959,0.0,1.15,765.0,67.34019083725424,0.16435185185185186,0.0
50.0,12.5,37.5,631.4020000005756,0.3194444444444445,99.55787037037037,1764750906,0.0,1.15,765.0,50.25829793202553,0.12268518518518517,0.0
50.0,15.0,35.0,651.7620000005757,0.3194444444444445,99.4699074074074,-1266782669,0.0,1.15,765.0,85.9616031775603,0.21064814814814814,0.0
50.0,31.25,18.75,657.3770000005755,0.3194444444444445,99.49074074074075,-1988829107,0.0,1.15,765.0,77.19903206784605,0.18981481481481483,0.0
50.0,31.25,18.75,658.8430000005756,0.3194444444444445,99.49305555555556,-478077768,0.0,1.15,765.0,75.92800374628717,0.1875,0.0
50.0,16.666666666666664,33.33333333333333,624.2710000005756,0.3194444444444445,99.57407407407408,1089345930,0.0,1.15,765.0,43.46384346046101,0.10648148148148148,0.0
50.0,16.666666666666664,33.33333333333333,630.4780000005755,0.3194444444444445,99.56481481481482,2136937451,0.0,1.15,765.0,45.74828208815464,0.11574074074074073,0.0
50.0,25.0,25.0,655.2520000005757,0.3194444444444445,99.43518518518518,369716878,0.0,1.15,765.0,100.18678968123886,0.24537037037037035,0.0
50.0,25.0,25.0,637.5210000005756,0.3194444444444445,99.54398148148148,580936925,0.0,1.15,765.0,54.563647809651634,0.13657407407407407,0.0
50.0,16.666666666666664,33.33333333333333,624.3640000005756,0.3194444444444445,99.58796296296296,-1190605986,0.0,1.15,765.0,37.74149489664264,0.0925925925925926,0.0
50.0,18.75,31.25,661.6670000005756,0.3194444444444445,99.5324074074074,-689690282,0.0,1.15,765.0,62.68660076820876,0.14814814814814814,0.0
50.0,10.0,40.0,611.5850000005756,0.3194444444444445,99.6111111111111,-599947301,0.0,1.15,765.0,27.34438621464486,0.06944444444444445,0.0
50.0,18.75,31.25,662.2660000005756,0.3194444444444445,99.51388888888889,72331555,0.0,1.15,765.0,68.69557652031365,0.16666666666666669,0.0
50.0,12.5,37.5,611.0930000005756,0.3194444444444445,99.5949074074074,706575612,0.0,1.15,765.0,33.61404412886036,0.08564814814814815,0.0
50.0,25.0,25.0,627.7270000005756,0.3194444444444445,99.5625,-1121311782,0.0,1.15,765.0,47.94658634498023,0.11805555555555555,0.0
50.0,12.5,37.5,610.7260000005756,0.3194444444444445,99.5949074074074,-1148532523,0.0,1.15,765.0,34.34597651011288,0.08564814814814815,0.0
50.0,18.75,31.25,667.8980000005756,0.3194444444444445,99.5324074074074,-1917147624,0.0,1.15,765.0,62.46421864591833,0.14814814814814814,0.0
50.0,16.666666666666664,33.33333333333333,631.3310000005756,0.3194444444444445,99.5462962962963,1486235612,0.0,1.15,765.0,55.876542334608274,0.13425925925925924,0.0
50.0,28.57142857142857,21.428571428571427,629.9150000005756,0.3194444444444445,99.52546296296296,-835888451,0.0,1.15,765.0,63.62355073184911,0.1550925925925926,0.0
50.0,10.0,40.0,609.5860000005756,0.3194444444444445,99.58564814814815,2078353277,0.0,1.15,765.0,39.91111555009465,0.09490740740740741,0.0
50.0,14.285714285714285,35.714285714285715,616.2000000005756,0.3194444444444445,99.59953703703704,1692562669,0.0,1.15,765.0,32.15687935821511,0.08101851851851852,0.0
50.0,8.333333333333332,41.66666666666667,609.5900000005756,0.3194444444444445,99.57175925925927,-1659823965,0.0,1.15,765.0,43.01922589703525,0.1087962962962963,0.0
50.0,16.666666666666664,33.33333333333333,622.3980000005756,0.3194444444444445,99.57407407407408,-850304605,0.0,1.15,765.0,43.142970615280085,0.10648148148148148,0.0
50.0,12.5,37.5,611.1220000005756,0.3194444444444445,99.625,-1809458493,0.0,1.15,765.0,22.141209146728727,0.05555555555555555,0.0
50.0,20.0,30.0,630.4550000005756,0.3194444444444445,99.58796296296296,-1238203496,0.0,1.15,765.0,38.00349980606378,0.0925925925925926,0.0
50.0,11.11111111111111,38.88888888888889,644.9650000005756,0.3194444444444445,99.50231481481482,-1297816187,0.0,1.15,765.0,71.61903687877754,0.17824074074074076,0.0
50.0,18.75,31.25,650.0290000005756,0.3194444444444445,99.54166666666666,-660897706,0.0,1.15,765.0,56.75456489237412,0.1388888888888889,0.0
50.0,14.285714285714285,35.714285714285715,631.6820000005756,0.3194444444444445,99.5162037037037,-1708962610,0.0,1.15,765.0,65.48627535992121,0.16435185185185186,0.0
50.0,27.77777777777778,22.22222222222222,663.9680000005756,0.3194444444444445,99.49537037037037,2128428962,0.0,1.15,765.0,75.21557439343908,0.1851851851851852,0.0
50.0,25.0,25.0,621.8680000005756,0.3194444444444445,99.59722222222223,-1447908700,0.0,1.15,765.0,33.067355989751526,0.08333333333333334,0.0
50.0,12.5,37.5,610.3740000005756,0.3194444444444445,99.58333333333333,1142611473,0.0,1.15,765.0,37.94900574732418,0.09722222222222222,0.0
50.0,16.666666666666664,33.33333333333333,612.7300000005756,0.3194444444444445,99.55324074074075,1520448185,0.0,0.55,765.0,51.403414824584274,0.12731481481481483,0.0
50.0,12.5,37.5,641.1410000005756,0.3194444444444445,99.52314814814814,657139976,0.0,1.05,765.0,63.838699432900846,0.1574074074074074,0.0
50.0,25.0,25.0,629.0590000005756,0.3194444444444445,99.5324074074074,-1117758499,0.0,1.15,765.0,59.056059928976474,0.14814814814814814,0.0
50.0,25.0,25.0,624.2410000005756,0.3194444444444445,99.57407407407408,-896920745,0.0,1.15,765.0,43.11138432179294,0.10648148148148148,0.0
50.0,20.0,30.0,649.9100000005756,0.3194444444444445,99.4675925925926,-1712362345,0.0,1.15,765.0,86.81757412940486,0.21296296296296297,0.0
50.0,25.0,25.0,628.3890000005756,0.3194444444444445,99.59259259259258,826523743,0.0,1.15,765.0,34.519653477280826,0.08796296296296297,0.0
50.0,25.0,25.0,634.4530000005756,0.3194444444444445,99.5625,2141059902,0.0,1.15,765.0,48.09074423605671,0.11805555555555555,0.0
50.0,12.5,37.5,646.0890000005757,0.3194444444444445,99.5625,443488739,0.0,1.15,765.0,48.77854343472054,0.11805555555555555,0.0
50.0,16.666666666666664,33.33333333333333,633.8280000005756,0.3194444444444445,99.57407407407408,-193816396,0.0,1.15,765.0,43.11937402320182,0.10648148148148148,0.0
50.0,10.0,40.0,618.0990000005756,0.3194444444444445,99.60185185185185,883220478,0.0,1.15,765.0,31.785117828223623,0.0787037037037037,0.0
50.0,10.0,40.0,621.5240000005756,0.3194444444444445,99.59259259259258,783920518,0.0,1.15,765.0,35.993878080392875,0.08796296296296297,0.0
50.0,10.0,40.0,612.0170000005756,0.3194444444444445,99.56712962962962,-1825727834,0.0,1.15,765.0,45.27988644451489,0.11342592592592593,0.0
50.0,25.0,25.0,629.4800000005756,0.3194444444444445,99.59722222222223,-1861281475,0.0,1.15,765.0,33.966500688232074,0.08333333333333334,0.0
50.0,18.75,31.25,651.1490000005756,0.3194444444444445,99.51851851851852,2116928451,0.0,1.15,765.0,67.62103206835188,0.16203703703703703,0.0
50.0,28.57142857142857,21.428571428571427,631.8060000005756,0.3194444444444445,99.52083333333334,2094482734,0.0,1.15,765.0,66.61266181422685,0.15972222222222224,0.0
50.0,31.25,18.75,659.5960000005756,0.3194444444444445,99.5,-1593166174,0.0,1.15,765.0,72.49942339733241,0.18055555555555555,0.0
50.0,12.5,37.5,611.4360000005756,0.3194444444444445,99.59027777777779,-1987938222,0.0,1.15,765.0,35.58609242713305,0.09027777777777778,0.0
50.0,25.0,25.0,642.6930000005756,0.3194444444444445,99.50462962962962,-1805712994,0.0,1.15,765.0,72.41558949911851,0.17592592592592593,0.0
50.0,25.0,25.0,637.5140000005756,0.3194444444444445,99.55555555555556,2023215711,0.0,1.15,765.0,51.08566623318858,0.125,0.0
50.0,16.666666666666664,33.33333333333333,616.7860000005755,0.3194444444444445,99.56712962962962,-1257090472,0.0,1.15,765.0,45.11026619588482,0.11342592592592593,0.0
50.0,10.0,40.0,611.6450000005756,0.3194444444444445,99.6087962962963,-562401916,0.0,1.15,765.0,27.67823675006705,0.07175925925925926,0.0
50.0,11.11111111111111,38.88888888888889,631.9760000005756,0.3194444444444445,99.49537037037037,-1432272436,0.0,1.15,765.0,75.06172811886591,0.1851851851851852,0.0
50.0,16.666666666666664,33.33333333333333,612.5460000005756,0.3194444444444445,99.56018518518519,-2040124826,0.0,1.15,765.0,48.688437737400434,0.12037037037037038,0.0
50.0,30.0,20.0,615.3350000005756,0.3194444444444445,99.56944444444444,-2083996093,0.0,1.15,765.0,45.77809312098266,0.1111111111111111,0.0
50.0,10.0,40.0,650.3400000005756,0.3194444444444445,99.54398148148148,-892931817,0.0,1.15,765.0,56.37905841184331,0.13657407407407407,0.0
50.0,16.666666666666664,33.33333333333333,613.3180000005756,0.3194444444444445,99.56481481481482,2061952543,0.0,1.15,765.0,47.408602434165495,0.11574074074074073,0.0
50.0,18.75,31.25,657.7680000005756,0.3194444444444445,99.51157407407408,-1310031926,0.0,1.15,765.0,69.34158718106538,0.16898148148148148,0.0
50.0,10.0,40.0,611.8160000005756,0.3194444444444445,99.6087962962963,-1093255194,0.0,1.15,765.0,28.2115355904878,0.07175925925925926,0.0
50.0,12.5,37.5,610.1290000005756,0.3194444444444445,99.5949074074074,-1248359783,0.0,1.15,765.0,34.691018465888206,0.08564814814814815,0.0
50.0,12.5,37.5,611.2680000005756,0.3194444444444445,99.59953703703704,84167395,0.0,1.15,765.0,31.677302275435952,0.08101851851851852,0.0
50.0,27.77777777777778,22.22222222222222,661.0580000005756,0.3194444444444445,99.4837962962963,-1142023518,0.0,1.15,765.0,80.16306206371983,0.19675925925925924,0.0
50.0,16.666666666666664,33.33333333333333,621.4420000005756,0.3194444444444445,99.5162037037037,-1068783704,0.0,1.15,765.0,66.92356894632657,0.16435185185185186,0.0
50.0,31.25,18.75,660.7630000005756,0.3194444444444445,99.52314814814814,965424716,0.0,1.15,765.0,63.557899284540106,0.1574074074074074,0.0
50.0,16.666666666666664,33.33333333333333,658.6990000005756,0.3194444444444445,99.50694444444444,-1898934966,0.0,1.15,765.0,71.37103121537261,0.1736111111111111,0.0
50.0,12.5,37.5,646.5980000005756,0.3194444444444445,99.55787037037037,217431424,0.0,1.15,765.0,50.38917001001918,0.12268518518518517,0.0
42.857142857142854,14.285714285714285,35.714285714285715,623.2690000005756,0.3194444444444445,99.52083333333334,1131049265,7.142857142857142,1.15,765.0,64.3986799539618,0.15972222222222224,0.0
40.0,20.0,30.0,609.5480000005756,0.3194444444444445,99.58564814814815,622001275,10.0,1.15,765.0,40.27829489376787,0.09490740740740741,0.0
50.0,16.666666666666664,33.33333333333333,661.9590000005755,0.3194444444444445,99.52083333333334,1779325319,0.0,1.15,765.0,65.21402283491432,0.15972222222222224,0.0
50.0,31.25,18.75,661.0030000005756,0.3194444444444445,99.51157407407408,-624067877,0.0,1.15,765.0,68.67642454593432,0.16898148148148148,0.0
50.0,18.75,31.25,633.6020000005756,0.3194444444444445,99.49305555555556,-170663932,0.0,0.6,765.0,76.99334879823343,0.1875,0.0
50.0,25.0,25.0,646.1690000005756,0.3194444444444445,99.52314814814814,1267814078,0.0,1.15,765.0,63.766387925789076,0.1574074074074074,0.0
50.0,20.0,30.0,612.2980000005756,0.3194444444444445,99.57638888888889,-790622547,0.0,1.15,765.0,42.36388241706368,0.10416666666666667,0.0
50.0,37.5,12.5,613.9920000005756,0.3194444444444445,99.6111111111111,1460617535,0.0,0.55,765.0,27.561912094871953,0.06944444444444445,0.0
50.0,25.0,25.0,627.0940000005756,0.3194444444444445,99.59722222222223,-439053624,0.0,0.55,765.0,33.15700551781182,0.08333333333333334,0.0
50.0,16.666666666666664,33.33333333333333,613.1590000005756,0.3194444444444445,99.60185185185185,1738774628,0.0,0.55,765.0,31.44760356798759,0.0787037037037037,0.0
50.0,20.0,30.0,611.6840000005756,0.3194444444444445,99.57638888888889,-215650480,0.0,0.55,765.0,41.52616007723206,0.10416666666666667,0.0
50.0,21.428571428571427,28.57142857142857,626.7550000005756,0.3194444444444445,99.5324074074074,990753321,0.0,0.55,765.0,59.232388640227924,0.14814814814814814,0.0
50.0,16.666666666666664,33.33333333333333,612.7720000005756,0.3194444444444445,99.55555555555556,1417071414,0.0,0.55,765.0,50.033931526620066,0.125,0.0
50.0,14.285714285714285,35.714285714285715,619.6580000005756,0.3194444444444445,99.55324074074075,-2111490168,0.0,0.55,765.0,51.03797556755359,0.12731481481481483,0.0
50.0,12.5,37.5,647.0290000005756,0.3194444444444445,99.5625,-352493933,0.0,0.55,765.0,48.42951310533862,0.11805555555555555,0.0
50.0,25.0,25.0,651.6430000005756,0.3194444444444445,99.51851851851852,-221114354,0.0,0.55,765.0,66.60396025324161,0.16203703703703703,0.0
40.0,10.0,40.0,608.9110000005755,0.3194444444444445,99.60416666666667,339859316,10.0,0.55,765.0,30.349452241730752,0.0763888888888889,0.0
50.0,28.57142857142857,21.428571428571427,650.9820000005756,0.3194444444444445,99.53472222222223,-1525091001,0.0,0.55,765.0,58.69341064216048,0.14583333333333334,0.0
50.0,31.25,18.75,659.3810000005756,0.3194444444444445,99.50925925925927,-1638332978,0.0,0.55,765.0,71.05576991545932,0.1712962962962963,0.0
50.0,22.22222222222222,27.77777777777778,627.8520000005756,0.3194444444444445,99.52546296296296,-326217037,0.0,0.55,765.0,63.38046846280422,0.1550925925925926,0.0
50.0,7.142857142857142,42.857142857142854,611.6290000005756,0.3194444444444445,99.53472222222223,1818533459,0.0,0.55,765.0,58.87213037025232,0.14583333333333334,0.0
50.0,16.666666666666664,33.33333333333333,618.6830000005756,0.3194444444444445,99.55092592592592,-1382192254,0.0,0.55,765.0,53.92846657588833,0.12962962962962962,0.0
45.0,20.0,30.0,656.1630000005756,0.3194444444444445,99.49768518518518,876412182,5.0,0.55,765.0,72.65285580927518,0.18287037037037038,0.0
50.0,12.5,37.5,646.9680000005756,0.3194444444444445,99.5625,130397441,0.0,0.55,765.0,48.77854343472054,0.11805555555555555,0.0
50.0,14.285714285714285,35.714285714285715,613.1970000005756,0.3194444444444445,99.53703703703704,-1560088021,0.0,0.55,765.0,57.84332389851863,0.14351851851851852,0.0
50.0,21.428571428571427,28.57142857142857,634.1090000005756,0.3194444444444445,99.51157407407408,964001456,0.0,0.55,765.0,68.38804561534013,0.16898148148148148,0.0
50.0,20.0,30.0,629.5370000005756,0.3194444444444445,99.58564814814815,874724578,0.0,0.55,765.0,37.659690948189755,0.09490740740740741,0.0
50.0,16.666666666666664,33.33333333333333,624.5440000005756,0.3194444444444445,99.56481481481482,2023298699,0.0,0.55,765.0,45.168303056698775,0.11574074074074073,0.0
50.0,16.666666666666664,33.33333333333333,609.1940000005756,0.3194444444444445,99.59259259259258,1467952983,0.0,0.55,765.0,36.40737463435724,0.08796296296296297,0.0
50.0,31.25,18.75,625.0460000005756,0.3194444444444445,99.50462962962962,1613333613,0.0,0.55,765.0,70.90785329711481,0.17592592592592593,0.0
44.44444444444444,27.77777777777778,22.22222222222222,665.0340000005756,0.3194444444444445,99.49768518518518,-804213100,5.555555555555555,0.55,765.0,72.95621963046736,0.18287037037037038,0.0
50.0,18.75,31.25,656.0280000005756,0.3194444444444445,99.53935185185185,1999764271,0.0,0.55,765.0,58.035828562420726,0.1412037037037037,0.0
50.0,27.77777777777778,22.22222222222222,660.2660000005756,0.3194444444444445,99.49305555555556,-1573188572,0.0,0.55,765.0,77.37963168113247,0.1875,0.0
50.0,20.0,30.0,621.7260000005756,0.3194444444444445,99.58796296296296,-1600398518,0.0,0.55,765.0,36.682416288967715,0.0925925925925926,0.0
50.0,31.25,18.75,665.6350000005756,0.3194444444444445,99.50231481481482,-1581270781,0.0,0.55,765.0,71.52500262981442,0.17824074074074076,0.0
40.0,20.0,30.0,621.0360000005755,0.3194444444444445,99.5949074074074,-84150745,10.0,0.55,765.0,33.12752873900745,0.08564814814814815,0.0
40.0,10.0,40.0,609.6970000005756,0.3194444444444445,99.60648148148148,-2094442255,10.0,0.55,765.0,27.78154415988893,0.07407407407407407,0.0
42.857142857142854,14.285714285714285,35.714285714285715,613.3220000005756,0.3194444444444445,99.5324074074074,-1787806752,7.142857142857142,0.55,765.0,58.990099906334805,0.14814814814814814,0.0
50.0,12.5,37.5,619.2590000005756,0.3194444444444445,99.60185185185185,796384149,0.0,1.05,765.0,30.70292107096738,0.0787037037037037,0.0
50.0,31.25,18.75,659.3850000005756,0.3194444444444445,99.52546296296296,1952438361,0.0,0.75,765.0,62.1485605009339,0.1550925925925926,0.0
37.5,12.5,37.5,612.4260000005756,0.3194444444444445,99.62268518518519,-600528032,12.5,0.75,765.0,23.164733947237952,0.057870370370370364,0.0
50.0,20.833333333333336,29.166666666666668,673.8210000005756,0.3194444444444445,99.42129629629629,-1279744741,0.0,1.05,765.0,104.89678579767376,0.25925925925925924,0.0
50.0,14.285714285714285,35.714285714285715,622.7970000005756,0.3194444444444445,99.51851851851852,-2092824916,0.0,0.75,765.0,65.43723221188097,0.16203703703703703,0.0
50.0,10.0,40.0,609.1640000005756,0.3194444444444445,99.60416666666667,801500426,0.0,0.75,765.0,30.78154415988893,0.0763888888888889,0.0
50.0,20.833333333333336,29.166666666666668,651.9870000005756,0.3194444444444445,99.45601851851852,-2036025394,0.0,0.75,765.0,94.19799542097445,0.22453703703703703,0.0
50.0,16.666666666666664,33.33333333333333,660.3910000005756,0.3194444444444445,99.50925925925927,-99587446,0.0,0.75,765.0,69.16772249070894,0.1712962962962963,0.0
50.0,16.666666666666664,33.33333333333333,612.7240000005756,0.3194444444444445,99.57175925925927,-1294421599,0.0,0.75,765.0,43.41451955187924,0.1087962962962963,0.0
50.0,16.666666666666664,33.33333333333333,662.4370000005756,0.3194444444444445,99.50694444444444,-41084102,0.0,0.75,765.0,72.07938792763025,0.1736111111111111,0.0
50.0,20.0,30.0,630.6070000005756,0.3194444444444445,99.59027777777779,-1927720202,0.0,0.75,765.0,37.72136522600131,0.09027777777777778,0.0
50.0,16.666666666666664,33.33333333333333,611.8940000005756,0.3194444444444445,99.55555555555556,-2114859350,0.0,0.75,765.0,50.033931526620066,0.125,0.0
50.0,21.428571428571427,28.57142857142857,645.1370000005755,0.3194444444444445,99.5462962962963,-2119071858,0.0,0.75,765.0,55.29505979999438,0.13425925925925924,0.0
41.66666666666667,25.0,25.0,633.8850000005756,0.3194444444444445,99.56018518518519,-254038297,8.333333333333332,0.75,765.0,47.33223174913236,0.12037037037037038,0.0
50.0,22.22222222222222,27.77777777777778,646.3390000005757,0.3194444444444445,99.50231481481482,-1305138084,0.0,0.75,765.0,71.58804302958225,0.17824074074074076,0.0
50.0,25.0,25.0,657.8100000005757,0.3194444444444445,99.51851851851852,136681125,0.0,0.75,765.0,66.96985524176598,0.16203703703703703,0.0
50.0,16.666666666666664,33.33333333333333,654.4770000005756,0.3194444444444445,99.5162037037037,-67270824,0.0,0.75,765.0,67.45416629305979,0.16435185185185186,0.0
50.0,16.666666666666664,33.33333333333333,627.5780000005756,0.3194444444444445,99.56481481481482,-1120570969,0.0,0.75,765.0,47.883799206549455,0.11574074074074073,0.0
50.0,25.0,25.0,659.4030000005756,0.3194444444444445,99.4375,274559425,0.0,0.75,765.0,99.10144447035448,0.24305555555555555,0.0
41.66666666666667,8.333333333333332,41.66666666666667,611.5860000005756,0.3194444444444445,99.57407407407408,-1221579029,8.333333333333332,0.75,765.0,41.191643702597034,0.10648148148148148,0.0
50.0,14.285714285714285,35.714285714285715,617.4820000005756,0.3194444444444445,99.54861111111111,1474894879,0.0,1.05,765.0,53.523662787772246,0.13194444444444445,0.0
