"","x","y","dbh","crown","height","fruiting"
"129",22.9950478663668,60.4158656685613,6.04788780212402,3.93586057098236,7.00966850088598,0
"130",23.2869383697398,54.9967264006846,6.68450784683228,4.20462312695967,7.51084537011978,0
"131",23.3350891554728,73.6106378033292,7.95774698257446,4.71740029206225,8.47102759579111,0
"132",23.3537871593144,82.4598109647632,18.7802829742432,8.31428013135731,15.3195278364426,0
"133",23.6058789677918,43.8150429013185,7.32112741470337,4.46480713065845,7.99741633130489,0
"134",23.7665017324034,27.7904436145909,7.95774698257446,4.71740029206225,8.47102759579111,0
"135",23.998920327751,80.6000707168132,9.54929637908936,5.32062133998142,9.60663203860337,0
"136",24.1957355781924,71.539989461191,7.32112741470337,4.46480713065845,7.99741633130489,0
"137",24.5027199047618,56.9540606467053,17.507043838501,7.93782841194472,14.5951228358449,0
"138",24.8912662616931,52.113768045092,8.59436702728271,4.96320733263797,8.93302393829412,0
"139",25.1229557550978,37.9154637625907,6.04788780212402,3.93586057098236,7.00966850088598,0
"140",25.3209121995606,97.7502092050854,18.7802829742432,8.31428013135731,15.3195278364426,0
"141",25.4687476395629,70.0818505310453,14.9605646133423,7.15561417298017,13.0949853909486,0
"142",25.4780137182679,80.9465680075809,10.1859159469604,5.55215145035945,10.0440986594736,0
"143",25.6844058337156,66.5623168672901,6.36619758605957,4.07138451959417,7.26219970573616,0
"144",25.8354219063185,97.5760038828012,10.1859159469604,5.55215145035945,10.0440986594736,0
"145",26.2501087496057,80.456502497429,8.91267681121826,5.08377862396681,9.16002246093625,0
"146",26.3509115015622,97.541592880385,9.8676061630249,5.43702135812225,9.82645922533087,0
"147",26.4208966672886,70.0542242266238,6.04788780212402,3.93586057098236,7.00966850088598,0
"148",26.941609975649,77.3202149046119,7.63943719863892,4.59199859998141,8.23575182300891,0
"149",27.1030469206162,73.7591650730465,6.04788780212402,3.93586057098236,7.00966850088598,0
"150",27.3809100890066,66.0927608327474,8.59436702728271,4.96320733263797,8.93302393829412,0
"151",27.4192616902292,80.2623478893656,6.36619758605957,4.07138451959417,7.26219970573616,0
"152",27.6186396195553,33.7420743301045,7.95774698257446,4.71740029206225,8.47102759579111,0
"153",27.6400114044081,86.1013100997079,6.68450784683228,4.20462312695967,7.51084537011978,0
"154",28.3690513190813,58.7329084966332,6.36619758605957,4.07138451959417,7.26219970573616,0
"155",28.470427676104,24.9275296269916,10.8225364685059,5.77881011484559,10.4731653242987,0
"156",28.5067518940195,77.6478131473996,10.8225364685059,5.77881011484559,10.4731653242987,0
"157",28.5620723397005,82.3465584819205,7.00281763076782,4.33572077020095,7.75584556088675,0
"158",28.8900248415302,59.1627099774778,8.91267681121826,5.08377862396681,9.16002246093625,0
"159",29.1181194896344,60.2604375968222,11.7774658203125,6.1104819945128,11.1023953290684,0
"160",29.1428509613033,35.7839071601629,18.4619731903076,8.22100292236521,15.1398931174188,0
"161",29.1837077771779,60.5676896518562,7.63943719863892,4.59199859998141,8.23575182300891,0
"162",29.2898592206184,19.7748829624616,9.23098659515381,5.20289432901636,9.38452103695869,0
"163",29.5054691475816,94.1243570528459,7.63943719863892,4.59199859998141,8.23575182300891,0
"164",29.540623888839,30.737816355424,16.5521144866943,7.64935019615459,14.0410572938011,0
"165",29.691992145963,65.4367117881775,10.5042266845703,5.66606487023911,10.2596401417743,0
"166",29.721945394529,29.2742491643876,23.8732414245605,9.74098250707058,18.0779744505403,1
"167",30.5575226827059,88.5053432614077,8.59436702728271,4.96320733263797,8.93302393829412,0
"168",30.5973819997162,84.2773958849721,12.7323951721191,6.43312393392083,11.7159870929148,0
"169",30.644452259643,65.7407610593364,20.0535221099854,8.68214595425204,16.0288537149703,0
"170",30.9520068720449,31.0900121019222,9.23098659515381,5.20289432901636,9.38452103695869,0
"171",30.9782006966416,10.1594106357079,6,3.91526418153127,6.97132407104356,0
"172",31.434410323156,62.3089110609144,7.63943719863892,4.59199859998141,8.23575182300891,0
"173",32.3684952054173,60.7894849015865,10.5042266845703,5.66606487023911,10.2596401417743,0
"174",32.603516172152,71.7623305404559,6.36619758605957,4.07138451959417,7.26219970573616,0
"175",32.6679072075058,71.0732147369999,6.36619758605957,4.07138451959417,7.26219970573616,0
"176",32.7387742290739,27.5281435030047,6.04788780212402,3.93586057098236,7.00966850088598,0
"177",32.9260449078865,8.75363738788292,7.00281763076782,4.33572077020095,7.75584556088675,0
"178",32.9983055465855,54.13091757847,7,4.33456931720165,7.75369220110907,0
"179",33.0427503618412,59.1774095494766,11.7774658203125,6.1104819945128,11.1023953290684,0
"180",33.3163780958857,8.98902944033034,6.04788780212402,3.93586057098236,7.00966850088598,0
"181",33.3612613265868,18.7624028061982,9.54929637908936,5.32062133998142,9.60663203860337,0
"182",33.8642975720577,1.58102412871085,11.459156036377,6.00097729952651,10.8944729787911,0
"183",34.331701037474,36.3355674587656,6.04788780212402,3.93586057098236,7.00966850088598,0
"184",34.5776227363385,33.5879685350228,7.95774698257446,4.71740029206225,8.47102759579111,0
"185",34.6504076987039,63.3848940348253,6.04788780212402,3.93586057098236,7.00966850088598,0
"186",34.6582113322802,42.1980959284119,7.63943719863892,4.59199859998141,8.23575182300891,0
"187",34.9197051466908,10.3386671401095,9.8676061630249,5.43702135812225,9.82645922533087,0
"188",35.2596197978128,69.0808268019464,11.1408462524414,5.89043333755236,10.6847521872959,0
"189",35.3259336606134,88.5225443139207,13.6873254776001,6.74763401008309,12.3154628787195,0
"190",35.4434179589152,67.3525456788484,30.2394390106201,11.385704493881,21.280742803589,0
"191",36.399324220838,16.4137124489062,15.2788743972778,7.2557371960082,13.2866026780575,0
"192",36.48277980485,10.9520923839882,7.00281763076782,4.33572077020095,7.75584556088675,0
"193",37.0786635673139,15.1324056687299,6.36619758605957,4.07138451959417,7.26219970573616,0
"194",37.1091827452183,18.6694810674526,7.63943719863892,4.59199859998141,8.23575182300891,0
"195",37.3920427893754,53.1936861318536,9.23098659515381,5.20289432901636,9.38452103695869,0
"196",37.4450618536212,43.0522044980898,6.36619758605957,4.07138451959417,7.26219970573616,0
"197",37.5400779827032,35.3304793050047,11,5.8411776963357,10.5913632191093,0
"198",37.7031424124725,47.9591561167035,7.95774698257446,4.71740029206225,8.47102759579111,0
"199",37.8136314488947,5.35676321480423,7.32112741470337,4.46480713065845,7.99741633130489,0
