,x,y,dbh,canopy_radius,height,fruiting_jan,fruiting_feb,fruiting_mar,fruiting_apr,fruiting_may,fruiting_jun,fruiting_jul,fruiting_aug,fruiting_sep,fruiting_oct,fruiting_nov,fruiting_dec,genus,species
242,24,69,7.1,0.775,7,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
243,24,70,10.5,1.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
244,24,71,8.6,0.4,8.5,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
245,24,72,9.9,0.675,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
246,22,74,7.2,0.6875,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
247,22,75,6.1,0.675,6,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
248,20,74,7.8,0.7375,5.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
249,18,73,7.5,0.85,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
250,31,51,6.8,1.08333333333333,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
251,32,51,7.8,0.966666666666667,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
252,29,57,9.1,0.8375,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
253,29,57,6.5,0.7625,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
254,26,57,7.4,0.9,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
255,36,51,12.2,1.4875,8.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
256,36,52,10.7,1.4875,9,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
257,36,52,10.5,1.55,9,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
258,35,59,12.8,1.925,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
259,38,61,7.4,1.2875,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
260,40,60,9.7,2.075,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
261,40,60,10,1.375,8.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
262,48,55,8,0.775,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
263,48,55,13.5,1.4,11,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
264,46,57,10.1,1.4125,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
265,44,61,6.5,1.55,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
266,49,62,9.5,1.3875,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
267,49,62,6.2,1.4375,3,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
268,46,64,10.7,1.5875,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
269,48,67,7,0.9125,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
270,50,73,6.8,1.1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
271,46,73,9,1.5075,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
272,44,72,10.5,0.9375,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
273,38,74,8.4,0.95,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
274,38,74,9.5,1.0875,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
275,27,73,7.5,0.925,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
276,27,66,8.8,1.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
277,70,59,11.3,1.375,11,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
278,63,56,12,1.325,11,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
279,74,63,6.2,1.15,6,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
280,74,67,9,1.65,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
281,68,65,8.5,0.9625,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
282,67,66,10.5,1.1375,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
283,70,70,10.1,3.15,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
284,70,70,9.5,1.5125,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
285,74,73,6.3,0.5625,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
286,62,62,7.7,1.325,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
287,58,66,6.7,0.825,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
288,58,66,6.7,0.925,5.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
289,50,65,6.5,0.6625,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
290,54,55,10,1.175,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
291,54,55,8.5,0.6125,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
292,58,58,11.7,1.3625,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
293,92,53,9,1.4125,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
294,96,59,6.5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
295,97,59,7.5,1.625,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
296,97,59,7.7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
297,99,60,9.3,1.475,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
298,95,61,9.8,1.6125,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
299,82,51,6.2,1.0625,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
300,76,52,10.6,1.4625,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
301,80,63,6.4,0.7875,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
302,78,62,7.9,1.025,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
303,77,62,6.2,0.75,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
304,76,64,7.3,1.25,6,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
305,77,65,7.6,1.7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
306,92,65,7,0.9875,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
307,92,69,9.4,1.1625,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
308,90,69,6.9,0.9375,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
309,95,74,6.5,0.8375,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
310,96,70,7.7,0.9,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
311,100,71,12.8,2.05,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
312,98,74,7,1.15,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
313,18,98,6.5,0.65,8,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
314,18,96,11.5,1.45,11,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
315,20,95,7,1.2875,7,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
316,21,94,6.1,0.8875,6,0,0,0,0,0,0,0,0,0,0,0,0,Mezzetia,umbellata
317,24,91,7.6,1.0875,8.5,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
318,19,88,7,0.925,7,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
319,20,87,7.9,1.2625,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
320,24,87,6.2,0.75,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
321,23,84,6.6,0.8125,5.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
322,22,82,6.5,0.675,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
323,21,80,10.5,1.5875,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
324,20,78,9.3,1.225,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
325,19,80,6.8,0.8,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
326,19,79,7.4,1.1125,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
327,19,84,7.1,0.7375,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
328,13,83,8.5,1.3625,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
329,12,86,10.5,1.9625,3,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
330,2,84,7,0.85,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
331,4,80,10.3,0.875,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
332,5,76,7.8,1.0875,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
333,7,75,9.8,1.625,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
334,8,76,10.5,0.9375,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
335,11,76,6.8,1.4,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
336,4,91,6.7,0.9625,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
337,0,92,10.1,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
338,2,93,7.5,1.1625,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
339,1,98,10.3,1.6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
340,1,96,7,0.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
341,9,97,7.9,1.4125,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
342,10,90,9.7,1.275,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
343,12,91,6.7,0.85,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
344,14,89,7.3,1.25,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
345,31,93,10.1,1.675,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
346,30,92,7,0.55,5,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
347,33,92,13.9,1.525,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
348,25,75,12.9,1.35,6.2,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
349,40,91,6.4,0.85,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
350,40,100,10.1,1.7,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
351,46,99,7,0.95,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
352,50,84,6.9,0.925,3,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
353,50,82,6.3,0.6,3,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
354,45,83,10.1,1.4,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
355,41,88,9,1.6875,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
356,42,83,7.2,0.625,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
357,47,76,6.3,0.925,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
358,48,75,6.4,0.725,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
359,47,75,7.4,0.975,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
360,44,77,7.6,1.0625,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
361,40,78,6.6,0.85,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
362,39,78,6.2,0.675,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
363,38,76,6.8,1.525,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
364,36,83,6.4,0.7875,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
365,35,85,9.9,1.425,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
366,27,83,10.6,1.775,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
367,74,90,12,1.2475,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
368,73,93,6.1,0.725,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
369,71,91,9.4,1.2,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
370,70,97,7,1.375,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
371,66,91,12.4,1.85,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
372,63,91,8.3,1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
373,63,88,7.9,1.0625,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
374,61,97,9.5,1.2125,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
375,60,98,7.3,1.2875,3,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
376,60,97,6.6,0.825,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
377,60,97,6.3,0.9875,3,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
378,54,99,7,1.3125,4,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
379,51,98,9.2,1.4625,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
380,53,92,6.8,0.9125,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
381,54,92,10.9,1.4375,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
382,54,92,6.8,1.325,6,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
383,53,91,7.7,0.925,4.1,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
384,57,92,10,1.9625,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
385,58,92,9.9,2.1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
386,53,84,7.5,1.625,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
387,55,83,8.7,1.95,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
388,60,84,6.7,1.175,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
389,53,80,8.5,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
390,54,79,6.6,0.9,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
391,52,76,14.6,1.9125,10,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
392,59,76,9.3,1.275,4.2,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
393,55,92,6.5,1.0875,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
394,69,80,7,0.8,4,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
395,69,82,10.5,1.025,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
396,72,77,7.7,1.4375,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
397,76,76,7.5,1.25,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
398,80,81,8.4,1.2375,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
399,78,85,9.2,1.1875,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
400,76,87,6,0.8125,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
401,78,88,6.5,0.9375,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
402,85,97,6.3,1.3,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
403,77,94,7.6,0.85,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
404,78,94,6.8,1.1625,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
405,80,98,10,1.425,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
406,86,98,8.2,1.175,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
407,85,97,6.3,1.075,5,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
408,86,94,8,1.9625,6.2,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
409,92,99,6.1,0.91,7,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
410,91,98,6,0.5875,7,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
411,91,96,7.1,1.4125,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
412,91,94,6.7,0.4375,5,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,balangeran
413,96,96,8,1.3375,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
414,98,94,10.1,1.575,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
415,100,94,8.1,1.3,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
416,96,90,7.2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
417,94,90,10.7,1.55,8,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
418,93,90,7.4,1.15,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
419,91,92,6.1,0.825,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
420,90,92,7.8,1.1375,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
421,90,91,7.5,1.55,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
422,91,90,6.9,0.725,5,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
423,91,90,6.1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
424,92,88,6.5,1.1,5,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
425,89,89,8.5,1.4625,7,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
426,88,89,6.5,0.8,7,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
427,88,88,7.7,1.0125,7,0,0,0,0,0,0,0,0,0,0,0,0,Cratoxylon,glaucum
428,87,87,11.9,1.375,8,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
429,85,86,6.9,1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
430,85,86,6,1.125,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
431,88,86,7.4,1.1875,4,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
432,90,86,6.1,0.8125,3,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
433,89,78,7,1.3875,3.5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
434,85,80,9.3,1.4375,7,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
435,85,77,9.2,1.35,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
436,87,76,6.6,1.025,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
437,91,78,7.6,1.125,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
438,90,82,7.3,1.15,5,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
439,93,79,6.1,0.775,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
440,92,84,6.2,1.025,3,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
441,95,86,8,1.225,6,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
442,96,79,6.8,1.05,3,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
443,96,78,6.5,1.325,3,0,0,0,0,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus
