"","x","y","dbh","canopy_radius","height","fruiting_jan","fruiting_feb","fruiting_mar","fruiting_apr","fruiting_may","fruiting_jun","fruiting_jul","fruiting_aug","fruiting_sep","fruiting_oct","fruiting_nov","fruiting_dec","genus","species"
"903",0.5,62,8.6,2.85,8,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","maingayi"
"904",4.2,61.9,17,2.85,11,0,0,0,0,0,0,0,0,0,0,0,0,"Elaeocarpus","mastersii"
"905",4.2,61.9,17,2.85,11,0,0,0,0,0,0,0,0,0,0,0,0,"Elaeocarpus","mastersii"
"906",0.1,66.1,13.3,0.9,4,0,0,0,0,0,0,0,0,0,0,0,0,"Shorea","teysmanniana"
"907",1.1,66.3,13.4,2.025,15,0,0,0,0,0,0,0,0,0,0,0,0,"Shorea","teysmanniana"
"908",1.2,66.5,11.4,2.4125,17,1,0,0,0,0,0,0,0,0,0,1,1,"Madhuca","mottleyana"
"909",0.8,66.9,8.1,2.95,17,0,0,0,0,0,0,0,0,0,0,0,0,"Stemonurus","cf. scorpiodes"
"910",4.05,67,6.9,2.5,16,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","sp. 4"
"911",6.2,69.8,8.5,1.2375,11,0,0,0,0,0,0,0,0,0,0,0,0,"Gonystylus","bancanus"
"912",6.5,70.85,20.5,3.875,11,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"913",6.5,72.9,13.1,0.9125,6.5,0,0,0,0,0,0,0,0,0,0,0,0,"Blumeodendron","tokbrai (elateriospermum)"
"914",7.1,73,6.7,3.25,18,0,0,0,0,0,0,0,0,0,0,0,0,"Neoscortechinia","kingii"
"915",0.3,74.55,13.1,2.0625,15.5,0,0,0,0,0,0,0,0,0,0,0,0,"Elaeocarpus","mastersii"
"916",0.3,74.55,13.1,2.0625,15.5,0,0,0,0,0,0,0,0,0,0,0,0,"Elaeocarpus","mastersii"
"917",2.6,74.65,6.7,1.375,8.5,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"918",3.6,75.65,12.6,1.6875,16,0,0,0,0,0,0,0,0,0,0,0,0,"Elaeocarpus","mastersii"
"919",3.6,75.65,12.6,1.6875,16,0,0,0,0,0,0,0,0,0,0,0,0,"Elaeocarpus","mastersii"
"920",2.7,78.4,9.9,1.55,16,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"921",7.35,74.3,16.1,2.625,12,0,0,0,0,0,0,0,0,0,0,0,0,"Elaeocarpus","mastersii"
"922",7.35,74.3,16.1,2.625,12,0,0,0,0,0,0,0,0,0,0,0,0,"Elaeocarpus","mastersii"
"923",11.1,71.8,13.4,3.225,18,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"924",12.5,74.3,8.1,1.2625,7.5,0,0,0,0,0,0,0,0,0,0,0,0,"Diospyros","areolata (bantamensis)"
"925",13.2,75.3,16.2,1.65,10,0,0,0,0,0,1,1,0,0,1,0,0,"Tetramerista","glabra"
"926",15.7,78.2,36.5,5.25,33.0836667545658,0,0,0,0,0,0,0,0,0,0,0,0,"Campnosperma","coriaceum"
"927",17.4,78,23.8,3.25,28.1547003559006,0,0,0,0,0,0,0,0,0,0,0,0,"Shorea","teysmanniana"
"928",19.2,79,14.6,1.95,13,0,0,0,0,0,0,0,0,0,0,0,0,"Mezzetia","umbellata"
"929",19.65,77.3,19.7,2.4125,19,0,0,0,0,0,0,0,0,0,0,0,0,"Stemonurus","cf. scorpiodes"
"930",17,77.5,12,2.5125,12,0,0,0,0,0,0,0,0,0,0,0,0,"Calophyllum","cf. hosei (cf. fragrans)"
"931",19.95,76.1,9.8,1.725,13,0,0,0,0,0,0,0,0,0,1,0,0,"Palaquium","pseudorostratum"
"932",10.6,76.9,6.2,1.725,6,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","sp. 2"
"933",8.2,71.6,32.7,5.1725,34.7073141933929,0,0,0,0,0,0,0,1,1,1,0,0,"Xylopia","fusca"
"934",14.2,71,17.7,3.15,18,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"935",12.7,68.7,36.5,4.8125,30.4706632442122,0,0,0,0,0,0,0,0,0,0,0,0,"Diospyros","areolata (bantamensis)"
"936",11.6,65.7,10.1,1.575,13,0,0,0,0,0,0,0,0,0,0,0,0,"Licania","splendens"
"937",10.75,63,21.5,3.6,17,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"938",8.6,63.25,12.7,1.55,10,0,0,0,0,0,1,1,0,0,1,0,0,"Tetramerista","glabra"
"939",10.2,60.9,17.5,2.425,16,0,0,0,0,0,0,0,0,0,0,0,0,"Xylopia","cf. malayana"
"940",13.8,61.4,30.5,2.4375,29.2,0,0,0,0,0,0,0,0,0,0,0,0,"Diospyros","areolata (bantamensis)"
"941",13.75,60.5,11.8,1.6875,16,0,0,0,0,0,0,0,0,0,0,0,0,"Isonandra","lanceolata"
"942",14,61.7,16.1,2.6,17.5,0,0,0,0,0,0,0,0,0,0,0,0,"Gymnacranthera","farquhariania"
"943",15.6,64.2,18.7,2.3375,17,0,0,0,0,0,0,0,0,0,0,0,0,"Neoscortechinia","kingii"
"944",16.9,63.8,9.6,1.8,12,0,0,0,0,0,0,0,0,0,0,0,0,"Diospyros","areolata (bantamensis)"
"945",19.55,65.85,13.1,1.225,7,0,0,0,0,0,0,0,0,0,0,0,0,"Gymnacranthera","farquhariania"
"946",18.5,62.85,17.4,2.2625,13,0,0,0,0,0,0,0,0,0,0,0,0,"Neoscortechinia","kingii"
"947",20.3,60.3,10.9,2.6375,15,0,0,0,0,0,0,0,0,0,0,0,0,"Shorea","teysmanniana"
"948",20.8,60.75,11.2,3.425,15,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","maingayi"
"949",20.8,60.75,11.2,3.425,15,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","maingayi"
"950",23.6,60.8,9.7,1.925,10,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"951",20.1,62.2,21.8,3.2625,19,0,0,0,0,0,0,0,0,0,0,0,0,"Campnosperma","squamatum"
"952",23.65,62.1,9.1,1.4375,8,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"953",21.5,62.75,7.8,1.375,10,0,0,0,0,0,0,0,0,0,0,0,0,"Blumeodendron","tokbrai (elateriospermum)"
"954",21.45,64.95,8.7,1.4375,10,0,0,0,0,0,0,0,0,0,0,0,0,"Gonystylus","bancanus"
"955",23.25,64.7,7.5,1.55,16,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"956",24.73,64.5,7.5,1.575,7,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"957",26.8,63.6,9.8,1.545,6.5,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"958",21.1,67.4,28.7,3.075,6,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"959",25.9,67,25.5,5.15,28.5,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"960",27.9,67.7,21.6,4.6,24.5752398573752,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"961",28.9,66.75,7.3,2.8125,18,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","sp. 4"
"962",25.5,69.1,11.1,1.6,17,1,0,0,0,0,0,0,0,0,0,1,1,"Madhuca","mottleyana"
"963",26.8,68,7.3,1.2875,8.5,0,0,0,0,0,0,0,0,0,0,0,0,"Palaquium","ridleyii"
"964",23.7,72.3,11.7,2.375,17,1,0,0,0,0,0,0,0,0,1,1,0,"Garcinia","bancana"
"965",20.7,72.7,6.9,1.5,10,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"966",24.65,74.2,15.5,2.15,18,0,0,0,0,0,0,0,0,0,0,0,0,"Horsfieldia","crassifolia"
"967",27.35,74.6,8.2,1.45,11,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","sp. 4"
"968",25.75,75.5,39.4,3.75,31.121986485941,0,0,0,0,0,0,0,0,0,0,0,0,"Diospyros","areolata (bantamensis)"
"969",25.3,75.8,6.5,1.3,12,0,0,0,0,0,0,0,0,0,0,0,0,"Stemonurus","cf. scorpiodes"
"970",20.5,76.9,17.3,1.375,22.2623827915009,0,0,0,0,0,0,0,0,0,0,0,0,"Litsea","cf. elliptica"
"971",20.3,77.8,9.5,1.575,11,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","sp. 4"
"972",20.16,78.3,7.2,4.25,9.5,0,0,0,0,0,0,0,0,0,1,1,0,"Maasia (Polyalthia)","hypoleuca"
"973",25.1,79.1,16.3,3.65,18,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","maingayi"
"974",25.1,79.1,16.3,3.65,18,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","maingayi"
"975",26.55,78.7,23.5,4.925,28.05,0,0,0,0,0,0,0,0,0,0,0,0,"Lithocarpus","conocarpus"
"976",27.2,79.65,41.3,5.25,31.708660403354,1,1,0,0,0,0,1,1,1,1,1,1,"Aglaia","rubiginosa"
"977",31.2,75.2,24.3,3.625,25.6422193701768,0,0,0,0,0,0,0,0,0,0,0,0,"Palaquium","ridleyii"
"978",32.7,73.5,41.8,3.975,33.1348769457281,0,0,0,0,0,0,0,0,0,1,0,0,"Palaquium","pseudorostratum"
"979",33.15,75.4,8.8,2.575,11,0,0,0,0,0,0,0,0,0,0,0,0,"Gonystylus","bancanus"
"980",32.1,77.7,28.7,4.175,29.8206191281444,0,0,0,0,0,0,0,0,0,0,0,0,"Calophyllum","hosei"
"981",33.1,78.1,13.9,4.55,27.8024699702805,1,0,0,0,0,0,0,0,0,1,1,0,"Parartocarpus","venenosus"
"982",34.2,77.6,27.8,3.875,22.7613439639387,0,0,0,0,0,0,0,0,0,0,0,0,"Neoscortechinia","kingii"
"983",36.4,79.7,13.4,3.2,18,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","maingayi"
"984",36.4,79.7,13.4,3.2,18,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","maingayi"
"985",38.2,79.2,30.3,4.65,26.3527275309737,0,0,0,0,0,0,0,0,0,0,0,0,"Calophyllum","hosei"
"986",38.65,78.5,9.1,1.2,16,1,0,0,0,0,0,0,0,0,0,1,1,"Madhuca","mottleyana"
"987",38.65,77.5,7.4,1.7,10,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"988",38.2,76.7,9.8,1.85,10,0,0,0,0,0,0,0,0,0,0,0,0,"Litsea","sp. 1 cf. resinosa"
"989",35.5,75,15.3,1.5375,16,0,0,0,0,0,0,0,0,0,0,0,1,"Dyera","polyphylla (lowii)"
"990",35.7,75,12.2,2.45,17,0,0,0,0,0,0,0,0,0,0,0,0,"Palaquium","ridleyii"
"991",35.7,71.2,9.2,1.6875,8,0,0,0,0,0,0,0,0,0,0,0,0,"Garcinia","sp. 1"
"992",39.5,71.4,24.1,3.8625,23.483558555506,0,0,0,0,0,0,0,0,0,0,0,0,"Shorea","teysmanniana"
"993",30.2,70,12.2,1.4125,12,0,0,0,0,0,0,0,0,0,0,0,0,"Horsfieldia","crassifolia"
"994",29.9,69.2,7.3,1.505,9,0,0,0,0,0,0,0,0,0,1,1,0,"Maasia (Polyalthia)","hypoleuca"
"995",29.6,67.8,8.1,2.025,9,1,0,0,0,0,0,0,0,0,1,1,0,"Garcinia","sp. 11"
"996",29.6,67.4,8.5,1.5125,12,0,0,0,0,0,0,0,0,0,0,0,0,"Diospyros","areolata (bantamensis)"
"997",36.9,67,33.1,3.6,29.8637355037422,0,0,0,0,0,0,0,0,0,0,0,0,"Shorea","teysmanniana"
"998",39.8,67,10,0.6875,5.5,0,0,0,0,0,0,0,0,0,0,0,0,"Myristica","lowiana"
"999",39.7,66.45,8.7,1.25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,"Diospyros","areolata (bantamensis)"
"1000",39.6,64.4,12.1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"1001",36.1,65.5,9.1,2.2375,9.5,0,0,0,0,0,0,0,0,0,0,0,0,"Tristaniopsis","sp. 4"
"1002",30.9,66.1,11.4,2.5125,11,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"1003",34.2,64.9,19,2.55,15,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"1004",34.3,64.7,16.5,2.425,11,0,0,0,0,0,0,0,0,0,0,0,0,"Litsea","sp. 1 cf. resinosa"
"1005",32.9,64.7,7.8,1.7375,11,0,0,0,0,0,0,0,0,0,0,0,0,"Blumeodendron","tokbrai (elateriospermum)"
"1006",30.9,61.4,8.3,2.2125,5.5,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"1007",30.3,68,10.1,2.35,13,0,0,0,0,0,0,0,0,0,0,0,0,"Lithocarpus","conocarpus"
"1008",33.2,60.2,31.5,3.7125,29,0,0,0,0,0,0,0,0,0,0,0,0,"Campnosperma","coriaceum"
"1009",40.8,60,14.3,3.5,16,0,0,0,0,0,0,0,0,0,0,0,0,"Calophyllum","soulattri"
"1010",40.7,60.4,22.2,4.175,16,0,0,0,0,0,0,0,0,0,0,0,0,"Neoscortechinia","kingii"
"1011",44.5,61.2,7.1,1.325,11,0,0,0,0,0,0,0,0,0,0,0,0,"Palaquium","ridleyii"
"1012",46.8,62.5,15.2,1.85,14,0,0,0,0,0,0,0,0,0,0,0,0,"Shorea","teysmanniana"
"1013",44.6,65.3,6.4,2.725,7,0,0,0,0,0,1,1,0,0,1,0,0,"Tetramerista","glabra"
"1014",42.25,67.4,29.1,3.2,27,0,0,0,0,0,0,0,0,0,0,0,0,"Diospyros","areolata (bantamensis)"
"1015",41.7,67.4,11.2,1.975,15,0,0,0,0,0,0,0,0,0,0,0,0,"Palaquium","ridleyii"
"1016",41.4,72.8,8.4,1.775,8.5,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","sp. 4"
"1017",42.45,73.5,12.5,2.025,12,0,0,0,0,0,0,0,0,0,0,0,0,"Palaquium","ridleyii"
"1018",42.35,74,9.4,2.575,7,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","sp. 4"
"1019",43.15,74.5,7.7,0.65,8,0,0,0,0,0,0,0,0,0,0,0,0,"Horsfieldia","crassifolia"
"1020",44.7,77.4,21.4,3.2,17,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"1021",46.7,77.6,8.7,1.1,11,0,0,0,0,0,0,0,0,0,0,0,0,"Campnosperma","coriaceum"
"1022",47,80,27.9,3.95,22,0,0,0,0,0,0,0,0,0,0,1,0,"Santiria","sp. 1"
"1023",47.45,78.2,12.5,2.15,17,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"1024",47.45,77.5,15.2,3.275,17,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","lappaceum"
"1025",47.65,75.8,9.4,2.9375,8,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","havilandii"
"1026",47.65,75.8,9.4,2.9375,8,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","havilandii"
"1027",47,60.4,8.1,1.55,12,0,0,0,0,0,0,0,1,0,0,0,0,"Memecylon","sp. 1"
"1028",59,62.4,18.4,2.85,9,0,0,0,0,0,0,0,0,0,0,0,0,"Litsea","sp. 1 cf. resinosa"
"1029",59,64.1,7.1,1.075,6,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"1030",57.6,63.8,17.1,3.05,11,0,0,0,0,0,0,0,0,0,0,0,0,"Garcinia","sp. 1"
"1031",56.3,65,10.4,1.75,9,0,0,0,0,0,0,0,0,0,0,0,0,"Licania","splendens"
"1032",58,65.7,7.4,2.05,8,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","havilandii"
"1033",58,65.7,7.4,2.05,8,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","havilandii"
"1034",55.6,62.6,14.9,1.7,12,0,0,0,0,0,0,0,0,0,0,0,0,"Shorea","teysmanniana"
"1035",54.8,63.1,11.1,0.65,10,0,0,0,0,0,0,0,1,0,0,0,0,"Memecylon","sp. 1"
"1036",54.8,62.8,6.6,1.5875,9,0,0,0,0,0,0,0,0,0,0,0,0,"Palaquium","ridleyii"
"1037",53.6,64.1,8.3,1.725,9,0,0,0,0,0,0,0,0,0,0,0,0,"Stemonurus","cf. scorpiodes"
"1038",52,63.8,23.9,3.975,13,0,0,0,0,0,0,0,0,0,0,0,0,"Litsea","sp. 1 cf. resinosa"
"1039",51.45,67.1,20.8,2.65,14,0,0,0,0,0,0,0,0,0,0,0,0,"Calophyllum","soulattri"
"1040",48.8,67.2,14.1,2.825,17,0,0,0,0,0,0,0,0,0,1,1,0,"Maasia (Polyalthia)","hypoleuca"
"1041",48.8,67.1,10.3,1.475,16,1,0,0,0,0,0,0,0,0,1,1,0,"Parartocarpus","venenosus"
"1042",51.6,68.6,14.7,1.85,15,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","havilandii"
"1043",51.6,68.6,14.7,1.85,15,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","havilandii"
"1044",51.7,68.6,9.1,1.4,8,0,0,0,0,0,0,0,0,0,0,0,0,"Licania","splendens"
"1045",58.9,71.2,9.8,1.575,9,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"1046",58.9,74.3,24.2,1.275,11,0,0,0,0,0,0,0,0,0,0,0,0,"Gymnacranthera","farquhariania"
"1047",58.8,72.4,6.1,1.275,7,0,0,0,0,0,0,0,0,0,0,0,0,"Palaquium","ridleyii"
"1048",58.1,73.4,10.9,1.1,10,0,0,0,0,0,0,0,1,0,0,0,0,"Memecylon","sp. 1"
"1049",56.1,76.3,7.9,2.175,9,0,0,0,0,0,0,0,0,0,0,0,0,"Lithocarpus","conocarpus"
"1050",54.8,73.4,13.1,2.525,14,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"1051",52.2,71.4,21.1,2.075,24,0,0,0,0,0,0,0,0,0,0,0,0,"Vatica","mangachapoi"
"1052",51.55,71.2,28.5,3.775,25,0,0,0,0,0,0,0,0,0,0,0,0,"Diospyros","areolata (bantamensis)"
"1053",51.55,71.8,30,4.675,23,0,0,0,0,0,0,0,0,0,0,0,0,"Campnosperma","squamatum"
"1054",49.3,71.2,19.8,3.5,15,0,0,0,0,0,0,0,0,0,0,0,0,"Neoscortechinia","kingii"
"1055",50.3,77.55,18.6,2.125,17,0,0,0,0,0,0,0,0,0,0,0,0,"Mezzetia","umbellata"
"1056",50.2,79.6,6.8,1.375,9,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"1057",50.2,79,20.7,3.225,12,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","maingayi"
"1058",50.2,79,20.7,3.225,12,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","maingayi"
"1059",50.6,79.8,21.6,2.925,18,0,0,0,0,0,0,0,0,0,0,0,0,"Calophyllum","hosei"
"1060",50.6,80,21,5.05,8,0,0,0,0,0,0,0,0,0,0,0,0,"Calophyllum","cf. hosei (cf. fragrans)"
"1061",49.9,79.75,6.6,1.075,8.5,0,0,0,0,0,0,0,0,0,0,0,0,"Licania","splendens"
"1062",67,60.3,9.2,1.4625,9,0,0,0,0,0,0,0,0,0,0,0,0,"Maasia (Polyalthia)","glauca"
"1063",67,60.3,9.2,1.4625,9,0,0,0,0,0,0,0,0,0,0,0,0,"Maasia (Polyalthia)","glauca"
"1064",66.3,60.7,6.3,1.525,7,0,0,0,0,0,0,0,0,0,0,0,0,"Licania","splendens"
"1065",60.6,61.35,13.4,2.6375,10,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","sp. 4"
"1066",63.15,61.95,17.6,1.95,16,0,0,0,0,0,0,0,0,0,0,0,0,"Campnosperma","coriaceum"
"1067",61.55,62.1,14.6,3.8625,9,1,0,0,0,0,0,0,0,0,1,1,0,"Parartocarpus","venenosus"
"1068",61.2,62.1,19.1,2.5375,13,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","havilandii"
"1069",61.2,62.1,19.1,2.5375,13,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","havilandii"
"1070",60.75,60.2,10.3,1.3625,16,0,0,1,1,0,0,0,0,0,0,0,0,"Combretocarpus","rotundatus"
"1071",63.1,63.65,9.6,2.2625,11,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"1072",64.65,63.2,7.8,1.45,7,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"1073",60.85,65.05,6.6,1.7375,6,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"1074",86.5,64.85,25.3,3.475,18,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"1075",63.25,64.5,10.3,1.6625,11,0,0,0,0,0,0,0,0,0,0,0,0,"Tristaniopsis","sp. 4"
"1076",65.7,66,6.2,1.35,7,1,0,0,0,0,0,0,0,0,1,1,0,"Garcinia","bancana"
"1077",65.45,66.1,27.4,4.7375,26,0,0,0,0,0,0,0,1,1,1,0,0,"Xylopia","fusca"
"1078",65.45,66.35,9.4,2.1,10,0,0,0,0,0,0,0,0,0,0,0,0,"Licania","splendens"
"1079",66.2,66.6,20.1,3.0375,17,0,0,0,0,0,0,0,0,0,0,0,0,"Shorea","teysmanniana"
"1080",68.1,68,10.6,1.75,11,0,0,0,0,0,0,0,1,1,1,0,0,"Xylopia","fusca"
"1081",67.5,67.9,6.9,1.1625,10,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"1082",66.6,68.8,10.4,1.775,11,0,0,0,0,0,0,0,0,0,0,0,0,"Lithocarpus","conocarpus"
"1083",65.4,67.9,11.2,2.4625,10,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","havilandii"
"1084",65.4,67.9,11.2,2.4625,10,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","havilandii"
"1085",63.7,68.9,12.7,5.7875,14,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","lappaceum"
"1086",60.4,70,30.3,5.7,20,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","havilandii"
"1087",60.4,70,30.3,5.7,20,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","havilandii"
"1088",62.2,70,35.8,2.625,23,1,1,1,1,1,1,1,1,0,1,1,1,"Diospyros","siamang"
"1089",61.2,61.4,7.7,1.7125,5.5,0,0,0,0,0,0,0,0,0,0,0,0,"Calophyllum","soulattri"
"1090",63.5,70.95,6.4,1.1875,6,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"1091",62.3,74.6,18.3,4.625,9,0,0,0,0,0,0,0,0,0,0,0,0,"Mesua","sp. 1"
"1092",60.9,75.1,8,2.925,7,0,0,0,0,0,0,0,0,0,0,0,0,"Magnolia","bintulensis"
"1093",60.55,75.8,14.8,2.3925,12,0,0,0,0,0,0,0,0,0,0,0,0,"Palaquium","cochlearifolium"
"1094",60.5,76.7,7.2,3.6525,14,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"1095",64.65,79.3,13.7,5.265,15,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","lappaceum"
"1096",65.65,80,10.9,4.9,7,0,0,0,0,0,0,0,0,0,0,0,0,"Nephelium","lappaceum"
"1097",67.7,78.1,6.3,5.5525,8,0,0,0,0,0,1,1,0,0,1,0,0,"Tetramerista","glabra"
"1098",68.7,76.3,10.7,1.825,12,0,0,0,0,0,0,0,0,0,0,0,0,"Blumeodendron","tokbrai (elateriospermum)"
"1099",68.6,75.5,9.5,1.875,12,1,0,0,0,0,0,0,0,0,1,1,0,"Garcinia","bancana"
"1100",68.7,74.3,17.3,2.5125,15,0,0,0,0,0,0,0,1,1,1,0,0,"Xylopia","fusca"
"1101",68.6,72.4,16,2.6875,12,0,0,0,0,0,0,0,0,0,0,0,0,"Ilex","hypoglauca"
"1102",68.5,69.9,19.9,4.975,12,0,0,0,0,0,0,0,0,0,0,0,0,"Campnosperma","coriaceum"
"1103",70.6,71.8,10.9,2.0875,9,0,0,0,0,0,1,1,0,0,1,0,0,"Tetramerista","glabra"
"1104",70.6,77.2,10.5,1.9375,9,1,0,0,0,0,0,0,0,0,1,1,0,"Garcinia","bancana"
"1105",73.7,78.1,16.8,1.55,13,0,0,0,0,0,0,0,0,0,0,0,0,"Neoscortechinia","kingii"
"1106",73.7,77.7,7.3,1.8,7,0,0,0,0,0,0,0,0,0,0,0,0,"Litsea","sp. 1 cf. resinosa"
"1107",76,76.8,11.2,1.4875,14,0,0,0,0,0,0,0,0,0,0,0,0,"Knema","intermedia"
"1108",76.4,77.1,11.1,1.775,11,0,0,0,0,0,0,0,0,0,0,0,0,"Stemonurus","cf. scorpiodes"
"1109",76.4,78.7,52.5,4.675,37.6815853421413,0,0,0,0,0,0,0,0,0,0,0,0,"Vatica","mangachapoi"
"1110",76.4,79.5,19,2.525,17,0,0,0,0,0,0,0,0,0,0,0,0,"Calophyllum","hosei"
"1111",78.3,79.6,12.4,1.9,15,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"1112",76.1,78.9,6.5,1.975,7,0,0,0,0,0,0,0,0,0,0,0,0,"Syzygium","sp. 4"
"1113",77.2,74.75,11.8,0.975,11,0,0,0,0,0,0,0,0,0,0,0,0,"Ilex","hypoglauca"
"1114",79.6,74.2,23.2,2.225,28.6029180870261,0,0,0,0,0,0,0,0,0,0,0,0,"Calophyllum","hosei"
"1115",80,73.8,31.3,3.375,28.2672782345552,0,0,0,0,0,0,0,0,0,0,0,0,"Shorea","teysmanniana"
"1116",79.1,72.85,7.7,1.425,13,0,0,0,0,0,0,0,0,0,0,0,0,"Xerospermum","laevigatum / noronhianum"
"1117",77.2,70.6,7.4,1.85,9,0,0,0,0,0,1,1,0,0,1,0,0,"Tetramerista","glabra"
"1118",77.4,72.2,14.8,3.55,15,0,0,0,0,0,0,0,0,0,0,0,0,"Stemonurus","cf. scorpiodes"
"1119",78.3,78.5,6.2,2.4,6.5,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"1120",77,73.1,17.9,2.15,16,0,0,0,0,0,0,0,0,0,0,0,0,"Tristaniopsis","sp. 4"
"1121",79.4,73.1,24.2,4.175,18,0,0,0,0,0,0,0,0,0,0,0,0,"Neoscortechinia","kingii"
"1122",79.6,68.3,9.1,2.8875,11,0,0,0,0,0,0,0,0,0,0,0,0,"Elaeocarpus","mastersii"
"1123",79.6,68.3,9.1,2.8875,11,0,0,0,0,0,0,0,0,0,0,0,0,"Elaeocarpus","mastersii"
"1124",79.4,67.1,12.5,3.175,12,0,0,0,0,0,0,0,0,0,0,0,0,"Elaeocarpus","mastersii"
"1125",79.4,67.1,12.5,3.175,12,0,0,0,0,0,0,0,0,0,0,0,0,"Elaeocarpus","mastersii"
"1126",78.7,65.4,10.5,3.225,9,0,0,0,0,0,0,0,0,0,0,1,0,"Santiria","sp. 1"
"1127",77.6,65.1,7.8,1.7,10,0,0,0,0,0,0,0,0,0,0,0,0,"Tetractomia","tetrandra"
"1128",71.5,69.1,25.1,3.525,27.5,0,0,0,0,0,0,0,0,0,0,0,0,"Campnosperma","coriaceum"
"1129",70.7,71.2,27.9,4.8,27,0,0,0,0,0,0,0,1,1,1,0,0,"Xylopia","fusca"
