n,x,y,dbh,canopy_radius,height,fruiting_jan,fruiting_feb,fruiting_mar,fruiting_apr,fruiting_may,fruiting_jun,fruiting_jul,fruiting_aug,fruiting_sep,fruiting_oct,fruiting_nov,fruiting_dec,genus,species,status
309,35,26,10.4,1.75,17,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
310,39,26,14.8,3.225,13,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
311,40,24,10.9,2.1,17,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
312,37,24,12.3,1.525,15,0,0,0,0,0,0,0,1,0,0,0,0,Memecylon,sp. 1,untouched
313,37,22,9.1,1.1,17,0,0,0,0,0,0,0,0,0,0,0,0,Drepananthus (Cyathocalyx),biovulatus,untouched
314,37,21,17,2.05,18,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
315,34,23,6.6,1.575,10,0,0,0,0,0,0,0,0,0,0,0,0,Xylopia,cf. malayana,untouched
316,35,21,6,2.1,9,0,0,0,0,0,0,0,0,0,0,0,0,Xylopia,cf. malayana,untouched
317,32,20,10,1.2,17,0,0,0,0,0,0,0,0,0,0,0,0,Vatica,mangachapoi,untouched
318,30,21,16.2,2.725,14,0,0,0,0,0,0,0,1,0,0,0,0,Memecylon,sp. 1,untouched
319,30,20,6.9,0.45,6,1,0,0,0,0,0,0,0,0,1,1,0,Parartocarpus,venenosus,untouched
320,31,23,6.5,1.675,11,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,cf. elliptica,untouched
321,30,25,15,2.45,16,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,hosei,untouched
322,28,27,26.5,3.775,18.785452402252,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
323,41,20,67,4.4,35.172377494775,0,0,1,1,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus,untouched
324,44,21,21.5,1.9375,20.5211401749564,1,1,0,0,0,0,1,1,1,1,1,1,Aglaia,rubiginosa,untouched
325,46,21,24,2.85,22.0160808695445,0,0,0,0,0,0,0,0,0,0,0,0,Xylopia,coriifolia,untouched
326,47,22,8,1.7275,11,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,sp. 1 cf. resinosa,untouched
327,48,23,9.5,2.875,12,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
328,46,25,9.5,1.45,8,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
329,46,26,24,2.9,20.4489463767632,0,0,0,0,0,0,0,1,0,0,0,0,Memecylon,sp. 1,untouched
330,43,27,24,3.15,23.8052691685134,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,sclerophyllum,untouched
331,42,27,49,5.475,24.0454340510326,0,0,0,0,0,0,0,0,0,0,0,0,Vatica,mangachapoi,untouched
332,40,25,7,1.475,11,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
333,40,27,10,1.65,13,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
334,41,23,16,1.8,18,0,0,0,0,0,0,0,0,0,0,0,0,Xylopia,cf. malayana,untouched
335,43,29,13,2.225,11,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
336,44,30,32.5,2.625,27.51007850376,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,ridleyii,untouched
337,46,29,6.8,1.2125,6,0,0,0,0,0,0,0,0,0,0,0,0,Gonystylus,bancanus,untouched
338,44,29,7,1.35,12,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
339,42,30,10.5,1.225,14,0,0,0,0,0,0,0,0,0,0,0,0,Horsfieldia,crassifolia,untouched
340,43,33,20.5,3.375,19,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
341,45,33,18.2,2.4,18,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,hosei,untouched
342,45,34,14.3,2.725,14,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
343,46,35,10.5,1.325,15,0,0,0,0,0,0,0,0,0,0,0,0,Ilex,hypoglauca,untouched
344,46,37,19.8,2.1,17,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
345,45,37,15.4,1.925,15,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
346,44,39,7.7,1.68,10,0,0,0,0,0,0,0,0,0,0,0,0,Horsfieldia,crassifolia,untouched
347,45,40,52.3,3.825,18,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,hosei,untouched
348,41,39,10.5,1.8,14,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
349,41,36,8.4,1.325,9.5,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
350,42,36,9.7,1.7675,15,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
351,43,36,29.7,2.625,24.8,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
352,42,35,9.9,1.715,13,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
353,40,35,34.1,2.5,27.0440878410714,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
354,49,32,8.9,1.2375,8,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
355,50,33,10,2.2575,8,0,0,0,0,0,0,0,0,0,0,0,0,Isonandra,lanceolata,untouched
356,53,33,12.3,2.9,10,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
357,52,36,10.5,1.71,8,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
358,54,32,7.5,1.1,6,0,0,0,0,0,0,0,0,0,0,0,0,Magnolia,bintulensis,untouched
359,57,32,15.7,3.475,13,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
360,56,31,14.9,0.925,13,0,0,0,0,0,0,0,0,0,0,0,0,Horsfieldia,crassifolia,untouched
361,56,29,12.7,2.175,14,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
362,57,29,13.8,2.7875,14,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
363,54,29,9.6,0.85,8,0,0,0,0,0,0,0,0,0,0,0,0,Horsfieldia,crassifolia,untouched
364,52,27,10.3,2.225,9,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,sp. 1 cf. resinosa,untouched
365,50,27,11.9,1.225,17,0,0,0,0,0,0,0,0,0,0,0,0,Sandoricum,beccanarium,untouched
366,51,21,14.3,2.55,17,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
367,50,24,9.5,2.225,15.5,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
368,50,22,10.6,1.825,15.5,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
369,55,25,21.7,4.24,17,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
370,54,23,13.4,1.7825,17,0,0,0,0,0,0,0,0,0,0,0,0,Santiria,cf. laevigata,untouched
371,57,23,14.3,4.27,16,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
372,54,20,7.6,0.6875,8,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
373,58,22,10.8,1.65,10,0,0,0,0,0,0,0,0,0,0,0,0,Horsfieldia,crassifolia,untouched
374,61,24,11.7,2.675,11,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,cf. elliptica,untouched
375,61,25,7.2,1.975,12,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
376,63,25,26,4.3,19,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,sclerophyllum,untouched
377,63,24,6.7,1.46,9,0,0,0,0,0,0,0,0,0,0,0,0,Gonystylus,bancanus,untouched
378,65,23,13.7,3.15,10,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
379,65,21,8.3,0.6,8,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
380,65,27,6.6,1.025,8,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
381,67,27,12.2,1.7,18,0,0,0,0,0,0,0,0,0,0,0,0,Ilex,hypoglauca,untouched
382,62,27,5.9,1.625,9,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
383,65,29,10.2,1.6,12,0,0,0,0,0,0,0,0,0,0,0,0,Gonystylus,bancanus,untouched
384,66,31,22.3,2.975,22.0153318950286,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
385,66,32,11.3,1.825,12,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
386,63,33,24.2,3.875,18,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
387,61,34,17.8,2.95,15,0,0,0,0,0,1,1,1,0,1,0,0,Syzygium,sp. 1 cf. garcinifolia,untouched
388,65,36,8.7,1.575,11,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
389,64,36,7.7,1.125,10,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,ridleyii,untouched
390,62,38,9.8,1.1,8,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,sp. 1 cf. resinosa,untouched
391,62,37,9.2,1.825,17,0,0,0,0,0,0,0,0,0,0,0,0,Koompassia,malaccensis,untouched
392,61,37,7.4,0.7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,Gonystylus,bancanus,untouched
393,63,39,6.3,1.75,9,0,0,0,0,0,0,0,0,0,0,0,0,Xylopia,cf. malayana,untouched
394,68,27,10.9,1.9,16,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
395,69,36,12.3,1.815,16,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
396,70,36,16.2,2.825,17,1,0,0,0,0,0,0,0,0,1,1,0,Garcinia,bancana,untouched
397,68,39,8.8,2.125,9,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
398,70,39,17.5,3.3875,16,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
399,71,38,7.5,2.375,14,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,squamatum,untouched
400,70,35,18.3,2.225,19,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
401,71,36,15,2.525,17,0,0,0,0,0,0,0,0,0,0,0,0,Xylopia,cf. malayana,untouched
402,73,37,12.8,2.875,14,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
403,75,36,11.6,2.2425,17,0,0,0,0,0,0,0,0,0,0,0,0,Blumeodendron,tokbrai (elateriospermum),untouched
404,75,35,12.9,2.275,17,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
405,79,36,12.7,2.1,13,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
406,76,34,7.1,1.875,12,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
407,78,34,20.2,2.35,19.2,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,sclerophyllum,untouched
408,78,29,12.5,2.1375,13,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,coriaceum,untouched
409,79,31,6.9,1.375,13,0,0,0,0,0,0,0,0,0,0,0,0,Xylopia,cf. malayana,untouched
410,75,31,19.5,4.2,17.7072727973611,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,squamatum,untouched
411,74,33,15,3.7,17,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
412,70,31,33.4,2.95,30.694986075649,0,0,0,1,0,0,1,1,1,1,1,0,Palaquium,leiocarpum,untouched
413,68,31,26.3,4.025,19.5907926710706,0,0,0,0,0,0,0,1,1,1,0,0,Xylopia,fusca,untouched
414,68,32,15,2.58,18,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
415,69,29,12.6,1.95,12,0,0,1,1,0,0,0,0,0,0,0,0,Combretocarpus,rotundatus,untouched
416,73,29,6.1,2.025,6,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
417,69,23,31.2,3.225,32.0418441578028,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
418,69,22,7,1.7,8,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,cochlearifolium,untouched
419,70,24,17.6,2.825,18,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
420,73,24,14.7,2.35,14,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,sp. 1 cf. resinosa,untouched
421,73,22,6.8,0.95,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Magnolia,bintulensis,untouched
422,74,25,7.8,1.675,7,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,maingayi,untouched
423,76,26,6.5,1.4,6,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
424,76,25,10.6,1.325,8,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,ridleyii,untouched
425,62,23,13.2,3.675,10,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
426,82,20,7,1.625,10,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,cochlearifolium,untouched
427,87,20,7.4,1.25,9,0,0,0,0,0,0,0,0,0,0,0,0,Sandoricum,beccanarium,untouched
428,86,22,12,3.05,9,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,squamatum,untouched
429,86,23,12.3,2.4,13,0,0,0,0,0,1,1,1,0,1,0,0,Litsea,sp. 1 cf. resinosa,untouched
430,87,24,40.7,4.65,26,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
431,86,26,7.9,1.725,11,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
432,83,26,10.4,3.3125,18,0,0,0,0,0,0,0,0,0,1,0,0,Palaquium,pseudorostratum,untouched
433,82,26,7.8,0.125,7.5,0,0,0,0,0,0,0,0,0,0,0,1,Dyera,polyphylla (lowii),untouched
434,81,25,17.1,2.6775,13,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
435,80,23,17.8,3.475,14,0,0,0,0,0,1,1,1,0,1,0,0,Syzygium,sp. 1 cf. garcinifolia,untouched
436,80,27,6.3,1.25,11,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 5 cf. zeylanicum,untouched
437,81,28,14,2.0625,10,0,0,0,0,0,0,0,0,0,0,0,0,Gonystylus,bancanus,untouched
438,82,30,11,2.5025,17,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
439,81,33,14.4,2.0125,17,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
440,81,37,8.2,1.3125,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
441,82,34,7.5,1.65,11,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
442,83,39,14.5,2.525,17,0,0,0,0,0,0,0,0,0,0,0,0,Horsfieldia,crassifolia,untouched
443,86,39,14,2.825,16,0,0,0,0,0,0,0,0,0,0,0,0,Horsfieldia,crassifolia,untouched
444,85,37,8.7,1.85,8,0,0,0,0,0,0,0,0,0,0,0,0,Gonystylus,bancanus,untouched
445,86,34,15.3,2.5375,18,0,0,0,0,0,0,0,0,0,1,0,0,Palaquium,pseudorostratum,untouched
446,88,20,14,2.5,10,0,0,0,0,0,0,0,0,0,1,0,0,Litsea,sp. 1 cf. resinosa,untouched
447,89,21,13.5,2.4,13,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,cochlearifolium,untouched
448,88,24,16.2,2.3875,13,0,0,0,0,0,0,0,0,0,0,0,0,Ternstroemia,magnifica,untouched
449,90,25,8,1.6375,12,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
450,91,25,12.5,1.9875,13.5,0,0,0,0,0,0,0,0,0,0,0,0,Santiria,cf. laevigata,untouched
451,92,20,31.1,3.85,7.3,0,0,0,0,0,0,0,0,0,0,0,0,Koompassia,malaccensis,untouched
452,94,21,17.7,3.0875,18,0,0,0,0,0,0,0,0,0,0,0,0,Myristica,lowiana,untouched
453,95,22,12.5,2.625,16,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,squamatum,untouched
454,96,24,7.6,1.3375,9,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
455,97,24,9.6,1.5125,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Magnolia,bintulensis,untouched
456,99,23,8.1,1.6,9,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
457,98,27,18.7,3.4875,14,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
458,98,28,19.6,2.1625,16,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
459,99,28,6.5,3.125,6,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
460,99,29,10,2.125,13,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,sp. 1 cf. resinosa,untouched
461,97,27,6.1,0.8125,8,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,sp. 1 cf. resinosa,untouched
462,96,29,9,1.25,10,0,0,0,0,0,0,1,1,1,0,0,0,Baccaurea,bracteata,untouched
463,94,29,17.9,2.1625,18,0,0,0,0,0,0,0,0,0,1,0,0,Palaquium,pseudorostratum,untouched
464,94,27,6,1.8,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,sp. 1 cf. resinosa,untouched
465,91,30,20.3,2.4375,18,0,0,0,0,0,0,0,0,0,0,0,0,Vatica,mangachapoi,untouched
466,91,31,29.7,3.975,20,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
467,92,31,9.6,1.7625,9.5,0,0,0,0,0,0,0,0,0,0,0,0,Gymnacranthera,farquhariania,untouched
468,93,32,9.3,1.1375,11,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
469,88,30,8.6,1.55,11,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,cochlearifolium,untouched
470,88,32,10.4,2.225,12,0,0,0,0,0,0,0,0,0,0,0,0,Gonystylus,bancanus,untouched
471,88,34,14,1.675,17,0,0,0,0,0,0,0,0,0,0,0,0,Isonandra,lanceolata,untouched
472,87,35,38.9,4.45,18,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,ridleyii,untouched
473,89,33,6.6,1.75,8,1,0,0,0,0,0,0,0,0,1,1,0,Garcinia,sp. 11,untouched
474,3,40,13.8,1.8,12.5,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,cochlearifolium,untouched
475,2,41,13,3.75,13,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
476,2,43,6.7,1.2,6,0,0,0,0,0,0,0,1,1,1,0,0,Xylopia,fusca,untouched
477,1,43,6.8,1.075,5,0,0,0,0,0,0,0,0,0,0,0,0,Mezzetia,umbellata,untouched
478,0,46,10.8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
479,0,52,12,2.2,11,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
480,1,53,13,2.775,15,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,cf. elliptica,untouched
481,1,56,7.5,1.55,8.5,0,0,0,0,0,0,0,0,0,1,1,0,Maasia (Polyalthia),hypoleuca,untouched
482,1,59,10.3,2.15,10.5,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
483,5,58,8.7,1.075,5,0,0,0,0,0,0,0,0,0,0,0,0,Myristica,lowiana,untouched
484,5,59,10.6,2.9,11.5,0,0,0,0,0,0,0,0,0,1,1,0,Maasia (Polyalthia),hypoleuca,untouched
485,6,57,6.1,1.325,7,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
486,7,56,7.6,1.075,9,0,0,0,0,0,0,0,0,0,0,0,0,Dipterocarpus,borneensis,untouched
487,9,58,6,0.7,7.5,1,0,0,0,0,0,0,0,0,1,1,0,Garcinia,bancana,untouched
488,9,57,14.1,2.4,17.5,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,hosei,untouched
489,7,54,6.9,2.35,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
490,6,52,18.6,4.625,15.5,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
491,5,54,11.7,1.7,12.5,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,lappaceum,untouched
492,4,53,6.3,1.75,5.5,0,0,0,0,0,0,0,0,0,0,0,1,Garcinia,sp. 4 parvifolia,untouched
493,2,44,46.3,6.175,29.5062094259639,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,sclerophyllum,untouched
494,3,46,19.9,3.475,16.5,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,coriaceum,untouched
495,4,44,18,2.875,16,0,0,0,0,0,0,0,0,0,0,0,0,Tristaniopsis,sp. 4,untouched
496,5,46,10.8,2.125,11,0,0,0,0,0,0,0,0,0,0,0,0,Mesua,sp. 1,untouched
497,4,45,10.3,1.825,11.5,0,0,0,0,0,1,1,1,0,1,0,0,Syzygium,sp. 1 cf. garcinifolia,untouched
498,6,41,41.3,4.925,29.4593184723454,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
499,1,50,10.8,1.975,12,0,0,0,0,0,0,0,0,0,1,0,0,Palaquium,pseudorostratum,untouched
500,8,44,9.3,1.525,8,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
501,9,43,33.2,3.075,27.0440878410714,0,0,0,0,0,0,0,0,0,0,0,0,Shorea,teysmanniana,untouched
502,13,41,9.6,3.5,9.5,0,0,0,0,0,0,0,0,0,1,1,0,Maasia (Polyalthia),hypoleuca,untouched
503,14,41,10.6,2.55,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Xylopia,cf. malayana,untouched
504,20,43,30.3,4.75,21.0924053026726,0,0,0,0,0,0,0,0,0,0,0,0,Diospyros,areolata (bantamensis),untouched
505,20,44,34.6,6.025,26.6079081449839,0,0,0,1,0,0,1,1,1,1,1,0,Palaquium,leiocarpum,untouched
506,17,47,32.7,5.325,27.2368490405924,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
507,18,48,15.7,1.95,17.5,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
508,18,50,11,1.775,12.5,0,0,0,0,0,0,0,0,0,0,0,0,Blumeodendron,tokbrai (elateriospermum),untouched
509,18,51,10.6,2.525,11,0,0,0,0,0,0,0,0,0,0,0,0,Nephelium,lappaceum,untouched
510,16,50,16.3,2.425,14,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,cochlearifolium,untouched
511,14,50,8.5,3.025,8.5,0,0,0,0,0,0,0,0,0,0,0,0,Lithocarpus,conocarpus,untouched
512,14,52,12.9,2.425,15.5,1,0,0,0,0,0,0,0,0,0,1,1,Sandoricum,beccanarium,untouched
513,16,52,9.6,1.9,11,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
514,13,52,8.5,1.55,10,0,0,0,0,0,0,0,0,0,0,0,0,Lithocarpus,conocarpus,untouched
515,14,55,7.7,0.8,9.5,0,0,0,0,0,0,0,0,0,0,0,0,Dactylocladus,stenostachys,untouched
516,13,57,13.8,3.85,12.5,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
517,15,55,8.8,0.425,11.5,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,cochlearifolium,untouched
518,14,53,18.4,2.125,17.5,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
519,16,53,8.7,1.3,10.5,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
520,19,53,11.7,2.25,13,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
521,18,58,44.7,5.325,30.375925385559,1,0,0,0,0,0,0,0,0,0,1,1,Koompassia,malaccensis,untouched
522,15,58,30.6,3.2,27.5,1,0,0,0,0,0,0,0,0,0,1,1,Madhuca,mottleyana,untouched
523,16,58,9.3,1.075,13.5,0,0,0,0,0,0,0,0,0,0,0,0,Ilex,hypoglauca,untouched
524,13,59,17.6,3.825,15,0,0,0,0,0,0,0,0,0,0,0,0,Elaeocarpus,mastersii,untouched
525,20,40,15.2,2.1,13,0,0,0,0,0,0,0,0,0,0,0,0,Stemonurus,cf. scorpiodes,untouched
526,21,41,8.6,1.3125,13,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
527,20,42,6.3,1.5125,14,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
528,21,42,31,4.95,25.2158964926248,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
529,22,42,13,1.0625,16,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
530,22,41,11,2.05,15,0,0,0,0,0,0,0,0,0,0,0,0,Syzygium,sp. 4,untouched
531,26,44,24.5,3.4,28.1736009145702,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
532,22,43,15,2.95,14,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,soulattri,untouched
533,21,47,11.7,1.375,6.5,0,0,0,0,0,0,0,0,0,0,0,0,Neoscortechinia,kingii,untouched
534,21,44,21.8,1.925,19.6840441796844,0,0,0,0,0,0,0,0,0,0,0,0,Palaquium,cochlearifolium,untouched
535,23,45,14,1.85,20.7608638365046,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,cf. hosei (cf. fragrans),untouched
536,23,43,27.5,2.375,22.0035002130533,0,0,0,0,0,0,0,0,0,0,0,0,Campnosperma,coriaceum,untouched
537,24,46,9.3,2.35,12,0,0,0,0,0,0,0,0,0,0,0,0,Lithocarpus,sp. 1 cf. dasystachys,untouched
538,24,49,11.3,1.8375,12,0,0,0,0,0,0,0,0,0,0,0,0,Calophyllum,soulattri,untouched
539,26,50,8.5,1.2875,8,0,0,0,0,0,0,0,0,0,0,0,0,Tetractomia,tetrandra,untouched
540,25,52,9.9,1.3,17,0,0,0,0,0,0,0,0,0,0,0,0,Litsea,cf. grandis var. rufofusca (cf. rufo-fusca),untouched
541,25,53,10.3,1.775,11,0,0,0,0,0,0,0,1,0,0,0,0,Memecylon,sp. 1,untouched
542,25,54,6.4,1.9,11,0,0,0,0,0,0,0,0,0,0,1,0,Santiria,sp. 1,untouched
543,22,55,36.3,2.45,21.485735056158,0,0,0,0,0,0,0,0,0,0,0,0,Dactylocladus,stenostachys,untouched
544,21,55,15.7,3.05,17,0,0,0,0,0,0,0,0,0,1,1,0,Maasia (Polyalthia),hypoleuca,untouched
545,20,54,15.6,1.275,21.3821820247789,0,0,0,0,0,0,0,0,0,0,0,0,Vatica,mangachapoi,untouched
