"","TreeID","x","y","DBH","crown","height","fruiting","species"
"1",59843,0,2,21.4,1.98268780998915,3.42275972273333,0,"Memecylon paniculatum"
"2",59854,0,7,20.2,1.90859222309227,3.28914753397876,0,"Mallotus miquelianus"
"3",59856,0,9,30,2.47788572745443,4.32120206482135,0,"Mallotus miquelianus"
"4",59894,0,10,17.6,1.74268786402329,2.99085012089141,0,"Litsea ferruginea"
"5",60073,0,24,182,8.14382367681959,14.9913300904882,0,"Microcos crassifolia"
"6",60088,0,29,48,3.37909547460502,5.97650604307774,0,"Palaquium beccarianum"
"7",60139,0,32,14.4,1.52651294259072,2.60412021420598,0,"Mallotus miquelianus"
"8",60155,0,35,18,1.76872819714215,3.03758848436408,0,"Mallotus miquelianus"
"9",60159,0,37,23.7,2.12087539832164,3.67254620070902,0,"Mallotus miquelianus"
"10",60316,0,40,33,2.63876336742777,4.61493435396522,0,"Mallotus miquelianus"
"11",60328,0,47,47,3.3324668067184,5.89031378906892,0,"Fagraea cuspidata"
"12",60329,0,48,25.4,2.22009469476505,3.85235386902356,0,"Aglaia oligophylla"
"13",60331,0,49,18,1.76872819714215,3.03758848436408,0,"Baccaurea tetrandra"
"14",60397,0,51,15.7,1.6161252536979,2.76415039766528,0,"Dillenia excelsa"
"15",60399,0,52,43,3.14246483654365,5.53967317744154,0,"Nothaphoebe umbelliflora"
"16",60412,0,55,51,3.51704206189776,6.23181182112112,0,"Xanthophyllum adenotus"
"17",60415,0,59,113,5.94583726729528,10.7898407579348,0,"Litsea caulocarpa"
"18",60562,0,60,40,2.99599331736387,5.27002048312909,0,"Mallotus lackeyi"
"19",60564,0,61,18.5,1.80100362433549,3.09556125160459,0,"Symplocos odoratissima"
"20",60630,0,70,26.2,2.26600100591915,3.93567112232112,0,"Leea aculeata"
"21",60636,0,71,110,5.8411776963357,10.5913632191093,0,"Polyalthia obliqua"
"22",60640,0,72,18.1,1.77520742397473,3.04922257094621,0,"Unidentified frutescens"
"23",60643,0,73,22.7,2.06138120415594,3.56491148207367,0,"Unidentified colorata"
"24",60661,0,75,13,1.42686819816098,2.42667615266314,0,"Unidentified denticulatum"
"25",60658,0,77,17.3,1.72302537802052,2.95558000854906,0,"Monoon grandiflorum"
"26",60669,0,78,17.5,1.73614645616723,2.97911427680774,0,"Mallotus miquelianus"
"27",60857,0,85,18.5,1.80100362433549,3.09556125160459,0,"Mallotus miquelianus"
"28",235267,0,90,15.1,1.57509238285705,2.69082220461615,0,"Spathiostemon javensis"
"29",60889,0,91,192,8.43645621720927,15.5549549263174,0,"Hydnocarpus anomalus"
"30",60891,0,94,155,7.32487414059795,13.4189885066894,0,"Hydnocarpus anomalus"
"31",59844,1,2,95,5.30247739240221,9.57238586569455,0,"Aglaia odoratissima"
"32",59855,1,7,23.7,2.12087539832164,3.67254620070902,0,"Beilschmiedia cuadrae"
"33",59859,1,9,42,3.09403895783276,5.45045702285764,0,"Microcos crassifolia"
"34",59893,1,10,118,6.11819579036859,11.1170483432545,0,"Diospyros toposia"
"35",59895,1,12,20.3,1.9148229809417,3.30037413841035,0,"Mallotus miquelianus"
"36",59902,1,16,12.9,1.41961459232839,2.41378069351724,0,"Mallotus miquelianus"
"37",60071,1,22,34,2.69127037813634,4.71098110052402,0,"Alangium javanicum"
"38",60086,1,28,18.5,1.80100362433549,3.09556125160459,0,"Antidesma tomentosum"
"39",60137,1,31,42,3.09403895783276,5.45045702285764,0,"Shorea agamii"
"40",60141,1,34,30,2.47788572745443,4.32120206482135,0,"Unidentified griffithianum"
"41",60156,1,35,19.6,1.87098477356835,3.22142183787242,0,"Mallotus miquelianus"
"42",60157,1,36,15.3,1.58883058128165,2.71536362843735,0,"Xanthophyllum adenotus"
"43",60161,1,39,32,2.58571248101366,4.51798093785213,0,"Popowia pisocarpa"
"44",60318,1,40,17.5,1.73614645616723,2.97911427680774,0,"Mallotus miquelianus"
"45",60324,1,45,69,4.29360062931984,7.67709264870786,0,"Diospyros frutescens"
"46",60327,1,46,14.4,1.52651294259072,2.60412021420598,0,"Mallotus miquelianus"
"47",60332,1,48,124,6.32178262128547,11.5040794381282,0,"Chionanthus pluriflorus"
"48",60394,1,50,49,3.42539499533931,6.06214338623986,0,"Brownlowia peltata"
"49",60404,1,53,36,2.79473669039987,4.90049143764063,0,"Syzygium scortechinii"
"50",60411,1,55,73,4.4562991143637,7.98148464854818,0,"Leea aculeata"
"51",60416,1,59,388,13.4217821336254,25.2746296072539,0,"Unidentified unknown"
"52",60565,1,63,192,8.43645621720927,15.5549549263174,0,"Unidentified colorata"
"53",60579,1,65,15.9,1.62968379875592,2.78839904270014,0,"Unidentified pachysandra"
"54",60580,1,68,37,2.84573453208141,4.99401794754835,0,"Orophea myriantha"
"55",60634,1,71,68,4.25242956024377,7.60014816517776,0,"Diospyros frutescens"
"56",60637,1,72,18,1.76872819714215,3.03758848436408,0,"Xanthophyllum adenotus"
"57",60660,1,75,93,5.2285346694751,9.43287639603101,0,"Cynometra mirabilis"
"58",60843,1,82,24.5,2.16785815115177,3.75764291702788,0,"Shorea agamii"
"59",60845,1,83,21.9,2.01314177869653,3.4777419051944,0,"Syzygium unknown<ca>mixed"
"60",60890,1,94,75,4.53650798753283,8.13173431988767,0,"Dehaasia incrassata"
"61",60899,1,96,43,3.14246483654365,5.53967317744154,0,"Baccaurea tetrandra"
"62",59853,2,2,20.5,1.92725328387477,3.32277606398306,0,"Mallotus miquelianus"
"63",59845,2,3,22.8,2.0673701676322,3.57574017173804,0,"Alangium javanicum"
"64",59865,2,7,92,5.191360784053,9.36277334469959,0,"Orophea myriantha"
"65",59860,2,9,14.5,1.53350122598348,2.61658489953646,0,"Mallotus miquelianus"
"66",59897,2,13,316,11.721271363563,21.9368869014618,0,"Eusideroxylon zwageri"
"67",59903,2,17,39,2.94634695265143,5.17875645981544,0,"Polyalthia microtus"
"68",60070,2,20,77,4.61599282044313,8.28074687834571,0,"Unidentified unknown<ca>mixed"
"69",60080,2,22,26.3,2.27170555520403,3.94602993598958,0,"Syzygium unknown<ca>mixed"
"70",60075,2,23,570,17.3004998398764,32.956763812506,0,"Ochanostachys amentacea"
"71",60074,2,24,26.2,2.26600100591915,3.93567112232112,0,"Mallotus miquelianus"
"72",60091,2,28,50,3.4713743401858,6.14724060916549,0,"Chisocheton patens"
"73",60090,2,29,73,4.4562991143637,7.98148464854818,0,"Unidentified elmeri"
"74",60152,2,30,36,2.79473669039987,4.90049143764063,0,"Mallotus miquelianus"
"75",60150,2,31,177,7.99546270507125,14.705928935644,0,"Chionanthus macrocarpus"
"76",60146,2,32,17.3,1.72302537802052,2.95558000854906,0,"Mallotus miquelianus"
"77",60142,2,34,104,5.62889632811149,10.1892897728029,0,"Aglaia crassinervia"
"78",60158,2,37,80,4.73391698156813,8.50203718729578,0,"Baccaurea macrocarpa"
"79",60165,2,38,179,8.05497592077216,14.8203855044996,0,"Aglaia silvestris"
"80",60164,2,39,191,8.40743016167932,15.499009076002,0,"Saraca declinata"
"81",60326,2,45,30,2.47788572745443,4.32120206482135,0,"Popowia pisocarpa"
"82",60339,2,46,15.6,1.60932397389524,2.75199019385456,0,"Unidentified colorata"
"83",60334,2,48,37,2.84573453208141,4.99401794754835,0,"Unidentified pilosum"
"84",60410,2,51,21.6,1.99489812348051,3.44479988100657,0,"Litsea unknown<ca>mixed"
"85",60406,2,53,17.7,1.74921664718748,3.0025653119518,0,"Memecylon costatum"
"86",60425,2,57,112,5.91105691510839,10.7238651655159,0,"Brownlowia peltata"
"87",60569,2,60,17.5,1.73614645616723,2.97911427680774,0,"Diospyros frutescens"
"88",60576,2,61,70,4.33456931720165,7.75369220110907,0,"Unidentified unknown"
"89",60568,2,63,177,7.99546270507125,14.705928935644,0,"Aglaia silvestris"
"90",60581,2,68,20.6,1.93345296504793,3.33395160373782,0,"Unidentified sumatrana"
"91",60582,2,69,156,7.3560298173159,13.4786650805963,0,"Hydnocarpus anomalus"
"92",60638,2,72,13.7,1.47712354371992,2.51610117483792,0,"Shorea agamii"
"93",60683,2,76,15.7,1.6161252536979,2.76415039766528,0,"Mallotus miquelianus"
"94",60667,2,77,28,2.36758481970558,4.12031055509012,0,"Diplospora malaccensis"
"95",60668,2,78,50,3.4713743401858,6.14724060916549,0,"Leea aculeata"
"96",60839,2,80,21.9,2.01314177869653,3.4777419051944,0,"Syzygium scortechinii"
"97",60856,2,81,35,2.74325484763462,4.80615596233589,0,"Litsea unknown<ca>mixed"
"98",60841,2,82,18.8,1.82022647381559,3.1301116227469,0,"Mallotus miquelianus"
"99",60846,2,83,183,8.17332870635606,15.0481170650278,0,"Diospyros curranii"
"100",60847,2,84,51,3.51704206189776,6.23181182112112,0,"Aglaia oligophylla"
"101",60858,2,89,26.5,2.28309258128283,3.96671101529548,0,"Paranephelium xestophyllum"
"102",60893,2,93,17.3,1.72302537802052,2.95558000854906,0,"Diospyros elliptifolia"
"103",60892,2,94,43,3.14246483654365,5.53967317744154,0,"Monoon grandiflorum"
"104",60903,2,99,100,5.4850582753785,9.91724195867789,0,"Syzygium unknown<ca>mixed"
"105",59862,3,6,61,3.95821096144865,7.05128868436644,0,"Unidentified pachysandra"
"106",59861,3,9,20.3,1.9148229809417,3.30037413841035,0,"Mallotus miquelianus"
"107",59898,3,14,14.7,1.54742884099247,2.6414346475575,0,"Mallotus miquelianus"
"108",59910,3,15,13.2,1.44131876417897,2.45237523446843,0,"Mallotus miquelianus"
"109",59909,3,16,99,5.44879507189905,9.84870645841766,0,"Diospyros species 1"
"110",59905,3,18,179,8.05497592077216,14.8203855044996,0,"Symplocos odoratissima"
"111",60084,3,20,35,2.74325484763462,4.80615596233589,0,"Castanopsis hypophoenicea"
"112",60077,3,23,44,3.19050928270202,5.62824839219786,0,"Parashorea tomentella"
"113",60098,3,26,76,4.57633930435164,8.20639255756642,0,"Hydnocarpus anomalus"
"114",60095,3,28,91,5.15404925953284,9.29243367275265,0,"Walsura pachycaulon"
"115",60093,3,29,27.7,2.35081197117176,4.08979886282579,0,"Spathiostemon javensis"
"116",60169,3,35,25.5,2.22585959055896,3.86281254960733,0,"Leea aculeata"
"117",60170,3,36,78,4.6554716233548,8.35480244265696,0,"Neo-Uvaria acuminatissima"
"118",60166,3,38,33,2.63876336742777,4.61493435396522,0,"Knema latericia"
"119",60343,3,45,14.7,1.54742884099247,2.6414346475575,0,"Mallotus miquelianus"
"120",60340,3,46,32,2.58571248101366,4.51798093785213,0,"Dimocarpus longan"
"121",60408,3,52,34,2.69127037813634,4.71098110052402,0,"Syzygium unknown<ca>mixed"
"122",60405,3,54,17.1,1.70985262285174,2.93196124433367,0,"Mallotus miquelianus"
"123",60426,3,57,21.8,2.00707005689919,3.46677686552933,0,"Unidentified glabrum"
"124",60419,3,59,34,2.69127037813634,4.71098110052402,0,"Diospyros pilosanthera"
"125",60577,3,60,19.8,1.8835635242752,3.24406756254766,0,"Ochanostachys amentacea"
"126",60573,3,64,19,1.83298378317277,3.15305026240762,0,"Leea aculeata"
"127",60592,3,66,36,2.79473669039987,4.90049143764063,0,"Syzygium kunstleri"
"128",60590,3,67,81,4.77288926519274,8.57522595097558,0,"Orophea myriantha"
"129",60584,3,69,13.9,1.4913205907024,2.54138885688725,0,"Litsea unknown<ca>mixed"
"130",60680,3,76,38,2.89626582536423,5.08676402116854,0,"Shorea agamii"
"131",60679,3,78,15.4,1.59567676709718,2.72759701541812,0,"Unidentified Unknown species"
"132",60672,3,79,12.4,1.38305534137996,2.34883155073188,0,"Cinnamomum griffithii"
"133",60852,3,80,19.3,1.85203448918197,3.18731841853367,0,"Brownlowia peltata"
"134",60855,3,81,40,2.99599331736387,5.27002048312909,0,"Glycosmis macrantha"
"135",60848,3,83,40,2.99599331736387,5.27002048312909,0,"Diospyros pilosanthera"
"136",60867,3,85,77,4.61599282044313,8.28074687834571,0,"Chisocheton patens"
"137",60859,3,88,24.8,2.18534171256694,3.7893312283976,0,"Xanthophyllum adenotus"
"138",60861,3,89,37,2.84573453208141,4.99401794754835,0,"Aglaia oligophylla"
"139",60896,3,91,15.6,1.60932397389524,2.75199019385456,0,"Mallotus miquelianus"
"140",60895,3,94,24.9,2.1911535618247,3.79986754803128,0,"Diospyros daemona"
"141",60907,3,95,81,4.77288926519274,8.57522595097558,0,"Nephelium ramboutan-ake"
"142",60905,3,98,26.8,2.30011849501322,3.99764216405929,0,"Ormosia bancana"
"143",59849,4,1,27.4,2.33397724452954,4.05918455610423,0,"Dehaasia caesia"
"144",59846,4,3,58,3.8286328543465,6.81014289616826,0,"Ryparosa acuminata"
"145",59847,4,4,185,8.23217486137337,15.1614033509361,0,"Lansium domesticum"
"146",59900,4,12,91,5.15404925953284,9.29243367275265,0,"Unidentified griffithianum"
"147",59908,4,18,28.1,2.37316217244213,4.13045856552183,0,"Mallotus miquelianus"
"148",60081,4,21,72,4.41591488239245,7.9058820686228,0,"Diospyros species 1"
"149",60078,4,22,19.1,1.8393453063758,3.16449149352507,0,"Mallotus miquelianus"
"150",60148,4,30,31,2.53209481529068,4.42008354300624,0,"Praravinia suberosa"
"151",60145,4,32,184,8.20277896837864,15.104807923933,0,"Parashorea malaanonan"
"152",60143,4,34,15.2,1.58196916467616,2.70310542952369,0,"Mallotus miquelianus"
"153",60168,4,38,21.8,2.00707005689919,3.46677686552933,0,"Mallotus miquelianus"
"154",60323,4,40,29.5,2.45055117642995,4.2713789219817,0,"Unidentified unknown<ca>mixed"
"155",60322,4,42,30,2.47788572745443,4.32120206482135,0,"Dimocarpus longan"
"156",60321,4,43,16.2,1.64991342245295,2.82459554120433,0,"Mallotus miquelianus"
"157",60320,4,44,220,9.22954338008031,17.0868717192457,0,"Aglaia odoratissima"
"158",60342,4,45,47,3.3324668067184,5.89031378906892,0,"Dillenia excelsa"
"159",60335,4,48,15,1.56820009931514,2.67851373637564,0,"Unidentified denticulatum"
"160",60337,4,49,16.2,1.64991342245295,2.82459554120433,0,"Diospyros tuberculata"
"161",60429,4,55,94,5.26557289544193,9.5027461543698,0,"Syzygium kunstleri"
"162",60428,4,57,36,2.79473669039987,4.90049143764063,0,"Dillenia excelsa"
"163",60421,4,58,24,2.13855618931822,3.70456028016768,0,"Unidentified illustris"
"164",60420,4,59,14,1.49839304866314,2.55399036064255,0,"Mallotus miquelianus"
"165",60575,4,63,50,3.4713743401858,6.14724060916549,0,"Orophea myriantha"
"166",60588,4,68,32,2.58571248101366,4.51798093785213,0,"Nothaphoebe umbelliflora"
"167",60586,4,69,51,3.51704206189776,6.23181182112112,0,"Aglaia silvestris"
"168",60657,4,70,14.4,1.52651294259072,2.60412021420598,0,"Polyalthia insignis"
"169",60682,4,75,14.3,1.51950813943422,2.59162866602404,0,"Saurauia sp"
"170",60676,4,78,16.5,1.67001606612446,2.86058482666182,0,"Leea aculeata"
"171",60674,4,79,25.5,2.22585959055896,3.86281254960733,0,"Leea aculeata"
"172",60866,4,85,44,3.19050928270202,5.62824839219786,0,"Cinnamomum racemosum"
"173",60863,4,87,18.4,1.79457250367593,3.0840059485239,0,"Diospyros cauliflora"
"174",60862,4,89,18,1.76872819714215,3.03758848436408,0,"Mallotus miquelianus"
"175",59879,5,0,40,2.99599331736387,5.27002048312909,0,"Orophea corymbosa"
"176",59882,5,3,21.5,1.98879779408743,3.43378774660987,0,"Unidentified benthamiana"
"177",59927,5,13,35,2.74325484763462,4.80615596233589,0,"Dimocarpus longan"
"178",59911,5,15,14.7,1.54742884099247,2.6414346475575,0,"Mallotus miquelianus"
"179",59913,5,16,15.8,1.62291182043506,2.77628661438447,0,"Mallotus miquelianus"
"180",59915,5,17,17.7,1.74921664718748,3.0025653119518,0,"Mallotus miquelianus"
"181",59917,5,19,23.2,2.09123729783351,3.61890863461674,0,"Mallotus miquelianus"
"182",60123,5,20,57,3.7849369624827,6.72890752095051,0,"Ryparosa acuminata"
"183",60102,5,25,78,4.6554716233548,8.35480244265696,0,"Chisocheton unknown<ca>mixed"
"184",60103,5,26,33,2.63876336742777,4.61493435396522,0,"Ochanostachys amentacea"
"185",60104,5,28,13.6,1.46999861502099,2.5034144572495,0,"Mallotus miquelianus"
"186",60173,5,35,29,2.42305864064017,4.22129329303229,0,"Diospyros toposia"
"187",60174,5,36,24.4,2.16201414713287,3.74705346041809,0,"Mallotus miquelianus"
"188",60370,5,40,14,1.49839304866314,2.55399036064255,0,"Sterculia rubiginosa"
"189",60371,5,41,100,5.4850582753785,9.91724195867789,0,"Ryparosa acuminata"
"190",60373,5,42,16.8,1.6899948142649,2.89637182117355,0,"Mallotus miquelianus"
"191",60345,5,45,12.8,1.41234184302385,2.40085420765934,0,"Mallotus miquelianus"
"192",60346,5,46,61,3.95821096144865,7.05128868436644,0,"Unidentified denticulatum"
"193",60430,5,55,30,2.47788572745443,4.32120206482135,0,"Mallotus miquelianus"
"194",60432,5,56,93,5.2285346694751,9.43287639603101,0,"Alangium javanicum"
"195",60618,5,63,24.6,2.17369405072273,3.76821898316375,0,"Chisocheton unknown<ca>mixed"
"196",60619,5,64,17,1.70324661364148,2.92011977229333,0,"Memecylon costatum"
"197",60593,5,65,35,2.74325484763462,4.80615596233589,0,"Popowia pisocarpa"
"198",60594,5,68,38,2.89626582536423,5.08676402116854,0,"Shorea johorensis"
"199",60686,5,77,27.4,2.33397724452954,4.05918455610423,0,"Mallotus miquelianus"
"200",60687,5,78,11.1,1.28556610106064,2.17602441854487,0,"Mallotus miquelianus"
"201",60692,5,79,27.4,2.33397724452954,4.05918455610423,0,"Diospyros daemona"
"202",60882,5,81,148,7.10483470092292,12.9978491639458,0,"Barringtonia macrostachya"
"203",60912,5,97,29.9,2.47243128514817,4.31125815755507,0,"Pentace laxiflora"
"204",60913,5,98,29.1,2.42856996019468,4.23133169967989,0,"Popowia pisocarpa"
"205",60914,5,99,87,5.00338535202283,9.00863919813746,0,"Paranephelium xestophyllum"
"206",59880,6,2,29.9,2.47243128514817,4.31125815755507,0,"Dimocarpus longan"
"207",59883,6,4,127,6.42231646349167,11.6954106837919,0,"Ryparosa acuminata"
"208",59866,6,5,23.8,2.12677740503286,3.68323144387363,0,"Microcos crassifolia"
"209",59868,6,9,41,3.04521942537085,5.36057985950493,0,"Ryparosa acuminata"
"210",59924,6,15,12.5,1.39040670888019,2.36188538140806,0,"Mallotus miquelianus"
"211",59914,6,16,116,6.04955624578227,10.9866912926385,0,"Eusideroxylon zwageri"
"212",59922,6,17,23.3,2.09718215642497,3.62966459067031,0,"Mallotus miquelianus"
"213",60124,6,20,39,2.94634695265143,5.17875645981544,0,"Baccaurea tetrandra"
"214",60125,6,21,15.5,1.60250785450607,2.73980580131922,0,"Mallotus miquelianus"
"215",60126,6,23,39,2.94634695265143,5.17875645981544,0,"Parashorea malaanonan"
"216",60099,6,25,14.5,1.53350122598348,2.61658489953646,0,"Diospyros daemona"
"217",60107,6,26,50,3.4713743401858,6.14724060916549,0,"Spathiostemon javensis"
"218",60108,6,28,23.2,2.09123729783351,3.61890863461674,0,"Spathiostemon javensis"
"219",60192,6,30,20.7,1.9396424221303,3.34511033850422,0,"Mallotus miquelianus"
"220",60195,6,31,35,2.74325484763462,4.80615596233589,0,"Mallotus miquelianus"
"221",60196,6,32,130,6.52204601516443,11.8853458104092,0,"Paranephelium xestophyllum"
"222",60175,6,37,60,3.91526418153127,6.97132407104356,0,"Popowia pisocarpa"
"223",60178,6,38,18.5,1.80100362433549,3.09556125160459,0,"Mallotus miquelianus"
"224",60367,6,40,14.9,1.56129217540928,2.66617980411247,0,"Mallotus miquelianus"
"225",60375,6,43,256,10.2004568527693,18.9703998670175,0,"Unidentified unknown<ca>mixed"
"226",60433,6,56,13,1.42686819816098,2.42667615266314,0,"Syzygium kunstleri"
"227",60436,6,58,65,4.12766137493598,7.3671773588009,0,"Ryparosa acuminata"
"228",60610,6,60,16.9,1.69662737910264,2.9082566871364,0,"Sterculia rubiginosa"
"229",60613,6,61,37,2.84573453208141,4.99401794754835,0,"Cinnamomum racemosum"
"230",60616,6,62,96,5.3392500433371,9.6417986971798,0,"Aglaia crassinervia"
"231",60620,6,64,57,3.7849369624827,6.72890752095051,0,"Mallotus lackeyi"
"232",60596,6,68,15.5,1.60250785450607,2.73980580131922,0,"Gonocaryum calleryanum"
"233",60598,6,69,295,11.2011800079297,20.9203092548346,0,"Hydnocarpus anomalus"
"234",60703,6,72,29.7,2.46150375486229,4.29133935233818,0,"Diospyros macrophylla"
"235",60705,6,73,14.4,1.52651294259072,2.60412021420598,0,"Diospyros macrophylla"
"236",60707,6,74,23.2,2.09123729783351,3.61890863461674,0,"Popowia pisocarpa"
"237",60684,6,77,37,2.84573453208141,4.99401794754835,0,"Diospyros cauliflora"
"238",60868,6,86,310,11.5739063505443,21.6486329920349,0,"Syzygium panzeri"
"239",60869,6,87,24,2.13855618931822,3.70456028016768,0,"Mallotus miquelianus"
"240",60910,6,95,61,3.95821096144865,7.05128868436644,0,"Dimocarpus longan"
"241",60911,6,97,29.3,2.43957332202916,4.25137649640355,0,"Diospyros elliptifolia"
"242",59892,7,0,22.7,2.06138120415594,3.56491148207367,0,"Saurauia sp"
"243",59890,7,2,120,6.18644090053731,11.2467222255483,0,"Pentace laxiflora"
"244",59878,7,6,15.2,1.58196916467616,2.70310542952369,0,"Kayea oblongifolia"
"245",59925,7,10,15.9,1.62968379875592,2.78839904270014,0,"Mallotus miquelianus"
"246",59926,7,12,31,2.53209481529068,4.42008354300624,0,"Aglaia silvestris"
"247",59923,7,16,90,5.11659806526863,9.22185396794802,0,"Saraca declinata"
"248",59920,7,17,14.4,1.52651294259072,2.60412021420598,0,"Orophea myriantha"
"249",59919,7,18,340,12.3014790490648,23.0733876148172,0,"Neoscortechinia kingii"
"250",60135,7,21,13.4,1.45569507598799,2.47795388619253,0,"Syzygium imperiale"
"251",60134,7,22,66,4.16946414499932,7.44519753195426,0,"Barringtonia macrostachya"
"252",60129,7,23,26,2.25456964626247,3.91491664169315,0,"Lithocarpus gracilis"
"253",60121,7,25,61,3.95821096144865,7.05128868436644,0,"Ryparosa acuminata"
"254",60119,7,27,82,4.81169829946366,8.64813513664351,0,"Ryparosa acuminata"
"255",60191,7,31,19.3,1.85203448918197,3.18731841853367,0,"Phaeanthus splendens"
"256",60200,7,32,12.8,1.41234184302385,2.40085420765934,0,"Mallotus miquelianus"
"257",60190,7,35,15.7,1.6161252536979,2.76415039766528,0,"Tabernaemontana pauciflora"
"258",60176,7,37,15.6,1.60932397389524,2.75199019385456,0,"Ryparosa acuminata"
"259",60179,7,38,37,2.84573453208141,4.99401794754835,0,"Mallotus miquelianus"
"260",60388,7,40,11.7,1.33101795743456,2.25651982684355,0,"Mallotus miquelianus"
"261",60387,7,41,19.9,1.88983669081106,3.25536381599912,0,"Mallotus miquelianus"
"262",60374,7,42,21.9,2.01314177869653,3.4777419051944,0,"Mallotus miquelianus"
"263",60365,7,45,17.1,1.70985262285174,2.93196124433367,0,"Mallotus miquelianus"
"264",60366,7,46,57,3.7849369624827,6.72890752095051,0,"Pseuduvaria reticulata"
"265",60357,7,48,16,1.63644131147714,2.80048787841643,0,"Mallotus miquelianus"
"266",60353,7,49,66,4.16946414499932,7.44519753195426,0,"Diospyros pilosanthera"
"267",60437,7,57,29,2.42305864064017,4.22129329303229,0,"Aglaia odoratissima"
"268",60438,7,58,90,5.11659806526863,9.22185396794802,0,"Syzygium kunstleri"
"269",60629,7,61,33,2.63876336742777,4.61493435396522,0,"Nephelium ramboutan-ake"
"270",60624,7,63,45,3.23818386990467,5.71620168588903,0,"Leea aculeata"
"271",60607,7,66,18.2,1.78167449123576,3.06083674868159,0,"Orophea myriantha"
"272",60606,7,67,29,2.42305864064017,4.22129329303229,0,"Parashorea tomentella"
"273",60599,7,69,38,2.89626582536423,5.08676402116854,0,"Unidentified unknown<ca>mixed"
"274",60702,7,71,160,7.4799799647408,13.7161964674644,0,"Unidentified unknown<ca>mixed"
"275",60708,7,73,30,2.47788572745443,4.32120206482135,0,"Syzygium unknown<ca>mixed"
"276",60698,7,76,20.4,1.9210433117242,3.31158361176988,0,"Leea aculeata"
"277",60694,7,77,17.6,1.74268786402329,2.99085012089141,0,"Popowia odoardoi"
"278",60888,7,81,127,6.42231646349167,11.6954106837919,0,"Pentace laxiflora"
"279",60884,7,83,46,3.2854995720469,5.80355110410379,0,"Orophea myriantha"
"280",60885,7,84,29.7,2.46150375486229,4.29133935233818,0,"Syzygium unknown<ca>mixed"
"281",60881,7,85,20.1,1.90235096894744,3.27790368729137,0,"Mallotus miquelianus"
"282",60880,7,86,37,2.84573453208141,4.99401794754835,0,"Pentace laxiflora"
"283",60874,7,87,13.4,1.45569507598799,2.47795388619253,0,"Mallotus miquelianus"
"284",60873,7,88,35,2.74325484763462,4.80615596233589,0,"Neoscortechinia kingii"
"285",60872,7,89,25.2,2.20854169631024,3.83139812459526,0,"Brownlowia peltata"
"286",60929,7,90,32,2.58571248101366,4.51798093785213,0,"Lansium domesticum"
"287",60923,7,91,125,6.35538485390425,11.5680143358963,0,"Dimocarpus longan"
"288",60920,7,95,26.7,2.29445042495646,3.98734376470896,0,"Marsypopetalum pallidum"
"289",59891,8,3,15.3,1.58883058128165,2.71536362843735,0,"Mallotus miquelianus"
"290",59873,8,6,216,9.1184437172782,16.8719001867996,0,"Buchanania sessilifolia"
"291",59877,8,7,15.4,1.59567676709718,2.72759701541812,0,"Mallotus miquelianus"
"292",59936,8,10,15.4,1.59567676709718,2.72759701541812,0,"Mallotus miquelianus"
"293",60133,8,20,47,3.3324668067184,5.89031378906892,0,"Unidentified denticulatum"
"294",60132,8,22,21.8,2.00707005689919,3.46677686552933,0,"Litsea ferruginea"
"295",60131,8,24,265,10.4357465470172,19.4281103784723,0,"Dimocarpus longan"
"296",60118,8,27,13.6,1.46999861502099,2.5034144572495,0,"Mallotus miquelianus"
"297",60115,8,28,16.6,1.6766892664641,2.87253606448749,0,"Spathiostemon javensis"
"298",60111,8,29,34,2.69127037813634,4.71098110052402,0,"Syzygium unknown<ca>mixed"
"299",60199,8,32,14.7,1.54742884099247,2.6414346475575,0,"Mallotus miquelianus"
"300",60189,8,36,30,2.47788572745443,4.32120206482135,0,"Unidentified griffithianum"
"301",60180,8,38,230,9.50433242424586,17.6190754781496,0,"Dillenia excelsa"
"302",60181,8,39,22.8,2.0673701676322,3.57574017173804,0,"Mallotus miquelianus"
"303",60386,8,41,14.1,1.50544835132373,2.56656399166483,0,"Mallotus miquelianus"
"304",60382,8,42,17.7,1.74921664718748,3.0025653119518,0,"Mallotus miquelianus"
"305",60377,8,44,63,4.04339350079855,7.21001035257364,0,"Ryparosa acuminata"
"306",60351,8,48,16.4,1.6633291006718,2.8486111137301,0,"Mallotus miquelianus"
"307",60354,8,49,35,2.74325484763462,4.80615596233589,0,"Terminalia citrina"
"308",60627,8,62,23.3,2.09718215642497,3.62966459067031,0,"Unidentified Unknown species"
"309",60626,8,63,26,2.25456964626247,3.91491664169315,0,"Leea aculeata"
"310",60623,8,64,17.4,1.7295923268552,2.96735762495946,0,"Parashorea tomentella"
"311",60608,8,67,65,4.12766137493598,7.3671773588009,0,"Leea aculeata"
"312",60602,8,68,18.8,1.82022647381559,3.1301116227469,0,"Xanthophyllum affine"
"313",60725,8,70,48,3.37909547460502,5.97650604307774,0,"Leea aculeata"
"314",60718,8,72,14.8,1.55436847031843,2.65382018371192,0,"Shorea symingtonii"
"315",60716,8,74,68,4.25242956024377,7.60014816517776,0,"Aglaia oligophylla"
"316",60697,8,76,45,3.23818386990467,5.71620168588903,0,"Leea aculeata"
"317",60887,8,84,18.9,1.82661086593822,3.14159034868179,0,"Aglaia macrocarpa"
"318",60879,8,85,38,2.89626582536423,5.08676402116854,0,"Terminalia citrina"
