"","x","y","dbh","crown","height","fruiting"
"41",1,35,19.6,1.87098477356835,3.22142183787242,0
"42",1,36,15.3,1.58883058128165,2.71536362843735,0
"43",1,39,32,2.58571248101366,4.51798093785213,0
"44",1,40,17.5,1.73614645616723,2.97911427680774,0
"45",1,45,69,4.29360062931984,7.67709264870786,0
"46",1,46,14.4,1.52651294259072,2.60412021420598,0
"47",1,48,124,6.32178262128547,11.5040794381282,0
"48",1,50,49,3.42539499533931,6.06214338623986,0
"49",1,53,36,2.79473669039987,4.90049143764063,0
"50",1,55,73,4.4562991143637,7.98148464854818,0
"51",1,59,388,13.4217821336254,25.2746296072539,0
"52",1,63,192,8.43645621720927,15.5549549263174,0
"53",1,65,15.9,1.62968379875592,2.78839904270014,0
"54",1,68,37,2.84573453208141,4.99401794754835,0
"55",1,71,68,4.25242956024377,7.60014816517776,0
"56",1,72,18,1.76872819714215,3.03758848436408,0
"57",1,75,93,5.2285346694751,9.43287639603101,0
"58",1,82,24.5,2.16785815115177,3.75764291702788,0
"59",1,83,21.9,2.01314177869653,3.4777419051944,0
"60",1,94,75,4.53650798753283,8.13173431988767,0
"61",1,96,43,3.14246483654365,5.53967317744154,0
"62",2,2,20.5,1.92725328387477,3.32277606398306,0
"63",2,3,22.8,2.0673701676322,3.57574017173804,0
"64",2,7,92,5.191360784053,9.36277334469959,0
